,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
10,Q de Kock,RL Chase,RR Hendricks,0,0,0,7,213,2,9,0,5,2,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
11,Q de Kock,RL Chase,RR Hendricks,0,0,0,7,213,2,10,0,6,2,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
12,RR Hendricks,SS Cottrell,Q de Kock,1,0,1,8,212,6,3,0,1,3,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
13,Q de Kock,SS Cottrell,RR Hendricks,4,0,4,12,208,6,11,0,2,3,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
14,Q de Kock,SS Cottrell,RR Hendricks,1,0,1,13,207,7,12,0,3,3,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
15,RR Hendricks,SS Cottrell,Q de Kock,0,1,1,14,206,6,4,0,4,3,legbyes,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
16,Q de Kock,SS Cottrell,RR Hendricks,1,0,1,15,205,8,13,0,5,3,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
17,RR Hendricks,SS Cottrell,Q de Kock,4,0,4,19,201,10,5,0,6,3,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
18,Q de Kock,RL Chase,RR Hendricks,4,0,4,23,197,12,14,0,1,4,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
19,Q de Kock,RL Chase,RR Hendricks,4,0,4,27,193,16,15,0,2,4,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
20,Q de Kock,RL Chase,RR Hendricks,0,0,0,27,193,16,16,0,3,4,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
21,Q de Kock,RL Chase,RR Hendricks,4,0,4,31,189,20,17,0,4,4,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
22,Q de Kock,RL Chase,RR Hendricks,0,0,0,31,189,20,18,0,5,4,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
23,Q de Kock,RL Chase,RR Hendricks,1,0,1,32,188,21,19,0,6,4,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
24,Q de Kock,AS Joseph,RR Hendricks,0,0,0,32,188,21,20,0,1,5,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
25,Q de Kock,AS Joseph,RR Hendricks,0,0,0,32,188,21,21,1,2,5,-,caught,Q de Kock,RL Chase,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
26,RR Rossouw,AS Joseph,RR Hendricks,4,0,4,36,184,4,1,1,3,5,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
27,RR Rossouw,AS Joseph,RR Hendricks,6,0,6,42,178,10,2,1,4,5,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
28,RR Rossouw,AS Joseph,RR Hendricks,4,0,4,46,174,14,3,1,5,5,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
29,RR Rossouw,AS Joseph,RR Hendricks,0,0,0,46,174,14,4,1,6,5,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
30,RR Hendricks,RL Chase,RR Rossouw,4,0,4,50,170,14,6,1,1,6,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
31,RR Hendricks,RL Chase,RR Rossouw,4,0,4,54,166,18,7,1,2,6,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
32,RR Hendricks,RL Chase,RR Rossouw,1,0,1,55,165,19,8,1,3,6,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
33,RR Rossouw,RL Chase,RR Hendricks,1,0,1,56,164,15,5,1,4,6,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
34,RR Hendricks,RL Chase,RR Rossouw,1,0,1,57,163,20,9,1,5,6,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
35,RR Rossouw,RL Chase,RR Hendricks,4,0,4,61,159,19,6,1,6,6,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
36,RR Hendricks,SS Cottrell,RR Rossouw,1,0,1,62,158,21,10,1,1,7,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
37,RR Rossouw,SS Cottrell,RR Hendricks,0,0,0,62,158,19,7,1,2,7,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
38,RR Rossouw,SS Cottrell,RR Hendricks,0,1,1,63,157,19,8,1,3,7,wides,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
39,RR Rossouw,SS Cottrell,RR Hendricks,0,0,0,63,157,19,9,1,4,7,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
40,RR Rossouw,SS Cottrell,RR Hendricks,0,1,1,64,156,19,10,1,5,7,wides,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
41,RR Rossouw,SS Cottrell,RR Hendricks,4,0,4,68,152,23,11,1,6,7,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
42,RR Rossouw,SS Cottrell,RR Hendricks,1,0,1,69,151,24,12,1,7,7,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
43,RR Hendricks,SS Cottrell,RR Rossouw,4,0,4,73,147,25,11,1,8,7,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
44,RR Rossouw,JO Holder,RR Hendricks,0,1,1,74,146,24,13,1,1,8,wides,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
45,RR Rossouw,JO Holder,RR Hendricks,0,1,1,75,145,24,14,1,2,8,wides,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
46,RR Rossouw,JO Holder,RR Hendricks,1,0,1,76,144,25,15,1,3,8,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
47,RR Hendricks,JO Holder,RR Rossouw,4,0,4,80,140,29,12,1,4,8,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
48,RR Hendricks,JO Holder,RR Rossouw,0,0,0,80,140,29,13,1,5,8,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
49,RR Hendricks,JO Holder,RR Rossouw,0,1,1,81,139,29,14,1,6,8,wides,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
50,RR Hendricks,JO Holder,RR Rossouw,2,0,2,83,137,31,15,1,7,8,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
51,RR Hendricks,JO Holder,RR Rossouw,1,0,1,84,136,32,16,1,8,8,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
52,RR Rossouw,JO Holder,RR Hendricks,1,0,1,85,135,26,16,1,9,8,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
53,RR Rossouw,R Shepherd,RR Hendricks,1,0,1,86,134,27,17,1,1,9,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
54,RR Hendricks,R Shepherd,RR Rossouw,0,0,0,86,134,32,17,1,2,9,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
55,RR Hendricks,R Shepherd,RR Rossouw,1,0,1,87,133,33,18,1,3,9,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
56,RR Rossouw,R Shepherd,RR Hendricks,1,0,1,88,132,28,18,1,4,9,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
57,RR Hendricks,R Shepherd,RR Rossouw,0,1,1,89,131,33,19,1,5,9,wides,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
58,RR Hendricks,R Shepherd,RR Rossouw,4,0,4,93,127,37,20,1,6,9,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
59,RR Hendricks,R Shepherd,RR Rossouw,1,0,1,94,126,38,21,1,7,9,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
60,RR Hendricks,AS Joseph,RR Rossouw,1,0,1,95,125,39,22,1,1,10,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
61,RR Rossouw,AS Joseph,RR Hendricks,0,0,0,95,125,28,19,1,2,10,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
62,RR Rossouw,AS Joseph,RR Hendricks,6,0,6,101,119,34,20,1,3,10,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
63,RR Rossouw,AS Joseph,RR Hendricks,1,0,1,102,118,35,21,1,4,10,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
64,RR Hendricks,AS Joseph,RR Rossouw,1,0,1,103,117,40,23,1,5,10,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
65,RR Rossouw,AS Joseph,RR Hendricks,0,0,0,103,117,35,22,1,6,10,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
66,RR Hendricks,JO Holder,RR Rossouw,1,0,1,104,116,41,24,1,1,11,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
67,RR Rossouw,JO Holder,RR Hendricks,6,0,6,110,110,41,23,1,2,11,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
68,RR Rossouw,JO Holder,RR Hendricks,1,0,1,111,109,42,24,1,3,11,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
69,RR Hendricks,JO Holder,RR Rossouw,1,0,1,112,108,42,25,1,4,11,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
70,RR Rossouw,JO Holder,RR Hendricks,0,0,0,112,108,42,25,2,5,11,-,caught,RR Rossouw,J Charles,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
71,DA Miller,JO Holder,RR Hendricks,1,0,1,113,107,1,1,2,6,11,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
72,DA Miller,RL Chase,RR Hendricks,1,0,1,114,106,2,2,2,1,12,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
73,RR Hendricks,RL Chase,DA Miller,1,0,1,115,105,43,26,2,2,12,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
74,DA Miller,RL Chase,RR Hendricks,4,0,4,119,101,6,3,2,3,12,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
75,DA Miller,RL Chase,RR Hendricks,1,0,1,120,100,7,4,2,4,12,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
76,RR Hendricks,RL Chase,DA Miller,1,0,1,121,99,44,27,2,5,12,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
77,DA Miller,RL Chase,RR Hendricks,1,0,1,122,98,8,5,2,6,12,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
78,DA Miller,R Shepherd,RR Hendricks,1,0,1,123,97,9,6,2,1,13,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
79,RR Hendricks,R Shepherd,DA Miller,6,0,6,129,91,50,28,2,2,13,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
80,RR Hendricks,R Shepherd,DA Miller,2,0,2,131,89,52,29,2,3,13,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
81,RR Hendricks,R Shepherd,DA Miller,0,2,2,133,87,52,30,2,4,13,wides,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
82,DA Miller,R Shepherd,RR Hendricks,1,0,1,134,86,10,7,2,5,13,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
83,RR Hendricks,R Shepherd,DA Miller,0,1,1,135,85,52,31,2,6,13,wides,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
84,RR Hendricks,R Shepherd,DA Miller,4,0,4,139,81,56,32,2,7,13,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
85,RR Hendricks,R Shepherd,DA Miller,0,0,0,139,81,56,33,2,8,13,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
86,DA Miller,JO Holder,RR Hendricks,0,0,0,139,81,10,8,2,1,14,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
87,DA Miller,JO Holder,RR Hendricks,1,0,1,140,80,11,9,2,2,14,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
88,RR Hendricks,JO Holder,DA Miller,2,0,2,142,78,58,34,2,3,14,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
89,RR Hendricks,JO Holder,DA Miller,4,0,4,146,74,62,35,2,4,14,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
90,RR Hendricks,JO Holder,DA Miller,1,0,1,147,73,63,36,2,5,14,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
91,DA Miller,JO Holder,RR Hendricks,0,1,1,148,72,11,10,2,6,14,wides,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
92,DA Miller,JO Holder,RR Hendricks,0,0,0,148,72,11,11,2,7,14,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
93,RR Hendricks,AS Joseph,DA Miller,1,0,1,149,71,64,37,2,1,15,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
94,DA Miller,AS Joseph,RR Hendricks,0,0,0,149,71,11,12,3,2,15,-,caught,DA Miller,SS Cottrell,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
95,AK Markram,AS Joseph,RR Hendricks,1,0,1,150,70,1,1,3,3,15,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
96,RR Hendricks,AS Joseph,AK Markram,4,0,4,154,66,68,38,3,4,15,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
97,RR Hendricks,AS Joseph,AK Markram,1,0,1,155,65,69,39,3,5,15,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
98,AK Markram,AS Joseph,RR Hendricks,1,0,1,156,64,2,2,3,6,15,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
99,AK Markram,R Shepherd,RR Hendricks,2,0,2,158,62,4,3,3,1,16,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
100,AK Markram,R Shepherd,RR Hendricks,2,0,2,160,60,6,4,3,2,16,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
101,AK Markram,R Shepherd,RR Hendricks,1,0,1,161,59,7,5,3,3,16,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
102,RR Hendricks,R Shepherd,AK Markram,1,0,1,162,58,70,40,3,4,16,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
103,AK Markram,R Shepherd,RR Hendricks,0,0,0,162,58,7,6,3,5,16,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
104,AK Markram,R Shepherd,RR Hendricks,0,0,0,162,58,7,7,3,6,16,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
105,RR Hendricks,JO Holder,AK Markram,4,0,4,166,54,74,41,3,1,17,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
106,RR Hendricks,JO Holder,AK Markram,1,0,1,167,53,75,42,3,2,17,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
107,AK Markram,JO Holder,RR Hendricks,2,0,2,169,51,9,8,3,3,17,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
108,AK Markram,JO Holder,RR Hendricks,0,0,0,169,51,9,9,3,4,17,-,0,,,"{'by': 'West Indies', 'umpire': 'AT Holdstock', 'batter': 'AK Markram', 'decision': 'struck down'}",field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
109,AK Markram,JO Holder,RR Hendricks,3,0,3,172,48,12,10,3,5,17,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
110,RR Hendricks,JO Holder,AK Markram,1,0,1,173,47,76,43,3,6,17,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
111,RR Hendricks,R Shepherd,AK Markram,0,0,0,173,47,76,44,3,1,18,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
112,RR Hendricks,R Shepherd,AK Markram,0,1,1,174,46,76,45,3,2,18,legbyes,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
113,AK Markram,R Shepherd,RR Hendricks,1,0,1,175,45,13,11,3,3,18,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
114,RR Hendricks,R Shepherd,AK Markram,6,0,6,181,39,82,46,3,4,18,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies,213
