,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
58,PD Collingwood,RE van der Merwe,EJG Morgan,1,0,1,76,,19,15,3,1,-,0,,,9,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
59,EJG Morgan,RE van der Merwe,PD Collingwood,1,0,1,77,,10,8,3,2,-,0,,,9,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
60,PD Collingwood,RE van der Merwe,EJG Morgan,0,0,0,77,,19,16,3,3,-,0,,,9,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
61,PD Collingwood,RE van der Merwe,EJG Morgan,6,0,6,83,,25,17,3,4,-,0,,,9,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
62,PD Collingwood,RE van der Merwe,EJG Morgan,0,0,0,83,,25,18,3,5,-,0,,,9,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
63,PD Collingwood,RE van der Merwe,EJG Morgan,4,0,4,87,,29,19,3,6,-,0,,,9,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
64,EJG Morgan,J Botha,PD Collingwood,0,0,0,87,,10,9,3,1,-,0,,,10,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
65,EJG Morgan,J Botha,PD Collingwood,1,0,1,88,,11,10,3,2,-,0,,,10,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
66,PD Collingwood,J Botha,EJG Morgan,0,1,1,89,,29,20,3,3,wides,0,,,10,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
67,PD Collingwood,J Botha,EJG Morgan,4,0,4,93,,33,21,3,4,-,0,,,10,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
68,PD Collingwood,J Botha,EJG Morgan,1,0,1,94,,34,22,3,5,-,0,,,10,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
69,EJG Morgan,J Botha,PD Collingwood,2,0,2,96,,13,11,3,6,-,0,,,10,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
70,EJG Morgan,J Botha,PD Collingwood,1,0,1,97,,14,12,3,7,-,0,,,10,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
71,EJG Morgan,DW Steyn,PD Collingwood,4,0,4,101,,18,13,3,1,-,0,,,11,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
72,EJG Morgan,DW Steyn,PD Collingwood,1,0,1,102,,19,14,3,2,-,0,,,11,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
73,PD Collingwood,DW Steyn,EJG Morgan,1,0,1,103,,35,23,3,3,-,0,,,11,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
74,EJG Morgan,DW Steyn,PD Collingwood,6,0,6,109,,25,15,3,4,-,0,,,11,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
75,EJG Morgan,DW Steyn,PD Collingwood,2,0,2,111,,27,16,3,5,-,0,,,11,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
76,EJG Morgan,DW Steyn,PD Collingwood,0,0,0,111,,27,17,3,6,-,0,,,11,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
77,PD Collingwood,J Botha,EJG Morgan,1,0,1,112,,36,24,3,1,-,0,,,12,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
78,EJG Morgan,J Botha,PD Collingwood,1,0,1,113,,28,18,3,2,-,0,,,12,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
79,PD Collingwood,J Botha,EJG Morgan,1,0,1,114,,37,25,3,3,-,0,,,12,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
80,EJG Morgan,J Botha,PD Collingwood,0,0,0,114,,28,19,3,4,-,0,,,12,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
81,EJG Morgan,J Botha,PD Collingwood,4,0,4,118,,32,20,3,5,-,0,,,12,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
82,EJG Morgan,J Botha,PD Collingwood,1,0,1,119,,33,21,3,6,-,0,,,12,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
83,EJG Morgan,JA Morkel,PD Collingwood,0,0,0,119,,33,22,3,1,-,0,,,13,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
84,EJG Morgan,JA Morkel,PD Collingwood,4,0,4,123,,37,23,3,2,-,0,,,13,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
85,EJG Morgan,JA Morkel,PD Collingwood,6,0,6,129,,43,24,3,3,-,0,,,13,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
86,EJG Morgan,JA Morkel,PD Collingwood,4,0,4,133,,47,25,3,4,-,0,,,13,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
87,EJG Morgan,JA Morkel,PD Collingwood,1,0,1,134,,48,26,3,5,-,0,,,13,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
88,PD Collingwood,JA Morkel,EJG Morgan,6,0,6,140,,43,26,3,6,-,0,,,13,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
89,EJG Morgan,J Botha,PD Collingwood,1,0,1,141,,49,27,3,1,-,0,,,14,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
90,PD Collingwood,J Botha,EJG Morgan,2,0,2,143,,45,27,3,2,-,0,,,14,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
91,PD Collingwood,J Botha,EJG Morgan,4,0,4,147,,49,28,3,3,-,0,,,14,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
92,PD Collingwood,J Botha,EJG Morgan,1,0,1,148,,50,29,3,4,-,0,,,14,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
93,EJG Morgan,J Botha,PD Collingwood,0,0,0,148,,49,28,3,5,-,0,,,14,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
94,EJG Morgan,J Botha,PD Collingwood,1,0,1,149,,50,29,3,6,-,0,,,14,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
95,EJG Morgan,CK Langeveldt,PD Collingwood,1,0,1,150,,51,30,3,1,-,0,,,15,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
96,PD Collingwood,CK Langeveldt,EJG Morgan,0,0,0,150,,50,30,3,2,-,0,,,15,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
97,PD Collingwood,CK Langeveldt,EJG Morgan,6,0,6,156,,56,31,3,3,-,0,,,15,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
98,PD Collingwood,CK Langeveldt,EJG Morgan,0,1,1,157,,56,32,3,4,legbyes,0,,,15,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
99,EJG Morgan,CK Langeveldt,PD Collingwood,1,0,1,158,,52,31,3,5,-,0,,,15,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
100,PD Collingwood,CK Langeveldt,EJG Morgan,1,0,1,159,,57,33,3,6,-,0,,,15,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
101,PD Collingwood,R McLaren,EJG Morgan,0,0,0,159,,57,34,4,1,-,caught,PD Collingwood,J Botha,16,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
102,EJG Morgan,R McLaren,LJ Wright,1,0,1,160,,53,32,4,2,-,0,,,16,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
103,LJ Wright,R McLaren,EJG Morgan,0,0,0,160,,0,1,4,3,-,0,,,16,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
104,LJ Wright,R McLaren,EJG Morgan,1,0,1,161,,1,2,4,4,-,0,,,16,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
105,EJG Morgan,R McLaren,LJ Wright,0,1,1,162,,53,33,4,5,legbyes,0,,,16,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
106,LJ Wright,R McLaren,EJG Morgan,0,1,1,163,,1,3,4,6,legbyes,0,,,16,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
107,LJ Wright,DW Steyn,EJG Morgan,1,0,1,164,,2,4,4,1,-,0,,,17,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
108,EJG Morgan,DW Steyn,LJ Wright,2,0,2,166,,55,34,4,2,-,0,,,17,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
109,EJG Morgan,DW Steyn,LJ Wright,0,1,1,167,,55,35,4,3,legbyes,0,,,17,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
110,LJ Wright,DW Steyn,EJG Morgan,0,0,0,167,,2,5,5,4,-,caught,LJ Wright,AB de Villiers,17,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
111,EJG Morgan,DW Steyn,MJ Prior,0,0,0,167,,55,36,5,5,-,0,,,17,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
112,EJG Morgan,DW Steyn,MJ Prior,0,1,1,168,,55,37,5,6,legbyes,0,,,17,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
113,EJG Morgan,R McLaren,MJ Prior,1,0,1,169,,56,38,5,1,-,0,,,18,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
114,MJ Prior,R McLaren,EJG Morgan,0,0,0,169,,0,1,6,2,-,caught,MJ Prior,JA Morkel,18,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
115,TT Bresnan,R McLaren,EJG Morgan,1,0,1,170,,1,1,6,3,-,0,,,18,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
116,EJG Morgan,R McLaren,TT Bresnan,4,0,4,174,,60,39,6,4,-,0,,,18,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
117,EJG Morgan,R McLaren,TT Bresnan,0,1,1,175,,60,40,6,5,wides,0,,,18,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
118,EJG Morgan,R McLaren,TT Bresnan,6,0,6,181,,66,41,6,6,-,0,,,18,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
119,EJG Morgan,R McLaren,TT Bresnan,4,0,4,185,,70,42,6,7,-,0,,,18,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
120,TT Bresnan,CK Langeveldt,EJG Morgan,1,0,1,186,,2,2,6,1,-,0,,,19,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
121,EJG Morgan,CK Langeveldt,TT Bresnan,1,0,1,187,,71,43,6,2,-,0,,,19,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
122,TT Bresnan,CK Langeveldt,EJG Morgan,1,0,1,188,,3,3,6,3,-,0,,,19,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
123,EJG Morgan,CK Langeveldt,TT Bresnan,6,0,6,194,,77,44,6,4,-,0,,,19,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
124,EJG Morgan,CK Langeveldt,TT Bresnan,6,0,6,200,,83,45,6,5,-,0,,,19,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
125,EJG Morgan,CK Langeveldt,TT Bresnan,2,0,2,202,,85,46,6,6,-,0,,,19,field,South Africa,1,New Wanderers Stadium,2009,11,South Africa_England_2009-11-13,England,England,South Africa,True,202
