,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
10,Soumya Sarkar,JR Hazlewood,Mohammad Naim,1,0,1,3,118,2,10,0,5,2,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
11,Mohammad Naim,JR Hazlewood,Soumya Sarkar,0,0,0,3,118,1,2,1,6,2,caught,Mohammad Naim,MS Wade,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
12,Soumya Sarkar,A Zampa,Shakib Al Hasan,0,0,0,3,118,2,11,2,1,3,lbw,Soumya Sarkar,,"{'by': 'Bangladesh', 'umpire': 'Sharfuddoula', 'batter': 'Soumya Sarkar', 'decision': 'struck down', 'umpires_call': True}",-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
13,Mahmudullah,A Zampa,Shakib Al Hasan,0,0,0,3,118,0,1,2,2,3,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
14,Mahmudullah,A Zampa,Shakib Al Hasan,2,0,2,5,116,2,2,2,3,3,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
15,Mahmudullah,A Zampa,Shakib Al Hasan,0,1,1,6,115,2,3,2,4,3,0,,,,wides,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
16,Mahmudullah,A Zampa,Shakib Al Hasan,1,0,1,7,114,3,4,2,5,3,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
17,Shakib Al Hasan,A Zampa,Mahmudullah,1,0,1,8,113,1,1,2,6,3,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
18,Mahmudullah,A Zampa,Shakib Al Hasan,1,0,1,9,112,4,5,2,7,3,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
19,Mahmudullah,JR Hazlewood,Shakib Al Hasan,1,0,1,10,111,5,6,2,1,4,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
20,Shakib Al Hasan,JR Hazlewood,Mahmudullah,0,1,1,11,110,1,2,2,2,4,0,,,,legbyes,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
21,Mahmudullah,JR Hazlewood,Shakib Al Hasan,1,0,1,12,109,6,7,2,3,4,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
22,Shakib Al Hasan,JR Hazlewood,Mahmudullah,0,0,0,12,109,1,3,2,4,4,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
23,Shakib Al Hasan,JR Hazlewood,Mahmudullah,1,0,1,13,108,2,4,2,5,4,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
24,Mahmudullah,JR Hazlewood,Shakib Al Hasan,2,0,2,15,106,8,8,2,6,4,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
25,Shakib Al Hasan,AC Agar,Mahmudullah,4,0,4,19,102,6,5,2,1,5,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
26,Shakib Al Hasan,AC Agar,Mahmudullah,1,0,1,20,101,7,6,2,2,5,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
27,Mahmudullah,AC Agar,Shakib Al Hasan,0,0,0,20,101,8,9,2,3,5,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
28,Mahmudullah,AC Agar,Shakib Al Hasan,0,0,0,20,101,8,10,2,4,5,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
29,Mahmudullah,AC Agar,Shakib Al Hasan,0,0,0,20,101,8,11,2,5,5,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
30,Mahmudullah,AC Agar,Shakib Al Hasan,0,0,0,20,101,8,12,2,6,5,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
31,Shakib Al Hasan,NT Ellis,Mahmudullah,1,0,1,21,100,8,7,2,1,6,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
32,Mahmudullah,NT Ellis,Shakib Al Hasan,0,0,0,21,100,8,13,2,2,6,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
33,Mahmudullah,NT Ellis,Shakib Al Hasan,1,0,1,22,99,9,14,2,3,6,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
34,Shakib Al Hasan,NT Ellis,Mahmudullah,2,0,2,24,97,10,8,2,4,6,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
35,Shakib Al Hasan,NT Ellis,Mahmudullah,0,0,0,24,97,10,9,2,5,6,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
36,Shakib Al Hasan,NT Ellis,Mahmudullah,4,0,4,28,93,14,10,2,6,6,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
37,Mahmudullah,AC Agar,Shakib Al Hasan,0,0,0,28,93,9,15,2,1,7,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
38,Mahmudullah,AC Agar,Shakib Al Hasan,1,0,1,29,92,10,16,2,2,7,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
39,Shakib Al Hasan,AC Agar,Mahmudullah,1,0,1,30,91,15,11,2,3,7,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
40,Mahmudullah,AC Agar,Shakib Al Hasan,0,0,0,30,91,10,17,2,4,7,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
41,Mahmudullah,AC Agar,Shakib Al Hasan,1,0,1,31,90,11,18,2,5,7,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
42,Shakib Al Hasan,AC Agar,Mahmudullah,1,0,1,32,89,16,12,2,6,7,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
43,Shakib Al Hasan,MR Marsh,Mahmudullah,1,0,1,33,88,17,13,2,1,8,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
44,Mahmudullah,MR Marsh,Shakib Al Hasan,4,0,4,37,84,15,19,2,2,8,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
45,Mahmudullah,MR Marsh,Shakib Al Hasan,1,0,1,38,83,16,20,2,3,8,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
46,Shakib Al Hasan,MR Marsh,Mahmudullah,4,0,4,42,79,21,14,2,4,8,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
47,Shakib Al Hasan,MR Marsh,Mahmudullah,4,0,4,46,75,25,15,2,5,8,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
48,Shakib Al Hasan,MR Marsh,Mahmudullah,1,0,1,47,74,26,16,2,6,8,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
49,Shakib Al Hasan,A Zampa,Mahmudullah,0,0,0,47,74,26,17,3,1,9,caught,Shakib Al Hasan,AC Agar,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
50,Mahmudullah,A Zampa,Afif Hossain,1,0,1,48,73,17,21,3,2,9,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
51,Afif Hossain,A Zampa,Mahmudullah,1,0,1,49,72,1,1,3,3,9,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
52,Mahmudullah,A Zampa,Afif Hossain,0,0,0,49,72,17,22,3,4,9,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
53,Mahmudullah,A Zampa,Afif Hossain,1,0,1,50,71,18,23,3,5,9,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
54,Afif Hossain,A Zampa,Mahmudullah,0,0,0,50,71,1,2,3,6,9,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
55,Mahmudullah,AC Agar,Afif Hossain,0,1,1,51,70,18,24,3,1,10,0,,,,legbyes,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
56,Afif Hossain,AC Agar,Mahmudullah,0,0,0,51,70,1,3,3,2,10,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
57,Afif Hossain,AC Agar,Mahmudullah,6,0,6,57,64,7,4,3,3,10,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
58,Afif Hossain,AC Agar,Mahmudullah,0,1,1,58,63,7,5,3,4,10,0,,,,wides,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
59,Afif Hossain,AC Agar,Mahmudullah,0,0,0,58,63,7,6,3,5,10,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
60,Afif Hossain,AC Agar,Mahmudullah,2,0,2,60,61,9,7,3,6,10,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
61,Afif Hossain,AC Agar,Mahmudullah,0,0,0,60,61,9,8,3,7,10,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
62,Mahmudullah,NT Ellis,Afif Hossain,1,0,1,61,60,19,25,3,1,11,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
63,Afif Hossain,NT Ellis,Mahmudullah,1,0,1,62,59,10,9,3,2,11,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
64,Mahmudullah,NT Ellis,Afif Hossain,1,0,1,63,58,20,26,3,3,11,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
65,Afif Hossain,NT Ellis,Mahmudullah,2,0,2,65,56,12,10,3,4,11,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
66,Afif Hossain,NT Ellis,Mahmudullah,4,0,4,69,52,16,11,3,5,11,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
67,Afif Hossain,NT Ellis,Mahmudullah,2,0,2,71,50,18,12,3,6,11,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
68,Mahmudullah,DT Christian,Afif Hossain,0,0,0,71,50,20,27,3,1,12,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
69,Mahmudullah,DT Christian,Afif Hossain,2,0,2,73,48,22,28,3,2,12,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
70,Mahmudullah,DT Christian,Afif Hossain,1,0,1,74,47,23,29,3,3,12,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
71,Afif Hossain,DT Christian,Mahmudullah,1,0,1,75,46,19,13,3,4,12,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
72,Mahmudullah,DT Christian,Afif Hossain,0,1,1,76,45,23,30,3,5,12,0,,,"{'by': 'Australia', 'umpire': 'Gazi Sohel', 'batter': 'Mahmudullah', 'decision': 'struck down', 'umpires_call': True}",legbyes,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
73,Afif Hossain,DT Christian,Mahmudullah,0,0,0,76,45,19,14,4,6,12,run out,Afif Hossain,AT Carey,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
74,Shamim Hossain,A Zampa,Mahmudullah,0,0,0,76,45,0,1,4,1,13,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
75,Shamim Hossain,A Zampa,Mahmudullah,0,0,0,76,45,0,2,4,2,13,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
76,Shamim Hossain,A Zampa,Mahmudullah,1,0,1,77,44,1,3,4,3,13,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
77,Mahmudullah,A Zampa,Shamim Hossain,1,0,1,78,43,24,31,4,4,13,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
78,Shamim Hossain,A Zampa,Mahmudullah,0,0,0,78,43,1,4,4,5,13,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
79,Shamim Hossain,A Zampa,Mahmudullah,1,0,1,79,42,2,5,4,6,13,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
80,Shamim Hossain,JR Hazlewood,Mahmudullah,1,0,1,80,41,3,6,4,1,14,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
81,Mahmudullah,JR Hazlewood,Shamim Hossain,1,0,1,81,40,25,32,4,2,14,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
82,Shamim Hossain,JR Hazlewood,Mahmudullah,0,0,0,81,40,3,7,4,3,14,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
83,Shamim Hossain,JR Hazlewood,Mahmudullah,0,0,0,81,40,3,8,5,4,14,caught,Shamim Hossain,BR McDermott,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
84,Mahmudullah,JR Hazlewood,Nurul Hasan,0,0,0,81,40,25,33,5,5,14,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
85,Mahmudullah,JR Hazlewood,Nurul Hasan,0,0,0,81,40,25,34,5,6,14,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
86,Nurul Hasan,A Zampa,Mahmudullah,1,0,1,82,39,1,1,5,1,15,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
87,Mahmudullah,A Zampa,Nurul Hasan,1,0,1,83,38,26,35,5,2,15,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
88,Nurul Hasan,A Zampa,Mahmudullah,3,0,3,86,35,4,2,5,3,15,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
89,Mahmudullah,A Zampa,Nurul Hasan,1,0,1,87,34,27,36,5,4,15,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
90,Nurul Hasan,A Zampa,Mahmudullah,6,0,6,93,28,10,3,5,5,15,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
91,Nurul Hasan,A Zampa,Mahmudullah,0,0,0,93,28,10,4,5,6,15,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
92,Mahmudullah,DT Christian,Nurul Hasan,1,0,1,94,27,28,37,5,1,16,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
93,Nurul Hasan,DT Christian,Mahmudullah,1,0,1,95,26,11,5,5,2,16,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
94,Mahmudullah,DT Christian,Nurul Hasan,2,0,2,97,24,30,38,5,3,16,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
95,Mahmudullah,DT Christian,Nurul Hasan,0,0,0,97,24,30,39,6,4,16,run out,Nurul Hasan,MC Henriques,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
96,Mahedi Hasan,DT Christian,Mahmudullah,0,0,0,97,24,0,1,6,5,16,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
97,Mahedi Hasan,DT Christian,Mahmudullah,1,0,1,98,23,1,2,6,6,16,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
98,Mahedi Hasan,AC Agar,Mahmudullah,1,0,1,99,22,2,3,6,1,17,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
99,Mahmudullah,AC Agar,Mahedi Hasan,2,0,2,101,20,32,40,6,2,17,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
100,Mahmudullah,AC Agar,Mahedi Hasan,1,0,1,102,19,33,41,6,3,17,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
101,Mahedi Hasan,AC Agar,Mahmudullah,0,1,1,103,18,2,4,6,4,17,0,,,,legbyes,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
102,Mahmudullah,AC Agar,Mahedi Hasan,1,0,1,104,17,34,42,6,5,17,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
103,Mahedi Hasan,AC Agar,Mahmudullah,0,0,0,104,17,2,5,6,6,17,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
104,Mahmudullah,NT Ellis,Mahedi Hasan,2,0,2,106,15,36,43,6,1,18,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
105,Mahmudullah,NT Ellis,Mahedi Hasan,0,0,0,106,15,36,44,6,2,18,0,,,,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-06,Bangladesh,Bangladesh,Australia
