,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
37,AK Markram,AR McBrine,RR Hendricks,1,0,1,46,128,1,1,2,5,-,6,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
38,RR Hendricks,AR McBrine,AK Markram,1,0,1,47,127,26,22,2,6,-,6,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
39,RR Hendricks,J Little,AK Markram,4,0,4,51,123,30,23,2,1,-,7,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
40,RR Hendricks,J Little,AK Markram,0,0,0,51,123,30,24,2,2,-,7,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
41,RR Hendricks,J Little,AK Markram,4,0,4,55,119,34,25,2,3,-,7,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
42,RR Hendricks,J Little,AK Markram,1,0,1,56,118,35,26,2,4,-,7,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
43,AK Markram,J Little,RR Hendricks,1,0,1,57,117,2,2,2,5,-,7,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
44,RR Hendricks,J Little,AK Markram,0,0,0,57,117,35,27,2,6,-,7,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
45,AK Markram,GH Dockrell,RR Hendricks,1,0,1,58,116,3,3,2,1,-,8,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
46,RR Hendricks,GH Dockrell,AK Markram,0,0,0,58,116,35,28,2,2,-,8,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
47,RR Hendricks,GH Dockrell,AK Markram,4,0,4,62,112,39,29,2,3,-,8,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
48,RR Hendricks,GH Dockrell,AK Markram,4,0,4,66,108,43,30,2,4,-,8,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
49,RR Hendricks,GH Dockrell,AK Markram,1,0,1,67,107,44,31,2,5,-,8,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
50,AK Markram,GH Dockrell,RR Hendricks,1,0,1,68,106,4,4,2,6,-,8,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
51,AK Markram,BJ McCarthy,RR Hendricks,1,0,1,69,105,5,5,2,1,-,9,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
52,RR Hendricks,BJ McCarthy,AK Markram,1,0,1,70,104,45,32,2,2,-,9,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
53,AK Markram,BJ McCarthy,RR Hendricks,0,0,0,70,104,5,6,2,3,-,9,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
54,AK Markram,BJ McCarthy,RR Hendricks,1,0,1,71,103,6,7,2,4,-,9,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
55,RR Hendricks,BJ McCarthy,AK Markram,4,0,4,75,99,49,33,2,5,-,9,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
56,RR Hendricks,BJ McCarthy,AK Markram,1,0,1,76,98,50,34,2,6,-,9,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
57,RR Hendricks,GJ Delany,AK Markram,0,0,0,76,98,50,35,2,1,-,10,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
58,RR Hendricks,GJ Delany,AK Markram,1,0,1,77,97,51,36,2,2,-,10,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
59,AK Markram,GJ Delany,RR Hendricks,1,0,1,78,96,7,8,2,3,-,10,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
60,RR Hendricks,GJ Delany,AK Markram,4,0,4,82,92,55,37,2,4,-,10,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
61,RR Hendricks,GJ Delany,AK Markram,0,0,0,82,92,55,38,2,5,-,10,0,,,"{'by': 'Ireland', 'umpire': 'R Black', 'batter': 'RR Hendricks', 'decision': 'struck down', 'umpires_call': True}",bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
62,RR Hendricks,GJ Delany,AK Markram,0,0,0,82,92,55,39,2,6,-,10,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
63,AK Markram,C Campher,RR Hendricks,2,0,2,84,90,9,9,2,1,-,11,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
64,AK Markram,C Campher,RR Hendricks,0,5,5,89,85,9,10,2,2,wides,11,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
65,AK Markram,C Campher,RR Hendricks,1,0,1,90,84,10,11,2,3,-,11,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
66,RR Hendricks,C Campher,AK Markram,0,2,2,92,82,55,40,2,4,wides,11,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
67,AK Markram,C Campher,RR Hendricks,0,0,0,92,82,10,12,2,5,-,11,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
68,AK Markram,C Campher,RR Hendricks,1,0,1,93,81,11,13,2,6,-,11,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
69,RR Hendricks,C Campher,AK Markram,1,0,1,94,80,56,41,2,7,-,11,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
70,AK Markram,C Campher,RR Hendricks,0,0,0,94,80,11,14,2,8,-,11,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
71,RR Hendricks,GJ Delany,AK Markram,0,0,0,94,80,56,42,2,1,-,12,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
72,RR Hendricks,GJ Delany,AK Markram,4,0,4,98,76,60,43,2,2,-,12,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
73,RR Hendricks,GJ Delany,AK Markram,1,0,1,99,75,61,44,2,3,-,12,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
74,AK Markram,GJ Delany,RR Hendricks,6,0,6,105,69,17,15,2,4,-,12,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
75,AK Markram,GJ Delany,RR Hendricks,1,0,1,106,68,18,16,2,5,-,12,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
76,RR Hendricks,GJ Delany,AK Markram,1,0,1,107,67,62,45,2,6,-,12,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
77,RR Hendricks,BJ McCarthy,AK Markram,2,0,2,109,65,64,46,2,1,-,13,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
78,RR Hendricks,BJ McCarthy,AK Markram,1,0,1,110,64,65,47,2,2,-,13,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
79,AK Markram,BJ McCarthy,RR Hendricks,6,0,6,116,58,24,17,2,3,-,13,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
80,AK Markram,BJ McCarthy,RR Hendricks,1,0,1,117,57,25,18,2,4,-,13,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
81,RR Hendricks,BJ McCarthy,AK Markram,1,0,1,118,56,66,48,2,5,-,13,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
82,AK Markram,BJ McCarthy,RR Hendricks,2,0,2,120,54,27,19,2,6,-,13,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
83,RR Hendricks,J Little,AK Markram,1,0,1,121,53,67,49,2,1,-,14,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
84,AK Markram,J Little,RR Hendricks,6,0,6,127,47,33,20,2,2,-,14,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
85,AK Markram,J Little,RR Hendricks,4,0,4,131,43,37,21,2,3,-,14,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
86,AK Markram,J Little,RR Hendricks,6,0,6,137,37,43,22,2,4,-,14,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
87,AK Markram,J Little,RR Hendricks,4,0,4,141,33,47,23,2,5,-,14,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
88,AK Markram,J Little,RR Hendricks,1,0,1,142,32,48,24,2,6,-,14,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
89,AK Markram,C Campher,RR Hendricks,1,0,1,143,31,49,25,2,1,-,15,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
90,RR Hendricks,C Campher,AK Markram,0,0,0,143,31,67,50,2,2,-,15,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
91,RR Hendricks,C Campher,AK Markram,1,0,1,144,30,68,51,2,3,-,15,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
92,AK Markram,C Campher,RR Hendricks,1,0,1,145,29,50,26,2,4,-,15,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
93,RR Hendricks,C Campher,AK Markram,0,0,0,145,29,68,52,2,5,-,15,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
94,RR Hendricks,C Campher,AK Markram,1,0,1,146,28,69,53,2,6,-,15,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
95,RR Hendricks,GJ Delany,AK Markram,4,0,4,150,24,73,54,2,1,-,16,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
96,RR Hendricks,GJ Delany,AK Markram,1,0,1,151,23,74,55,2,2,-,16,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
97,AK Markram,GJ Delany,RR Hendricks,6,0,6,157,17,56,27,2,3,-,16,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
98,AK Markram,GJ Delany,RR Hendricks,0,0,0,157,17,56,28,3,4,-,16,caught,AK Markram,HT Tector,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
99,RR Hendricks,GJ Delany,H Klaasen,0,0,0,157,17,74,56,4,5,-,16,caught,RR Hendricks,PR Stirling,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
100,T Stubbs,GJ Delany,H Klaasen,1,0,1,158,16,1,1,4,6,-,16,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
101,T Stubbs,MR Adair,H Klaasen,1,0,1,159,15,2,2,4,1,-,17,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
102,H Klaasen,MR Adair,T Stubbs,1,0,1,160,14,1,1,4,2,-,17,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
103,T Stubbs,MR Adair,H Klaasen,4,0,4,164,10,6,3,4,3,-,17,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
104,T Stubbs,MR Adair,H Klaasen,6,0,6,170,4,12,4,4,4,-,17,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
105,T Stubbs,MR Adair,H Klaasen,4,0,4,174,0,16,5,4,5,-,17,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
106,T Stubbs,MR Adair,H Klaasen,1,0,1,175,-1,17,6,4,6,-,17,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
107,T Stubbs,BJ McCarthy,H Klaasen,0,0,0,175,-1,17,7,4,1,-,18,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
108,T Stubbs,BJ McCarthy,H Klaasen,4,0,4,179,-5,21,8,4,2,-,18,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
109,T Stubbs,BJ McCarthy,H Klaasen,2,0,2,181,-7,23,9,4,3,-,18,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
110,T Stubbs,BJ McCarthy,H Klaasen,1,0,1,182,-8,24,10,4,4,-,18,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
111,H Klaasen,BJ McCarthy,T Stubbs,0,0,0,182,-8,1,2,4,5,-,18,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
112,H Klaasen,BJ McCarthy,T Stubbs,1,0,1,183,-9,2,3,4,6,-,18,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
113,H Klaasen,J Little,T Stubbs,1,0,1,184,-10,3,4,4,1,-,19,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
114,T Stubbs,J Little,H Klaasen,0,1,1,185,-11,24,11,4,2,wides,19,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
115,T Stubbs,J Little,H Klaasen,0,0,0,185,-11,24,12,5,3,-,19,caught,T Stubbs,L Tucker,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
116,H Klaasen,J Little,D Pretorius,0,1,1,186,-12,3,5,5,4,wides,19,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
117,H Klaasen,J Little,D Pretorius,1,0,1,187,-13,4,6,5,5,-,19,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
118,D Pretorius,J Little,H Klaasen,4,0,4,191,-17,4,1,5,6,-,19,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
119,D Pretorius,J Little,H Klaasen,1,0,1,192,-18,5,2,5,7,-,19,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
120,H Klaasen,J Little,D Pretorius,1,0,1,193,-19,5,7,5,8,-,19,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
121,H Klaasen,MR Adair,D Pretorius,1,0,1,194,-20,6,8,5,1,-,20,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
122,D Pretorius,MR Adair,H Klaasen,0,0,0,194,-20,5,3,5,2,-,20,0,,,,bat,South Africa,1,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,South Africa,Ireland,211
