,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
20,AJ Finch,Imad Wasim,SPD Smith,0,0,0,32,118,11,9,1,3,4,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
21,AJ Finch,Imad Wasim,SPD Smith,1,0,1,33,117,12,10,1,4,4,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
22,SPD Smith,Imad Wasim,AJ Finch,1,0,1,34,116,2,2,1,5,4,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
23,AJ Finch,Imad Wasim,SPD Smith,4,0,4,38,112,16,11,1,6,4,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
24,SPD Smith,Mohammad Amir,AJ Finch,0,0,0,38,112,2,3,1,1,5,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
25,SPD Smith,Mohammad Amir,AJ Finch,0,0,0,38,112,2,4,1,2,5,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
26,SPD Smith,Mohammad Amir,AJ Finch,1,0,1,39,111,3,5,1,3,5,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
27,AJ Finch,Mohammad Amir,SPD Smith,1,0,1,40,110,17,12,1,4,5,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
28,SPD Smith,Mohammad Amir,AJ Finch,6,0,6,46,104,9,6,1,5,5,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
29,SPD Smith,Mohammad Amir,AJ Finch,1,0,1,47,103,10,7,1,6,5,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
30,SPD Smith,Mohammad Irfan,AJ Finch,0,0,0,47,103,10,8,1,1,6,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
31,SPD Smith,Mohammad Irfan,AJ Finch,0,0,0,47,103,10,9,1,2,6,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
32,SPD Smith,Mohammad Irfan,AJ Finch,1,0,1,48,102,11,10,1,3,6,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
33,AJ Finch,Mohammad Irfan,SPD Smith,0,0,0,48,102,17,13,1,4,6,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
34,AJ Finch,Mohammad Irfan,SPD Smith,0,0,0,48,102,17,14,2,5,6,caught,AJ Finch,Babar Azam,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
35,BR McDermott,Mohammad Irfan,SPD Smith,0,0,0,48,102,0,1,2,6,6,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
36,SPD Smith,Shadab Khan,BR McDermott,1,0,1,49,101,12,11,2,1,7,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
37,BR McDermott,Shadab Khan,SPD Smith,1,0,1,50,100,1,2,2,2,7,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
38,SPD Smith,Shadab Khan,BR McDermott,1,0,1,51,99,13,12,2,3,7,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
39,BR McDermott,Shadab Khan,SPD Smith,1,0,1,52,98,2,3,2,4,7,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
40,SPD Smith,Shadab Khan,BR McDermott,4,0,4,56,94,17,13,2,5,7,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
41,SPD Smith,Shadab Khan,BR McDermott,1,0,1,57,93,18,14,2,6,7,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
42,SPD Smith,Mohammad Irfan,BR McDermott,0,0,0,57,93,18,15,2,1,8,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
43,SPD Smith,Mohammad Irfan,BR McDermott,4,0,4,61,89,22,16,2,2,8,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
44,SPD Smith,Mohammad Irfan,BR McDermott,0,0,0,61,89,22,17,2,3,8,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
45,SPD Smith,Mohammad Irfan,BR McDermott,4,0,4,65,85,26,18,2,4,8,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
46,SPD Smith,Mohammad Irfan,BR McDermott,1,0,1,66,84,27,19,2,5,8,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
47,BR McDermott,Mohammad Irfan,SPD Smith,0,0,0,66,84,2,4,2,6,8,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
48,SPD Smith,Shadab Khan,BR McDermott,1,0,1,67,83,28,20,2,1,9,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
49,BR McDermott,Shadab Khan,SPD Smith,1,0,1,68,82,3,5,2,2,9,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
50,SPD Smith,Shadab Khan,BR McDermott,4,0,4,72,78,32,21,2,3,9,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
51,SPD Smith,Shadab Khan,BR McDermott,1,0,1,73,77,33,22,2,4,9,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
52,BR McDermott,Shadab Khan,SPD Smith,1,0,1,74,76,4,6,2,5,9,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
53,SPD Smith,Shadab Khan,BR McDermott,1,0,1,75,75,34,23,2,6,9,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
54,SPD Smith,Wahab Riaz,BR McDermott,0,0,0,75,75,34,24,2,1,10,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
55,SPD Smith,Wahab Riaz,BR McDermott,0,1,1,76,74,34,25,2,2,10,0,,,noballs,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
56,SPD Smith,Wahab Riaz,BR McDermott,0,1,1,77,73,34,26,2,3,10,0,,,wides,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
57,SPD Smith,Wahab Riaz,BR McDermott,4,1,5,82,68,38,27,2,4,10,0,,,noballs,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
58,SPD Smith,Wahab Riaz,BR McDermott,1,0,1,83,67,39,28,2,5,10,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
59,BR McDermott,Wahab Riaz,SPD Smith,0,0,0,83,67,4,7,2,6,10,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
60,BR McDermott,Wahab Riaz,SPD Smith,1,0,1,84,66,5,8,2,7,10,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
61,SPD Smith,Wahab Riaz,BR McDermott,1,0,1,85,65,40,29,2,8,10,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
62,BR McDermott,Wahab Riaz,SPD Smith,1,0,1,86,64,6,9,2,9,10,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
63,BR McDermott,Imad Wasim,SPD Smith,1,0,1,87,63,7,10,2,1,11,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
64,SPD Smith,Imad Wasim,BR McDermott,1,0,1,88,62,41,30,2,2,11,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
65,BR McDermott,Imad Wasim,SPD Smith,1,0,1,89,61,8,11,2,3,11,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
66,SPD Smith,Imad Wasim,BR McDermott,1,0,1,90,60,42,31,2,4,11,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
67,BR McDermott,Imad Wasim,SPD Smith,0,0,0,90,60,8,12,2,5,11,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
68,BR McDermott,Imad Wasim,SPD Smith,1,0,1,91,59,9,13,2,6,11,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
69,BR McDermott,Wahab Riaz,SPD Smith,4,0,4,95,55,13,14,2,1,12,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
70,BR McDermott,Wahab Riaz,SPD Smith,0,0,0,95,55,13,15,2,2,12,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
71,BR McDermott,Wahab Riaz,SPD Smith,2,0,2,97,53,15,16,2,3,12,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
72,BR McDermott,Wahab Riaz,SPD Smith,1,0,1,98,52,16,17,2,4,12,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
73,SPD Smith,Wahab Riaz,BR McDermott,1,0,1,99,51,43,32,2,5,12,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
74,BR McDermott,Wahab Riaz,SPD Smith,2,0,2,101,49,18,18,2,6,12,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
75,SPD Smith,Imad Wasim,BR McDermott,1,0,1,102,48,44,33,2,1,13,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
76,BR McDermott,Imad Wasim,SPD Smith,2,0,2,104,46,20,19,2,2,13,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
77,BR McDermott,Imad Wasim,SPD Smith,0,0,0,104,46,20,20,2,3,13,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
78,BR McDermott,Imad Wasim,SPD Smith,1,0,1,105,45,21,21,2,4,13,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
79,SPD Smith,Imad Wasim,BR McDermott,1,0,1,106,44,45,34,2,5,13,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
80,BR McDermott,Imad Wasim,SPD Smith,0,0,0,106,44,21,22,3,6,13,lbw,BR McDermott,,-,"{'by': 'Australia', 'umpire': 'GA Abood', 'batter': 'BR McDermott', 'decision': 'struck down', 'umpires_call': True}",bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
81,SPD Smith,Shadab Khan,AJ Turner,1,0,1,107,43,46,35,3,1,14,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
82,AJ Turner,Shadab Khan,SPD Smith,1,0,1,108,42,1,1,3,2,14,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
83,SPD Smith,Shadab Khan,AJ Turner,1,0,1,109,41,47,36,3,3,14,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
84,AJ Turner,Shadab Khan,SPD Smith,0,0,0,109,41,1,2,3,4,14,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
85,AJ Turner,Shadab Khan,SPD Smith,0,0,0,109,41,1,3,3,5,14,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
86,AJ Turner,Shadab Khan,SPD Smith,0,0,0,109,41,1,4,3,6,14,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
87,SPD Smith,Mohammad Irfan,AJ Turner,4,0,4,113,37,51,37,3,1,15,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
88,SPD Smith,Mohammad Irfan,AJ Turner,2,0,2,115,35,53,38,3,2,15,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
89,SPD Smith,Mohammad Irfan,AJ Turner,0,0,0,115,35,53,39,3,3,15,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
90,SPD Smith,Mohammad Irfan,AJ Turner,1,0,1,116,34,54,40,3,4,15,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
91,AJ Turner,Mohammad Irfan,SPD Smith,0,0,0,116,34,1,5,3,5,15,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
92,AJ Turner,Mohammad Irfan,SPD Smith,1,0,1,117,33,2,6,3,6,15,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
93,AJ Turner,Shadab Khan,SPD Smith,2,0,2,119,31,4,7,3,1,16,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
94,AJ Turner,Shadab Khan,SPD Smith,0,0,0,119,31,4,8,3,2,16,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
95,AJ Turner,Shadab Khan,SPD Smith,0,0,0,119,31,4,9,3,3,16,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
96,AJ Turner,Shadab Khan,SPD Smith,0,0,0,119,31,4,10,3,4,16,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
97,AJ Turner,Shadab Khan,SPD Smith,1,0,1,120,30,5,11,3,5,16,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
98,SPD Smith,Shadab Khan,AJ Turner,1,0,1,121,29,55,41,3,6,16,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
99,SPD Smith,Mohammad Amir,AJ Turner,1,0,1,122,28,56,42,3,1,17,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
100,AJ Turner,Mohammad Amir,SPD Smith,0,0,0,122,28,5,12,3,2,17,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
101,AJ Turner,Mohammad Amir,SPD Smith,1,0,1,123,27,6,13,3,3,17,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
102,SPD Smith,Mohammad Amir,AJ Turner,4,0,4,127,23,60,43,3,4,17,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
103,SPD Smith,Mohammad Amir,AJ Turner,0,1,1,128,22,60,44,3,5,17,0,,,wides,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
104,SPD Smith,Mohammad Amir,AJ Turner,4,0,4,132,18,64,45,3,6,17,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
105,SPD Smith,Mohammad Amir,AJ Turner,4,0,4,136,14,68,46,3,7,17,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
106,AJ Turner,Wahab Riaz,SPD Smith,1,0,1,137,13,7,14,3,1,18,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
107,SPD Smith,Wahab Riaz,AJ Turner,0,0,0,137,13,68,47,3,2,18,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
108,SPD Smith,Wahab Riaz,AJ Turner,2,0,2,139,11,70,48,3,3,18,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
109,SPD Smith,Wahab Riaz,AJ Turner,4,0,4,143,7,74,49,3,4,18,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
110,SPD Smith,Wahab Riaz,AJ Turner,4,0,4,147,3,78,50,3,5,18,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
111,SPD Smith,Wahab Riaz,AJ Turner,1,0,1,148,2,79,51,3,6,18,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
112,SPD Smith,Mohammad Amir,AJ Turner,0,0,0,148,2,79,52,3,1,19,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
113,SPD Smith,Mohammad Amir,AJ Turner,0,1,1,149,1,79,53,3,2,19,0,,,wides,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
114,SPD Smith,Mohammad Amir,AJ Turner,1,0,1,150,0,80,54,3,3,19,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
115,AJ Turner,Mohammad Amir,SPD Smith,1,0,1,151,-1,8,15,3,4,19,0,,,-,,bat,Pakistan,2,Manuka Oval,2019,11,Australia_Pakistan_2019-11-05,Australia,Australia,Pakistan
