,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
16,Najeeb Tarakai,Mohammad Saifuddin,Asghar Stanikzai,6,0,6,19,178,11,12,2,5,0,,,3,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
17,Najeeb Tarakai,Mohammad Saifuddin,Asghar Stanikzai,0,0,0,19,178,11,13,3,6,caught,Najeeb Tarakai,Sabbir Rahman,3,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
18,Asghar Stanikzai,Shakib Al Hasan,Najibullah Zadran,0,0,0,19,178,1,3,3,1,0,,,4,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
19,Asghar Stanikzai,Shakib Al Hasan,Najibullah Zadran,4,0,4,23,174,5,4,3,2,0,,,4,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
20,Asghar Stanikzai,Shakib Al Hasan,Najibullah Zadran,0,0,0,23,174,5,5,3,3,0,,,4,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
21,Asghar Stanikzai,Shakib Al Hasan,Najibullah Zadran,0,0,0,23,174,5,6,3,4,0,,,4,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
22,Asghar Stanikzai,Shakib Al Hasan,Najibullah Zadran,0,0,0,23,174,5,7,3,5,0,,,4,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
23,Asghar Stanikzai,Shakib Al Hasan,Najibullah Zadran,0,4,4,27,170,5,8,3,6,0,,,4,byes,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
24,Najibullah Zadran,Mustafizur Rahman,Asghar Stanikzai,0,0,0,27,170,0,1,3,1,0,,,5,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
25,Najibullah Zadran,Mustafizur Rahman,Asghar Stanikzai,1,0,1,28,169,1,2,3,2,0,,,5,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
26,Asghar Stanikzai,Mustafizur Rahman,Najibullah Zadran,0,0,0,28,169,5,9,3,3,0,,,5,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
27,Asghar Stanikzai,Mustafizur Rahman,Najibullah Zadran,0,0,0,28,169,5,10,3,4,0,,,5,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
28,Asghar Stanikzai,Mustafizur Rahman,Najibullah Zadran,4,0,4,32,165,9,11,3,5,0,,,5,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
29,Asghar Stanikzai,Mustafizur Rahman,Najibullah Zadran,0,2,2,34,163,9,12,3,6,0,,,5,wides,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
30,Najibullah Zadran,Mustafizur Rahman,Asghar Stanikzai,0,0,0,34,163,1,3,3,7,0,,,5,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
31,Asghar Stanikzai,Shakib Al Hasan,Najibullah Zadran,1,0,1,35,162,10,13,3,1,0,,,6,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
32,Najibullah Zadran,Shakib Al Hasan,Asghar Stanikzai,0,1,1,36,161,1,4,3,2,0,,,6,wides,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
33,Najibullah Zadran,Shakib Al Hasan,Asghar Stanikzai,0,0,0,36,161,1,5,3,3,0,,,6,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
34,Najibullah Zadran,Shakib Al Hasan,Asghar Stanikzai,4,0,4,40,157,5,6,3,4,0,,,6,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
35,Najibullah Zadran,Shakib Al Hasan,Asghar Stanikzai,0,0,0,40,157,5,7,3,5,0,,,6,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
36,Najibullah Zadran,Shakib Al Hasan,Asghar Stanikzai,0,0,0,40,157,5,8,4,6,caught,Najibullah Zadran,Soumya Sarkar,6,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
37,Mohammad Nabi,Shakib Al Hasan,Asghar Stanikzai,1,0,1,41,156,1,1,4,7,0,,,6,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
38,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,0,0,0,41,156,1,2,4,1,0,,,7,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
39,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,1,0,1,42,155,2,3,4,2,0,,,7,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
40,Asghar Stanikzai,Taijul Islam,Mohammad Nabi,0,0,0,42,155,10,14,4,3,0,,,7,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
41,Asghar Stanikzai,Taijul Islam,Mohammad Nabi,1,0,1,43,154,11,15,4,4,0,,,7,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
42,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,0,0,0,43,154,2,4,4,5,0,,,7,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
43,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,1,0,1,44,153,3,5,4,6,0,,,7,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
44,Mohammad Nabi,Mustafizur Rahman,Asghar Stanikzai,0,0,0,44,153,3,6,4,1,0,,,8,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
45,Mohammad Nabi,Mustafizur Rahman,Asghar Stanikzai,1,0,1,45,152,4,7,4,2,0,,,8,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
46,Asghar Stanikzai,Mustafizur Rahman,Mohammad Nabi,2,0,2,47,150,13,16,4,3,0,,,8,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
47,Asghar Stanikzai,Mustafizur Rahman,Mohammad Nabi,1,0,1,48,149,14,17,4,4,0,,,8,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
48,Mohammad Nabi,Mustafizur Rahman,Asghar Stanikzai,1,0,1,49,148,5,8,4,5,0,,,8,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
49,Asghar Stanikzai,Mustafizur Rahman,Mohammad Nabi,0,0,0,49,148,14,18,4,6,0,,,8,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
50,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,0,0,0,49,148,5,9,4,1,0,,,9,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
51,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,1,0,1,50,147,6,10,4,2,0,,,9,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
52,Asghar Stanikzai,Taijul Islam,Mohammad Nabi,0,0,0,50,147,14,19,4,3,0,,,9,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
53,Asghar Stanikzai,Taijul Islam,Mohammad Nabi,1,0,1,51,146,15,20,4,4,0,,,9,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
54,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,0,0,0,51,146,6,11,4,5,0,,,9,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
55,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,0,0,0,51,146,6,12,4,6,0,,,9,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
56,Asghar Stanikzai,Soumya Sarkar,Mohammad Nabi,0,0,0,51,146,15,21,4,1,0,,,10,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
57,Asghar Stanikzai,Soumya Sarkar,Mohammad Nabi,1,0,1,52,145,16,22,4,2,0,,,10,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
58,Mohammad Nabi,Soumya Sarkar,Asghar Stanikzai,4,0,4,56,141,10,13,4,3,0,,,10,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
59,Mohammad Nabi,Soumya Sarkar,Asghar Stanikzai,1,0,1,57,140,11,14,4,4,0,,,10,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
60,Asghar Stanikzai,Soumya Sarkar,Mohammad Nabi,0,2,2,59,138,16,23,4,5,0,,,10,wides,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
61,Mohammad Nabi,Soumya Sarkar,Asghar Stanikzai,0,0,0,59,138,11,15,4,6,0,,,10,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
62,Mohammad Nabi,Soumya Sarkar,Asghar Stanikzai,1,0,1,60,137,12,16,4,7,0,,,10,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
63,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,2,0,2,62,135,14,17,4,1,0,,,11,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
64,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,0,0,0,62,135,14,18,4,2,0,,,11,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
65,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,2,0,2,64,133,16,19,4,3,0,,,11,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
66,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,6,0,6,70,127,22,20,4,4,0,,,11,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
67,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,0,0,0,70,127,22,21,4,5,0,,,11,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
68,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,1,0,1,71,126,23,22,4,6,0,,,11,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
69,Mohammad Nabi,Mosaddek Hossain,Asghar Stanikzai,1,0,1,72,125,24,23,4,1,0,,,12,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
70,Asghar Stanikzai,Mosaddek Hossain,Mohammad Nabi,1,0,1,73,124,17,24,4,2,0,,,12,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
71,Mohammad Nabi,Mosaddek Hossain,Asghar Stanikzai,1,0,1,74,123,25,24,4,3,0,,,12,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
72,Asghar Stanikzai,Mosaddek Hossain,Mohammad Nabi,6,0,6,80,117,23,25,4,4,0,,,12,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
73,Asghar Stanikzai,Mosaddek Hossain,Mohammad Nabi,1,0,1,81,116,24,26,4,5,0,,,12,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
74,Mohammad Nabi,Mosaddek Hossain,Asghar Stanikzai,2,0,2,83,114,27,25,4,6,0,,,12,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
75,Asghar Stanikzai,Shakib Al Hasan,Mohammad Nabi,4,0,4,87,110,28,27,4,1,0,,,13,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
76,Asghar Stanikzai,Shakib Al Hasan,Mohammad Nabi,1,0,1,88,109,29,28,4,2,0,,,13,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
77,Mohammad Nabi,Shakib Al Hasan,Asghar Stanikzai,0,0,0,88,109,27,26,4,3,0,,,13,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
78,Mohammad Nabi,Shakib Al Hasan,Asghar Stanikzai,0,0,0,88,109,27,27,4,4,0,,,13,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
79,Mohammad Nabi,Shakib Al Hasan,Asghar Stanikzai,1,0,1,89,108,28,28,4,5,0,,,13,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
80,Asghar Stanikzai,Shakib Al Hasan,Mohammad Nabi,1,0,1,90,107,30,29,4,6,0,,,13,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
81,Asghar Stanikzai,Mahmudullah,Mohammad Nabi,0,0,0,90,107,30,30,4,1,0,,,14,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
82,Asghar Stanikzai,Mahmudullah,Mohammad Nabi,1,0,1,91,106,31,31,4,2,0,,,14,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
83,Mohammad Nabi,Mahmudullah,Asghar Stanikzai,1,0,1,92,105,29,29,4,3,0,,,14,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
84,Asghar Stanikzai,Mahmudullah,Mohammad Nabi,1,0,1,93,104,32,32,4,4,0,,,14,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
85,Mohammad Nabi,Mahmudullah,Asghar Stanikzai,0,0,0,93,104,29,30,4,5,0,,,14,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
86,Mohammad Nabi,Mahmudullah,Asghar Stanikzai,0,0,0,93,104,29,31,4,6,0,,,14,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
87,Asghar Stanikzai,Taijul Islam,Mohammad Nabi,0,1,1,94,103,32,33,4,1,0,,,15,noballs,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
88,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,1,0,1,95,102,30,32,4,2,0,,,15,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
89,Asghar Stanikzai,Taijul Islam,Mohammad Nabi,6,0,6,101,96,38,34,4,3,0,,,15,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
90,Asghar Stanikzai,Taijul Islam,Mohammad Nabi,1,0,1,102,95,39,35,4,4,0,,,15,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
91,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,0,0,0,102,95,30,33,4,5,0,,,15,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
92,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,6,0,6,108,89,36,34,4,6,0,,,15,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
93,Mohammad Nabi,Taijul Islam,Asghar Stanikzai,1,0,1,109,88,37,35,4,7,0,,,15,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
94,Mohammad Nabi,Mustafizur Rahman,Asghar Stanikzai,6,0,6,115,82,43,36,4,1,0,,,16,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
95,Mohammad Nabi,Mustafizur Rahman,Asghar Stanikzai,2,0,2,117,80,45,37,4,2,0,,,16,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
96,Mohammad Nabi,Mustafizur Rahman,Asghar Stanikzai,1,0,1,118,79,46,38,4,3,0,,,16,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
97,Asghar Stanikzai,Mustafizur Rahman,Mohammad Nabi,0,0,0,118,79,39,36,4,4,0,,,16,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
98,Asghar Stanikzai,Mustafizur Rahman,Mohammad Nabi,1,0,1,119,78,40,37,4,5,0,,,16,-,bat,Afghanistan,1,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Afghanistan,Bangladesh
