,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
10,WA Young,MW Short,FH Allen,0,0,0,19,99,14,8,1,5,-,2,caught,WA Young,A Zampa,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
11,TL Seifert,MW Short,FH Allen,1,0,1,20,98,1,1,1,6,-,2,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
12,FH Allen,MW Short,TL Seifert,6,0,6,26,92,9,4,1,7,-,2,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
13,TL Seifert,SH Johnson,FH Allen,0,0,0,26,92,1,2,1,1,-,3,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
14,TL Seifert,SH Johnson,FH Allen,1,0,1,27,91,2,3,1,2,-,3,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
15,FH Allen,SH Johnson,TL Seifert,1,0,1,28,90,10,5,1,3,-,3,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
16,TL Seifert,SH Johnson,FH Allen,0,0,0,28,90,2,4,1,4,-,3,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
17,TL Seifert,SH Johnson,FH Allen,0,1,1,29,89,2,5,1,5,wides,3,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
18,TL Seifert,SH Johnson,FH Allen,0,0,0,29,89,2,6,2,6,-,3,caught,TL Seifert,JP Inglis,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
19,GD Phillips,SH Johnson,FH Allen,0,4,4,33,85,0,1,2,7,byes,3,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
20,FH Allen,A Zampa,GD Phillips,1,0,1,34,84,11,6,2,1,-,4,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
21,GD Phillips,A Zampa,FH Allen,4,0,4,38,80,4,2,2,2,-,4,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
22,GD Phillips,A Zampa,FH Allen,1,0,1,39,79,5,3,2,3,-,4,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
23,FH Allen,A Zampa,GD Phillips,1,0,1,40,78,12,7,2,4,-,4,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
24,GD Phillips,A Zampa,FH Allen,6,0,6,46,72,11,4,2,5,-,4,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
25,GD Phillips,A Zampa,FH Allen,0,0,0,46,72,11,5,2,6,-,4,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
26,FH Allen,NT Ellis,GD Phillips,1,0,1,47,71,13,8,2,1,-,5,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
27,GD Phillips,NT Ellis,FH Allen,0,0,0,47,71,11,6,2,2,-,5,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
28,GD Phillips,NT Ellis,FH Allen,0,0,0,47,71,11,7,2,3,-,5,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
29,GD Phillips,NT Ellis,FH Allen,0,0,0,47,71,11,8,2,4,-,5,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
30,GD Phillips,NT Ellis,FH Allen,0,0,0,47,71,11,9,2,5,-,5,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
31,GD Phillips,NT Ellis,FH Allen,4,0,4,51,67,15,10,2,6,-,5,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
32,FH Allen,A Zampa,GD Phillips,0,0,0,51,67,13,9,3,1,-,6,caught,FH Allen,MA Starc,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
33,MS Chapman,A Zampa,GD Phillips,1,0,1,52,66,1,1,3,2,-,6,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
34,GD Phillips,A Zampa,MS Chapman,1,0,1,53,65,16,11,3,3,-,6,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
35,MS Chapman,A Zampa,GD Phillips,1,0,1,54,64,2,2,3,4,-,6,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
36,GD Phillips,A Zampa,MS Chapman,0,0,0,54,64,16,12,3,5,-,6,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
37,GD Phillips,A Zampa,MS Chapman,4,0,4,58,60,20,13,3,6,-,6,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
38,MS Chapman,SH Johnson,GD Phillips,0,1,1,59,59,2,3,3,1,legbyes,7,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
39,GD Phillips,SH Johnson,MS Chapman,1,0,1,60,58,21,14,3,2,-,7,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
40,MS Chapman,SH Johnson,GD Phillips,2,0,2,62,56,4,4,3,3,-,7,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
41,MS Chapman,SH Johnson,GD Phillips,0,1,1,63,55,4,5,3,4,wides,7,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
42,MS Chapman,SH Johnson,GD Phillips,1,0,1,64,54,5,6,3,5,-,7,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
43,GD Phillips,SH Johnson,MS Chapman,1,0,1,65,53,22,15,3,6,-,7,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
44,MS Chapman,SH Johnson,GD Phillips,1,0,1,66,52,6,7,3,7,-,7,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
45,MS Chapman,MA Starc,GD Phillips,4,0,4,70,48,10,8,3,1,-,8,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
46,MS Chapman,MA Starc,GD Phillips,0,0,0,70,48,10,9,3,2,-,8,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
47,MS Chapman,MA Starc,GD Phillips,0,1,1,71,47,10,10,3,3,legbyes,8,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
48,GD Phillips,MA Starc,MS Chapman,0,0,0,71,47,22,16,3,4,-,8,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
49,GD Phillips,MA Starc,MS Chapman,0,0,0,71,47,22,17,3,5,-,8,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
50,GD Phillips,MA Starc,MS Chapman,4,0,4,75,43,26,18,3,6,-,8,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
51,MS Chapman,NT Ellis,GD Phillips,0,0,0,75,43,10,11,3,1,-,9,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
52,MS Chapman,NT Ellis,GD Phillips,0,1,1,76,42,10,12,3,2,byes,9,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
53,GD Phillips,NT Ellis,MS Chapman,1,0,1,77,41,27,19,3,3,-,9,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
54,MS Chapman,NT Ellis,GD Phillips,0,1,1,78,40,10,13,3,4,byes,9,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
55,GD Phillips,NT Ellis,MS Chapman,4,0,4,82,36,31,20,3,5,-,9,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
56,GD Phillips,NT Ellis,MS Chapman,1,0,1,83,35,32,21,3,6,-,9,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
57,GD Phillips,MW Short,MS Chapman,6,0,6,89,29,38,22,3,1,-,10,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
58,GD Phillips,MW Short,MS Chapman,1,0,1,90,28,39,23,3,2,-,10,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
59,MS Chapman,MW Short,GD Phillips,1,0,1,91,27,11,14,3,3,-,10,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
60,GD Phillips,MW Short,MS Chapman,1,0,1,92,26,40,24,3,4,-,10,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
61,MS Chapman,MW Short,GD Phillips,2,0,2,94,24,13,15,3,5,-,10,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
62,MS Chapman,MW Short,GD Phillips,4,0,4,98,20,17,16,3,6,-,10,0,,,field,New Zealand,2,"Eden Park, Auckland",2024,02,Australia_New Zealand_2024-02-25,Australia,New Zealand,Australia
