,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
12,V Kohli,S Badree,RG Sharma,4,0,4,9,120,7,5,1,-,1.0,0,,,2,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
13,V Kohli,S Badree,RG Sharma,6,0,6,15,114,13,6,1,-,2.0,0,,,2,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
14,V Kohli,S Badree,RG Sharma,0,0,0,15,114,13,7,1,-,3.0,0,,,2,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
15,V Kohli,S Badree,RG Sharma,0,0,0,15,114,13,8,1,-,4.0,0,,,2,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
16,V Kohli,S Badree,RG Sharma,1,0,1,16,113,14,9,1,-,5.0,0,,,2,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
17,RG Sharma,S Badree,V Kohli,1,0,1,17,112,3,6,1,-,6.0,0,,,2,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
18,RG Sharma,K Santokie,V Kohli,0,0,0,17,112,3,7,1,-,1.0,0,,,3,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
19,RG Sharma,K Santokie,V Kohli,1,0,1,18,111,4,8,1,-,2.0,0,,,3,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
20,V Kohli,K Santokie,RG Sharma,2,0,2,20,109,16,10,1,-,3.0,0,,,3,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
21,V Kohli,K Santokie,RG Sharma,4,0,4,24,105,20,11,1,-,4.0,0,,,3,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
22,V Kohli,K Santokie,RG Sharma,4,0,4,28,101,24,12,1,-,5.0,0,,,3,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
23,V Kohli,K Santokie,RG Sharma,0,0,0,28,101,24,13,1,-,6.0,0,,,3,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
24,RG Sharma,S Badree,V Kohli,0,0,0,28,101,4,9,1,-,1.0,0,,,4,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
25,RG Sharma,S Badree,V Kohli,0,0,0,28,101,4,10,1,-,2.0,0,,,4,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
26,RG Sharma,S Badree,V Kohli,4,0,4,32,97,8,11,1,-,3.0,0,,,4,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
27,RG Sharma,S Badree,V Kohli,4,0,4,36,93,12,12,1,-,4.0,0,,,4,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
28,RG Sharma,S Badree,V Kohli,1,0,1,37,92,13,13,1,-,5.0,0,,,4,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
29,V Kohli,S Badree,RG Sharma,1,0,1,38,91,25,14,1,-,6.0,0,,,4,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
30,V Kohli,SP Narine,RG Sharma,1,1,2,40,89,26,15,1,noballs,0.0,0,,,5,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
31,RG Sharma,SP Narine,V Kohli,6,0,6,46,83,19,14,1,-,1.0,0,,,5,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
32,RG Sharma,SP Narine,V Kohli,1,0,1,47,82,20,15,1,-,2.0,0,,,5,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
33,V Kohli,SP Narine,RG Sharma,1,0,1,48,81,27,16,1,-,3.0,0,,,5,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
34,RG Sharma,SP Narine,V Kohli,0,0,0,48,81,20,16,1,-,4.0,0,,,5,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
35,RG Sharma,SP Narine,V Kohli,0,0,0,48,81,20,17,1,-,5.0,0,,,5,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
36,RG Sharma,SP Narine,V Kohli,0,0,0,48,81,20,18,1,-,6.0,0,,,5,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
37,V Kohli,DJ Bravo,RG Sharma,4,0,4,52,77,31,17,1,-,1.0,0,,,6,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
38,V Kohli,DJ Bravo,RG Sharma,1,0,1,53,76,32,18,1,-,2.0,0,,,6,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
39,RG Sharma,DJ Bravo,V Kohli,4,0,4,57,72,24,19,1,-,3.0,0,,,6,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
40,RG Sharma,DJ Bravo,V Kohli,1,0,1,58,71,25,20,1,-,4.0,0,,,6,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
41,V Kohli,DJ Bravo,RG Sharma,1,0,1,59,70,33,19,1,-,5.0,0,,,6,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
42,RG Sharma,DJ Bravo,V Kohli,1,0,1,60,69,26,21,1,-,6.0,0,,,6,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
43,RG Sharma,SP Narine,V Kohli,0,0,0,60,69,26,22,1,-,1.0,0,,,7,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
44,RG Sharma,SP Narine,V Kohli,0,0,0,60,69,26,23,1,-,2.0,0,,,7,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
45,RG Sharma,SP Narine,V Kohli,1,0,1,61,68,27,24,1,-,3.0,0,,,7,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
46,V Kohli,SP Narine,RG Sharma,1,0,1,62,67,34,20,1,-,4.0,0,,,7,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
47,RG Sharma,SP Narine,V Kohli,1,0,1,63,66,28,25,1,-,5.0,0,,,7,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
48,V Kohli,SP Narine,RG Sharma,1,0,1,64,65,35,21,1,-,6.0,0,,,7,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
49,V Kohli,DJG Sammy,RG Sharma,1,0,1,65,64,36,22,1,-,1.0,0,,,8,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
50,RG Sharma,DJG Sammy,V Kohli,1,0,1,66,63,29,26,1,-,2.0,0,,,8,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
51,V Kohli,DJG Sammy,RG Sharma,0,0,0,66,63,36,23,1,-,3.0,0,,,8,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
52,V Kohli,DJG Sammy,RG Sharma,1,0,1,67,62,37,24,1,-,4.0,0,,,8,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
53,RG Sharma,DJG Sammy,V Kohli,2,0,2,69,60,31,27,1,-,5.0,0,,,8,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
54,RG Sharma,DJG Sammy,V Kohli,4,0,4,73,56,35,28,1,-,6.0,0,,,8,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
55,V Kohli,MN Samuels,RG Sharma,2,0,2,75,54,39,25,1,-,1.0,0,,,9,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
56,V Kohli,MN Samuels,RG Sharma,1,0,1,76,53,40,26,1,-,2.0,0,,,9,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
57,RG Sharma,MN Samuels,V Kohli,0,0,0,76,53,35,29,1,-,3.0,0,,,9,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
58,RG Sharma,MN Samuels,V Kohli,0,0,0,76,53,35,30,1,-,4.0,0,,,9,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
59,RG Sharma,MN Samuels,V Kohli,0,0,0,76,53,35,31,1,-,5.0,0,,,9,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
60,RG Sharma,MN Samuels,V Kohli,0,0,0,76,53,35,32,1,-,6.0,0,,,9,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
61,V Kohli,S Badree,RG Sharma,1,0,1,77,52,41,27,1,-,1.0,0,,,10,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
62,RG Sharma,S Badree,V Kohli,1,0,1,78,51,36,33,1,-,2.0,0,,,10,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
63,V Kohli,S Badree,RG Sharma,0,0,0,78,51,41,28,1,-,3.0,0,,,10,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
64,V Kohli,S Badree,RG Sharma,1,0,1,79,50,42,29,1,-,4.0,0,,,10,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
65,RG Sharma,S Badree,V Kohli,0,0,0,79,50,36,34,1,-,5.0,0,,,10,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
66,RG Sharma,S Badree,V Kohli,1,0,1,80,49,37,35,1,-,6.0,0,,,10,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
67,RG Sharma,MN Samuels,V Kohli,3,0,3,83,46,40,36,1,-,1.0,0,,,11,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
68,V Kohli,MN Samuels,RG Sharma,1,0,1,84,45,43,30,1,-,2.0,0,,,11,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
69,RG Sharma,MN Samuels,V Kohli,1,0,1,85,44,41,37,1,-,3.0,0,,,11,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
70,V Kohli,MN Samuels,RG Sharma,1,0,1,86,43,44,31,1,-,4.0,0,,,11,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
71,RG Sharma,MN Samuels,V Kohli,0,0,0,86,43,41,38,1,-,5.0,0,,,11,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
72,RG Sharma,MN Samuels,V Kohli,6,0,6,92,37,47,39,1,-,6.0,0,,,11,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
73,V Kohli,K Santokie,RG Sharma,4,0,4,96,33,48,32,1,-,1.0,0,,,12,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
74,V Kohli,K Santokie,RG Sharma,1,0,1,97,32,49,33,1,-,2.0,0,,,12,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
75,RG Sharma,K Santokie,V Kohli,1,0,1,98,31,48,40,1,-,3.0,0,,,12,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
76,V Kohli,K Santokie,RG Sharma,1,0,1,99,30,50,34,1,-,4.0,0,,,12,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
77,RG Sharma,K Santokie,V Kohli,1,0,1,100,29,49,41,1,-,5.0,0,,,12,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
78,V Kohli,K Santokie,RG Sharma,1,0,1,101,28,51,35,1,-,6.0,0,,,12,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
79,V Kohli,SP Narine,RG Sharma,0,1,1,102,27,51,36,1,wides,0.0,0,,,13,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
80,V Kohli,SP Narine,RG Sharma,1,0,1,103,26,52,37,1,-,1.0,0,,,13,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
81,RG Sharma,SP Narine,V Kohli,0,0,0,103,26,49,42,1,-,2.0,0,,,13,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
82,RG Sharma,SP Narine,V Kohli,0,0,0,103,26,49,43,1,-,3.0,0,,,13,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
83,RG Sharma,SP Narine,V Kohli,1,0,1,104,25,50,44,1,-,4.0,0,,,13,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
84,V Kohli,SP Narine,RG Sharma,0,0,0,104,25,52,38,1,-,5.0,0,,,13,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
85,V Kohli,SP Narine,RG Sharma,1,0,1,105,24,53,39,1,-,6.0,0,,,13,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
86,V Kohli,AD Russell,RG Sharma,1,0,1,106,23,54,40,1,-,1.0,0,,,14,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
87,RG Sharma,AD Russell,V Kohli,1,0,1,107,22,51,45,1,-,2.0,0,,,14,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
88,V Kohli,AD Russell,RG Sharma,0,0,0,107,22,54,41,1,-,3.0,0,,,14,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
89,V Kohli,AD Russell,RG Sharma,0,0,0,107,22,54,42,2,-,4.0,bowled,V Kohli,,14,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
90,Yuvraj Singh,AD Russell,RG Sharma,0,0,0,107,22,0,1,2,-,5.0,0,,,14,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
91,Yuvraj Singh,AD Russell,RG Sharma,4,0,4,111,18,4,2,2,-,6.0,0,,,14,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
92,RG Sharma,SP Narine,Yuvraj Singh,1,0,1,112,17,52,46,2,-,1.0,0,,,15,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
93,Yuvraj Singh,SP Narine,RG Sharma,0,0,0,112,17,4,3,2,-,2.0,0,,,15,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
94,Yuvraj Singh,SP Narine,RG Sharma,0,0,0,112,17,4,4,2,-,3.0,0,,,15,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
95,Yuvraj Singh,SP Narine,RG Sharma,0,0,0,112,17,4,5,2,-,4.0,0,,,15,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
96,Yuvraj Singh,SP Narine,RG Sharma,0,0,0,112,17,4,6,2,-,5.0,0,,,15,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
97,Yuvraj Singh,SP Narine,RG Sharma,1,0,1,113,16,5,7,2,-,6.0,0,,,15,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
98,Yuvraj Singh,AD Russell,RG Sharma,0,0,0,113,16,5,8,2,-,1.0,0,,,16,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
99,Yuvraj Singh,AD Russell,RG Sharma,0,0,0,113,16,5,9,2,-,2.0,0,,,16,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
100,Yuvraj Singh,AD Russell,RG Sharma,0,0,0,113,16,5,10,2,-,3.0,0,,,16,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
101,Yuvraj Singh,AD Russell,RG Sharma,0,0,0,113,16,5,11,2,-,4.0,0,,,16,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
102,Yuvraj Singh,AD Russell,RG Sharma,1,0,1,114,15,6,12,2,-,5.0,0,,,16,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
103,RG Sharma,AD Russell,Yuvraj Singh,0,1,1,115,14,52,47,2,wides,5.0,0,,,16,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
104,RG Sharma,AD Russell,Yuvraj Singh,4,0,4,119,10,56,48,2,-,6.0,0,,,16,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
105,Yuvraj Singh,MN Samuels,RG Sharma,1,0,1,120,9,7,13,2,-,1.0,0,,,17,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
106,RG Sharma,MN Samuels,Yuvraj Singh,2,0,2,122,7,58,49,2,-,2.0,0,,,17,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
107,RG Sharma,MN Samuels,Yuvraj Singh,1,0,1,123,6,59,50,2,-,3.0,0,,,17,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
108,Yuvraj Singh,MN Samuels,RG Sharma,1,0,1,124,5,8,14,2,-,4.0,0,,,17,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
109,RG Sharma,MN Samuels,Yuvraj Singh,0,0,0,124,5,59,51,2,-,5.0,0,,,17,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
110,RG Sharma,MN Samuels,Yuvraj Singh,1,0,1,125,4,60,52,2,-,6.0,0,,,17,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
111,RG Sharma,K Santokie,Yuvraj Singh,0,0,0,125,4,60,53,2,-,1.0,0,,,18,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
112,RG Sharma,K Santokie,Yuvraj Singh,1,0,1,126,3,61,54,2,-,2.0,0,,,18,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
113,Yuvraj Singh,K Santokie,RG Sharma,1,0,1,127,2,9,15,2,-,3.0,0,,,18,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
114,RG Sharma,K Santokie,Yuvraj Singh,0,0,0,127,2,61,55,2,-,4.0,0,,,18,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
115,RG Sharma,K Santokie,Yuvraj Singh,1,0,1,128,1,62,56,2,-,5.0,0,,,18,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
116,Yuvraj Singh,K Santokie,RG Sharma,1,0,1,129,0,10,16,2,-,6.0,0,,,18,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
117,Yuvraj Singh,MN Samuels,RG Sharma,0,0,0,129,0,10,17,2,-,1.0,0,,,19,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
118,Yuvraj Singh,MN Samuels,RG Sharma,0,0,0,129,0,10,18,2,-,2.0,0,,,19,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
119,Yuvraj Singh,MN Samuels,RG Sharma,0,0,0,129,0,10,19,3,-,3.0,caught,Yuvraj Singh,CH Gayle,19,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
120,SK Raina,MN Samuels,RG Sharma,1,0,1,130,-1,1,1,3,-,4.0,0,,,19,field,India,2,Shere Bangla National Stadium,2014,03,India_West Indies_2014-03-23,India,India,West Indies,True,130
