,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
28,Liton Das,OF Smith,Shakib Al Hasan,0,0,0,46,,8,6,2,-,4.0,0,,,4,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
29,Liton Das,OF Smith,Shakib Al Hasan,0,0,0,46,,8,7,2,-,5.0,0,,,4,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
30,Liton Das,OF Smith,Shakib Al Hasan,0,0,0,46,,8,8,2,-,6.0,0,,,4,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
31,Shakib Al Hasan,HR Walsh,Liton Das,6,0,6,52,,25,10,2,-,1.0,0,,,5,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Right arm Legbreak
32,Shakib Al Hasan,HR Walsh,Liton Das,1,0,1,53,,26,11,2,-,2.0,0,,,5,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Right arm Legbreak
33,Liton Das,HR Walsh,Shakib Al Hasan,0,0,0,53,,8,9,2,-,3.0,0,,,5,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Legbreak
34,Liton Das,HR Walsh,Shakib Al Hasan,0,0,0,53,,8,10,2,-,4.0,0,,,5,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Legbreak
35,Liton Das,HR Walsh,Shakib Al Hasan,1,0,1,54,,9,11,2,-,5.0,0,,,5,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Legbreak
36,Shakib Al Hasan,HR Walsh,Liton Das,2,0,2,56,,28,12,2,-,6.0,0,,,5,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Right arm Legbreak
37,Liton Das,R Shepherd,Shakib Al Hasan,0,0,0,56,,9,12,2,-,1.0,0,,,6,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
38,Liton Das,R Shepherd,Shakib Al Hasan,0,0,0,56,,9,13,3,-,2.0,caught,Liton Das,N Pooran,6,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
39,Mahmudullah,R Shepherd,Shakib Al Hasan,0,0,0,56,,0,1,3,-,3.0,0,,,6,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
40,Mahmudullah,R Shepherd,Shakib Al Hasan,1,0,1,57,,1,2,3,-,4.0,0,,,6,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
41,Shakib Al Hasan,R Shepherd,Mahmudullah,1,0,1,58,,29,13,3,-,5.0,0,,,6,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Right arm Fast
42,Mahmudullah,R Shepherd,Shakib Al Hasan,1,0,1,59,,2,3,3,-,6.0,0,,,6,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
43,Mahmudullah,HR Walsh,Shakib Al Hasan,1,0,1,60,,3,4,3,-,1.0,0,,,7,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Legbreak
44,Shakib Al Hasan,HR Walsh,Mahmudullah,0,0,0,60,,29,14,3,-,2.0,0,,,7,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Right arm Legbreak
45,Shakib Al Hasan,HR Walsh,Mahmudullah,0,0,0,60,,29,15,4,-,3.0,caught,Shakib Al Hasan,DC Thomas,7,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Right arm Legbreak
46,Afif Hossain,HR Walsh,Mahmudullah,0,0,0,60,,0,1,4,-,4.0,0,,,7,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Right arm Legbreak
47,Afif Hossain,HR Walsh,Mahmudullah,0,0,0,60,,0,2,5,-,5.0,caught,Afif Hossain,BA King,7,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Right arm Legbreak
48,Mahmudullah,HR Walsh,Nurul Hasan,1,0,1,61,,4,5,5,-,6.0,0,,,7,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Legbreak
49,Mahmudullah,AJ Hosein,Nurul Hasan,0,0,0,61,,4,6,5,-,1.0,0,,,8,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Left arm Orthodox
50,Mahmudullah,AJ Hosein,Nurul Hasan,0,0,0,61,,4,7,5,-,2.0,0,,,8,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Left arm Orthodox
51,Mahmudullah,AJ Hosein,Nurul Hasan,0,0,0,61,,4,8,5,-,3.0,0,,,8,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Left arm Orthodox
52,Mahmudullah,AJ Hosein,Nurul Hasan,1,0,1,62,,5,9,5,-,4.0,0,,,8,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Left arm Orthodox
53,Nurul Hasan,AJ Hosein,Mahmudullah,0,0,0,62,,0,1,5,-,5.0,0,,,8,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Left arm Orthodox
54,Nurul Hasan,AJ Hosein,Mahmudullah,1,0,1,63,,1,2,5,-,6.0,0,,,8,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Left arm Orthodox
55,Nurul Hasan,HR Walsh,Mahmudullah,1,0,1,64,,2,3,5,-,1.0,0,,,9,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Legbreak
56,Mahmudullah,HR Walsh,Nurul Hasan,2,0,2,66,,7,10,5,-,2.0,0,,,9,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Legbreak
57,Mahmudullah,HR Walsh,Nurul Hasan,0,1,1,67,,7,10,5,wides,2.0,0,,,9,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Legbreak
58,Mahmudullah,HR Walsh,Nurul Hasan,0,0,0,67,,7,11,5,-,3.0,0,,,9,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Legbreak
59,Mahmudullah,HR Walsh,Nurul Hasan,1,0,1,68,,8,12,5,-,4.0,0,,,9,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Legbreak
60,Nurul Hasan,HR Walsh,Mahmudullah,0,5,5,73,,2,3,5,wides,4.0,0,,,9,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Legbreak
61,Nurul Hasan,HR Walsh,Mahmudullah,0,0,0,73,,2,4,5,-,5.0,0,,,9,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Legbreak
62,Nurul Hasan,HR Walsh,Mahmudullah,2,0,2,75,,4,5,5,-,6.0,0,,,9,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Legbreak
63,Mahmudullah,R Shepherd,Nurul Hasan,0,0,0,75,,8,13,6,-,1.0,caught,Mahmudullah,HR Walsh,10,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Fast
64,Mahedi Hasan,R Shepherd,Nurul Hasan,1,0,1,76,,1,1,6,-,2.0,0,,,10,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Fast
65,Nurul Hasan,R Shepherd,Mahedi Hasan,1,0,1,77,,5,6,6,-,3.0,0,,,10,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Fast
66,Mahedi Hasan,R Shepherd,Nurul Hasan,0,0,0,77,,1,2,6,-,4.0,0,,,10,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Fast
67,Mahedi Hasan,R Shepherd,Nurul Hasan,0,0,0,77,,1,3,7,-,5.0,caught,Mahedi Hasan,DC Thomas,10,"{'by': 'West Indies', 'umpire': 'GO Brathwaite', 'batter': 'Mahedi Hasan', 'decision': 'upheld'}",field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Right hand Bat,Right arm Fast
68,Nasum Ahmed,R Shepherd,Nurul Hasan,4,0,4,81,,4,1,7,-,6.0,0,,,10,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Right arm Fast
69,Nurul Hasan,OC McCoy,Nasum Ahmed,0,0,0,81,,5,7,7,-,1.0,0,,,11,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Left arm Fast
70,Nurul Hasan,OC McCoy,Nasum Ahmed,1,0,1,82,,6,8,7,-,2.0,0,,,11,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Left arm Fast
71,Nasum Ahmed,OC McCoy,Nurul Hasan,0,0,0,82,,4,2,7,-,3.0,0,,,11,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Left arm Fast
72,Nasum Ahmed,OC McCoy,Nurul Hasan,1,0,1,83,,5,3,7,-,4.0,0,,,11,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Right hand Bat,Left arm Fast
73,Nurul Hasan,OC McCoy,Nasum Ahmed,4,1,5,88,,10,8,7,noballs,4.0,0,,,11,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Left arm Fast
74,Nurul Hasan,OC McCoy,Nasum Ahmed,0,0,0,88,,10,9,7,-,5.0,0,,,11,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Left arm Fast
75,Nurul Hasan,OC McCoy,Nasum Ahmed,1,0,1,89,,11,10,7,-,6.0,0,,,11,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Left arm Fast
76,Nurul Hasan,OF Smith,Nasum Ahmed,0,0,0,89,,11,11,7,-,1.0,0,,,12,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
77,Nurul Hasan,OF Smith,Nasum Ahmed,6,0,6,95,,17,12,7,-,2.0,0,,,12,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
78,Nurul Hasan,OF Smith,Nasum Ahmed,2,0,2,97,,19,13,7,-,3.0,0,,,12,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
79,Nurul Hasan,OF Smith,Nasum Ahmed,6,0,6,103,,25,14,7,-,4.0,0,,,12,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
80,Nurul Hasan,OF Smith,Nasum Ahmed,0,0,0,103,,25,15,8,-,5.0,caught,Nurul Hasan,BA King,12,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Right hand Bat,Left hand Bat,Right arm Fast
81,Nasum Ahmed,OF Smith,Shoriful Islam,2,0,2,105,,7,4,8,-,6.0,0,,,12,,field,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,Bangladesh_West Indies_2022-07-02,no result,Bangladesh,West Indies,,105,Left hand Bat,Left hand Bat,Right arm Fast
