,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
10,Q de Kock,RJW Topley,RR Hendricks,2,0,2,10,224,5,7,0,5,2,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
11,Q de Kock,RJW Topley,RR Hendricks,0,1,1,11,223,5,8,0,6,2,wides,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
12,Q de Kock,RJW Topley,RR Hendricks,4,0,4,15,219,9,9,0,7,2,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
13,Q de Kock,RJW Topley,RR Hendricks,4,0,4,19,215,13,10,0,8,2,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
14,RR Hendricks,SM Curran,Q de Kock,6,0,6,25,209,10,5,0,1,3,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
15,RR Hendricks,SM Curran,Q de Kock,4,0,4,29,205,14,6,0,2,3,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
16,RR Hendricks,SM Curran,Q de Kock,1,0,1,30,204,15,7,0,3,3,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
17,Q de Kock,SM Curran,RR Hendricks,1,0,1,31,203,14,11,0,4,3,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
18,RR Hendricks,SM Curran,Q de Kock,0,0,0,31,203,15,8,0,5,3,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
19,RR Hendricks,SM Curran,Q de Kock,1,0,1,32,202,16,9,0,6,3,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
20,RR Hendricks,MM Ali,Q de Kock,4,0,4,36,198,20,10,0,1,4,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
21,RR Hendricks,MM Ali,Q de Kock,1,0,1,37,197,21,11,0,2,4,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
22,Q de Kock,MM Ali,RR Hendricks,1,0,1,38,196,15,12,0,3,4,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
23,RR Hendricks,MM Ali,Q de Kock,1,0,1,39,195,22,12,0,4,4,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
24,Q de Kock,MM Ali,RR Hendricks,0,0,0,39,195,15,13,1,5,4,-,caught,Q de Kock,JJ Roy,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
25,RR Rossouw,MM Ali,RR Hendricks,1,0,1,40,194,1,1,1,6,4,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
26,RR Rossouw,RJW Topley,RR Hendricks,4,0,4,44,190,5,2,1,1,5,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
27,RR Rossouw,RJW Topley,RR Hendricks,0,0,0,44,190,5,3,1,2,5,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
28,RR Rossouw,RJW Topley,RR Hendricks,0,0,0,44,190,5,4,1,3,5,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
29,RR Rossouw,RJW Topley,RR Hendricks,0,0,0,44,190,5,5,1,4,5,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
30,RR Rossouw,RJW Topley,RR Hendricks,0,0,0,44,190,5,6,1,5,5,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
31,RR Rossouw,RJW Topley,RR Hendricks,0,1,1,45,189,5,7,1,6,5,legbyes,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
32,RR Rossouw,RJ Gleeson,RR Hendricks,1,0,1,46,188,6,8,1,1,6,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
33,RR Hendricks,RJ Gleeson,RR Rossouw,1,0,1,47,187,23,13,1,2,6,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
34,RR Rossouw,RJ Gleeson,RR Hendricks,0,0,0,47,187,6,9,1,3,6,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
35,RR Rossouw,RJ Gleeson,RR Hendricks,0,0,0,47,187,6,10,1,4,6,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
36,RR Rossouw,RJ Gleeson,RR Hendricks,0,1,1,48,186,6,11,1,5,6,wides,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
37,RR Rossouw,RJ Gleeson,RR Hendricks,6,0,6,54,180,12,12,1,6,6,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
38,RR Rossouw,RJ Gleeson,RR Hendricks,4,0,4,58,176,16,13,1,7,6,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
39,RR Hendricks,AU Rashid,RR Rossouw,1,0,1,59,175,24,14,1,1,7,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
40,RR Rossouw,AU Rashid,RR Hendricks,0,0,0,59,175,16,14,1,2,7,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
41,RR Rossouw,AU Rashid,RR Hendricks,1,0,1,60,174,17,15,1,3,7,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
42,RR Hendricks,AU Rashid,RR Rossouw,1,0,1,61,173,25,15,1,4,7,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
43,RR Rossouw,AU Rashid,RR Hendricks,1,0,1,62,172,18,16,1,5,7,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
44,RR Hendricks,AU Rashid,RR Rossouw,3,0,3,65,169,28,16,1,6,7,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
45,RR Hendricks,MM Ali,RR Rossouw,1,0,1,66,168,29,17,1,1,8,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
46,RR Rossouw,MM Ali,RR Hendricks,0,0,0,66,168,18,17,1,2,8,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
47,RR Rossouw,MM Ali,RR Hendricks,1,0,1,67,167,19,18,1,3,8,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
48,RR Hendricks,MM Ali,RR Rossouw,6,0,6,73,161,35,18,1,4,8,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
49,RR Hendricks,MM Ali,RR Rossouw,0,0,0,73,161,35,19,1,5,8,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
50,RR Hendricks,MM Ali,RR Rossouw,1,0,1,74,160,36,20,1,6,8,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
51,RR Hendricks,AU Rashid,RR Rossouw,4,0,4,78,156,40,21,1,1,9,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
52,RR Hendricks,AU Rashid,RR Rossouw,1,0,1,79,155,41,22,1,2,9,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
53,RR Rossouw,AU Rashid,RR Hendricks,1,0,1,80,154,20,19,1,3,9,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
54,RR Hendricks,AU Rashid,RR Rossouw,1,0,1,81,153,42,23,1,4,9,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
55,RR Rossouw,AU Rashid,RR Hendricks,6,0,6,87,147,26,20,1,5,9,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
56,RR Rossouw,AU Rashid,RR Hendricks,0,0,0,87,147,26,21,1,6,9,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
57,RR Hendricks,CJ Jordan,RR Rossouw,1,0,1,88,146,43,24,1,1,10,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
58,RR Rossouw,CJ Jordan,RR Hendricks,1,0,1,89,145,27,22,1,2,10,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
59,RR Hendricks,CJ Jordan,RR Rossouw,1,0,1,90,144,44,25,1,3,10,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
60,RR Rossouw,CJ Jordan,RR Hendricks,4,0,4,94,140,31,23,1,4,10,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
61,RR Rossouw,CJ Jordan,RR Hendricks,6,0,6,100,134,37,24,1,5,10,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
62,RR Rossouw,CJ Jordan,RR Hendricks,0,0,0,100,134,37,25,1,6,10,-,0,,,"{'by': 'England', 'umpire': 'MJ Saggers', 'batter': 'RR Rossouw', 'decision': 'struck down'}",field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
63,RR Hendricks,SM Curran,RR Rossouw,2,0,2,102,132,46,26,1,1,11,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
64,RR Hendricks,SM Curran,RR Rossouw,2,0,2,104,130,48,27,1,2,11,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
65,RR Hendricks,SM Curran,RR Rossouw,1,0,1,105,129,49,28,1,3,11,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
66,RR Rossouw,SM Curran,RR Hendricks,1,0,1,106,128,38,26,1,4,11,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
67,RR Hendricks,SM Curran,RR Rossouw,2,0,2,108,126,51,29,1,5,11,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
68,RR Hendricks,SM Curran,RR Rossouw,1,0,1,109,125,52,30,1,6,11,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
69,RR Hendricks,RJ Gleeson,RR Rossouw,1,0,1,110,124,53,31,1,1,12,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
70,RR Rossouw,RJ Gleeson,RR Hendricks,0,1,1,111,123,38,27,1,2,12,wides,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
71,RR Rossouw,RJ Gleeson,RR Hendricks,1,0,1,112,122,39,28,1,3,12,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
72,RR Hendricks,RJ Gleeson,RR Rossouw,0,0,0,112,122,53,32,2,4,12,-,caught,RR Hendricks,JM Bairstow,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
73,RR Rossouw,RJ Gleeson,H Klaasen,1,0,1,113,121,40,29,2,5,12,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
74,H Klaasen,RJ Gleeson,RR Rossouw,0,1,1,114,120,0,1,2,6,12,wides,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
75,H Klaasen,RJ Gleeson,RR Rossouw,4,0,4,118,116,4,2,2,7,12,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
76,H Klaasen,RJ Gleeson,RR Rossouw,0,0,0,118,116,4,3,2,8,12,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
77,RR Rossouw,AU Rashid,H Klaasen,4,0,4,122,112,44,30,2,1,13,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
78,RR Rossouw,AU Rashid,H Klaasen,4,0,4,126,108,48,31,2,2,13,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
79,RR Rossouw,AU Rashid,H Klaasen,1,0,1,127,107,49,32,2,3,13,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
80,H Klaasen,AU Rashid,RR Rossouw,6,0,6,133,101,10,4,2,4,13,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
81,H Klaasen,AU Rashid,RR Rossouw,2,0,2,135,99,12,5,2,5,13,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
82,H Klaasen,AU Rashid,RR Rossouw,1,0,1,136,98,13,6,2,6,13,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
83,H Klaasen,RJW Topley,RR Rossouw,1,0,1,137,97,14,7,2,1,14,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
84,RR Rossouw,RJW Topley,H Klaasen,0,0,0,137,97,49,33,2,2,14,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
85,RR Rossouw,RJW Topley,H Klaasen,1,0,1,138,96,50,34,2,3,14,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
86,H Klaasen,RJW Topley,RR Rossouw,2,0,2,140,94,16,8,2,4,14,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
87,H Klaasen,RJW Topley,RR Rossouw,2,0,2,142,92,18,9,2,5,14,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
88,H Klaasen,RJW Topley,RR Rossouw,1,0,1,143,91,19,10,2,6,14,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
89,H Klaasen,CJ Jordan,RR Rossouw,0,0,0,143,91,19,11,3,1,15,-,caught,H Klaasen,DJ Malan,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
90,RR Rossouw,CJ Jordan,T Stubbs,2,0,2,145,89,52,35,3,2,15,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
91,RR Rossouw,CJ Jordan,T Stubbs,4,0,4,149,85,56,36,3,3,15,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
92,RR Rossouw,CJ Jordan,T Stubbs,4,0,4,153,81,60,37,3,4,15,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
93,RR Rossouw,CJ Jordan,T Stubbs,0,0,0,153,81,60,38,3,5,15,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
94,RR Rossouw,CJ Jordan,T Stubbs,1,0,1,154,80,61,39,3,6,15,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
95,RR Rossouw,RJ Gleeson,T Stubbs,1,0,1,155,79,62,40,3,1,16,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
96,T Stubbs,RJ Gleeson,RR Rossouw,1,0,1,156,78,1,1,3,2,16,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
97,RR Rossouw,RJ Gleeson,T Stubbs,6,0,6,162,72,68,41,3,3,16,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
98,RR Rossouw,RJ Gleeson,T Stubbs,4,0,4,166,68,72,42,3,4,16,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
99,RR Rossouw,RJ Gleeson,T Stubbs,0,0,0,166,68,72,43,3,5,16,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
100,RR Rossouw,RJ Gleeson,T Stubbs,4,0,4,170,64,76,44,3,6,16,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
101,T Stubbs,RJW Topley,RR Rossouw,1,0,1,171,63,2,2,3,1,17,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
102,RR Rossouw,RJW Topley,T Stubbs,0,1,1,172,62,76,45,3,2,17,legbyes,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
103,T Stubbs,RJW Topley,RR Rossouw,0,0,0,172,62,2,3,3,3,17,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
104,T Stubbs,RJW Topley,RR Rossouw,2,0,2,174,60,4,4,3,4,17,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
105,T Stubbs,RJW Topley,RR Rossouw,1,0,1,175,59,5,5,3,5,17,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
106,RR Rossouw,RJW Topley,T Stubbs,1,0,1,176,58,77,46,3,6,17,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
107,RR Rossouw,CJ Jordan,T Stubbs,2,0,2,178,56,79,47,3,1,18,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
108,RR Rossouw,CJ Jordan,T Stubbs,6,0,6,184,50,85,48,3,2,18,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
109,RR Rossouw,CJ Jordan,T Stubbs,4,0,4,188,46,89,49,3,3,18,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
110,RR Rossouw,CJ Jordan,T Stubbs,0,0,0,188,46,89,50,3,4,18,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
111,RR Rossouw,CJ Jordan,T Stubbs,1,0,1,189,45,90,51,3,5,18,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
112,T Stubbs,CJ Jordan,RR Rossouw,2,0,2,191,43,7,6,3,6,18,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
113,RR Rossouw,SM Curran,T Stubbs,1,0,1,192,42,91,52,3,1,19,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
114,T Stubbs,SM Curran,RR Rossouw,6,0,6,198,36,13,7,3,2,19,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
115,T Stubbs,SM Curran,RR Rossouw,1,0,1,199,35,14,8,3,3,19,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
116,RR Rossouw,SM Curran,T Stubbs,1,0,1,200,34,92,53,3,4,19,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
117,T Stubbs,SM Curran,RR Rossouw,0,1,1,201,33,14,9,3,5,19,legbyes,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
118,RR Rossouw,SM Curran,T Stubbs,0,1,1,202,32,92,54,3,6,19,wides,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
119,RR Rossouw,SM Curran,T Stubbs,1,0,1,203,31,93,55,3,7,19,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
120,RR Rossouw,CJ Jordan,T Stubbs,1,0,1,204,30,94,56,3,1,20,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
121,T Stubbs,CJ Jordan,RR Rossouw,0,0,0,204,30,14,10,3,2,20,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
122,T Stubbs,CJ Jordan,RR Rossouw,0,0,0,204,30,14,11,3,3,20,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
123,T Stubbs,CJ Jordan,RR Rossouw,1,0,1,205,29,15,12,3,4,20,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
124,RR Rossouw,CJ Jordan,T Stubbs,2,0,2,207,27,96,57,3,5,20,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
125,RR Rossouw,CJ Jordan,T Stubbs,0,0,0,207,27,96,58,3,6,20,-,0,,,,field,England,1,"Sophia Gardens, Cardiff",2022,07,South Africa_England_2022-07-28,South Africa,South Africa,England,207
