,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
10,J Charles,CR Woakes,BA King,1,0,1,19,113,13,8,0,5,-,2,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
11,BA King,CR Woakes,J Charles,1,0,1,20,112,3,4,0,6,-,2,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
12,BA King,RJW Topley,J Charles,0,0,0,20,112,3,5,1,1,-,3,caught,BA King,JC Buttler,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
13,N Pooran,RJW Topley,J Charles,1,0,1,21,111,1,1,1,2,-,3,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
14,J Charles,RJW Topley,N Pooran,0,1,1,22,110,13,9,1,3,legbyes,3,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
15,N Pooran,RJW Topley,J Charles,6,0,6,28,104,7,2,1,4,-,3,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
16,N Pooran,RJW Topley,J Charles,0,0,0,28,104,7,3,1,5,-,3,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
17,N Pooran,RJW Topley,J Charles,2,0,2,30,102,9,4,1,6,-,3,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
18,J Charles,CR Woakes,N Pooran,1,0,1,31,101,14,10,1,1,-,4,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
19,N Pooran,CR Woakes,J Charles,1,0,1,32,100,10,5,1,2,-,4,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
20,J Charles,CR Woakes,N Pooran,1,0,1,33,99,15,11,1,3,-,4,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
21,N Pooran,CR Woakes,J Charles,0,0,0,33,99,10,6,2,4,-,4,bowled,N Pooran,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
22,SD Hope,CR Woakes,J Charles,0,0,0,33,99,0,1,2,5,-,4,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
23,SD Hope,CR Woakes,J Charles,1,0,1,34,98,1,2,2,6,-,4,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
24,SD Hope,RJW Topley,J Charles,0,0,0,34,98,1,3,2,1,-,5,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
25,SD Hope,RJW Topley,J Charles,0,0,0,34,98,1,4,2,2,-,5,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
26,SD Hope,RJW Topley,J Charles,0,0,0,34,98,1,5,2,3,-,5,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
27,SD Hope,RJW Topley,J Charles,2,0,2,36,96,3,6,2,4,-,5,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
28,SD Hope,RJW Topley,J Charles,0,0,0,36,96,3,7,2,5,-,5,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
29,SD Hope,RJW Topley,J Charles,1,0,1,37,95,4,8,2,6,-,5,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
30,SD Hope,CR Woakes,J Charles,1,0,1,38,94,5,9,2,1,-,6,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
31,J Charles,CR Woakes,SD Hope,0,0,0,38,94,15,12,2,2,-,6,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
32,J Charles,CR Woakes,SD Hope,0,0,0,38,94,15,13,2,3,-,6,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
33,J Charles,CR Woakes,SD Hope,0,0,0,38,94,15,14,2,4,-,6,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
34,J Charles,CR Woakes,SD Hope,1,0,1,39,93,16,15,2,5,-,6,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
35,SD Hope,CR Woakes,J Charles,0,0,0,39,93,5,10,2,6,-,6,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
36,J Charles,Rehan Ahmed,SD Hope,1,0,1,40,92,17,16,2,1,-,7,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
37,SD Hope,Rehan Ahmed,J Charles,1,0,1,41,91,6,11,2,2,-,7,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
38,J Charles,Rehan Ahmed,SD Hope,1,0,1,42,90,18,17,2,3,-,7,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
39,SD Hope,Rehan Ahmed,J Charles,1,0,1,43,89,7,12,2,4,-,7,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
40,J Charles,Rehan Ahmed,SD Hope,2,0,2,45,87,20,18,2,5,-,7,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
41,J Charles,Rehan Ahmed,SD Hope,6,0,6,51,81,26,19,2,6,-,7,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
42,SD Hope,AU Rashid,J Charles,1,0,1,52,80,8,13,2,1,-,8,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
43,J Charles,AU Rashid,SD Hope,1,0,1,53,79,27,20,2,2,-,8,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
44,SD Hope,AU Rashid,J Charles,0,0,0,53,79,8,14,2,3,-,8,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
45,SD Hope,AU Rashid,J Charles,1,0,1,54,78,9,15,2,4,-,8,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
46,J Charles,AU Rashid,SD Hope,0,0,0,54,78,27,21,2,5,-,8,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
47,J Charles,AU Rashid,SD Hope,0,0,0,54,78,27,22,3,6,-,8,caught,J Charles,JC Buttler,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
48,SD Hope,MM Ali,SE Rutherford,1,0,1,55,77,10,16,3,1,-,9,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
49,SE Rutherford,MM Ali,SD Hope,0,0,0,55,77,0,1,3,2,-,9,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
50,SE Rutherford,MM Ali,SD Hope,0,0,0,55,77,0,2,3,3,-,9,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
51,SE Rutherford,MM Ali,SD Hope,1,0,1,56,76,1,3,3,4,-,9,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
52,SD Hope,MM Ali,SE Rutherford,1,0,1,57,75,11,17,3,5,-,9,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
53,SE Rutherford,MM Ali,SD Hope,1,0,1,58,74,2,4,3,6,-,9,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
54,SE Rutherford,AU Rashid,SD Hope,0,0,0,58,74,2,5,3,1,-,10,0,,,"{'by': 'England', 'umpire': 'LS Reifer', 'batter': 'SE Rutherford', 'decision': 'struck down', 'type': 'wicket'}",field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
55,SE Rutherford,AU Rashid,SD Hope,2,0,2,60,72,4,6,3,2,-,10,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
56,SE Rutherford,AU Rashid,SD Hope,1,0,1,61,71,5,7,3,3,-,10,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
57,SD Hope,AU Rashid,SE Rutherford,1,0,1,62,70,12,18,3,4,-,10,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
58,SE Rutherford,AU Rashid,SD Hope,0,0,0,62,70,5,8,3,5,-,10,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
59,SE Rutherford,AU Rashid,SD Hope,0,0,0,62,70,5,9,3,6,-,10,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
60,SD Hope,MM Ali,SE Rutherford,1,0,1,63,69,13,19,3,1,-,11,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
61,SE Rutherford,MM Ali,SD Hope,0,0,0,63,69,5,10,3,2,-,11,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
62,SE Rutherford,MM Ali,SD Hope,1,0,1,64,68,6,11,3,3,-,11,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
63,SD Hope,MM Ali,SE Rutherford,1,0,1,65,67,14,20,3,4,-,11,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
64,SE Rutherford,MM Ali,SD Hope,2,0,2,67,65,8,12,3,5,-,11,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
65,SE Rutherford,MM Ali,SD Hope,4,0,4,71,61,12,13,3,6,-,11,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
66,SD Hope,AU Rashid,SE Rutherford,1,0,1,72,60,15,21,3,1,-,12,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
67,SE Rutherford,AU Rashid,SD Hope,0,0,0,72,60,12,14,3,2,-,12,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
68,SE Rutherford,AU Rashid,SD Hope,2,0,2,74,58,14,15,3,3,-,12,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
69,SE Rutherford,AU Rashid,SD Hope,6,0,6,80,52,20,16,3,4,-,12,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
70,SE Rutherford,AU Rashid,SD Hope,0,0,0,80,52,20,17,3,5,-,12,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
71,SE Rutherford,AU Rashid,SD Hope,0,0,0,80,52,20,18,3,6,-,12,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
72,SD Hope,Rehan Ahmed,SE Rutherford,1,0,1,81,51,16,22,3,1,-,13,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
73,SE Rutherford,Rehan Ahmed,SD Hope,1,0,1,82,50,21,19,3,2,-,13,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
74,SD Hope,Rehan Ahmed,SE Rutherford,0,0,0,82,50,16,23,3,3,-,13,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
75,SD Hope,Rehan Ahmed,SE Rutherford,0,0,0,82,50,16,24,3,4,-,13,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
76,SD Hope,Rehan Ahmed,SE Rutherford,0,0,0,82,50,16,25,3,5,-,13,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
77,SD Hope,Rehan Ahmed,SE Rutherford,1,0,1,83,49,17,26,3,6,-,13,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
78,SD Hope,SM Curran,SE Rutherford,1,0,1,84,48,18,27,3,1,-,14,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
79,SE Rutherford,SM Curran,SD Hope,2,0,2,86,46,23,20,3,2,-,14,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
80,SE Rutherford,SM Curran,SD Hope,6,0,6,92,40,29,21,3,3,-,14,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
81,SE Rutherford,SM Curran,SD Hope,0,0,0,92,40,29,22,3,4,-,14,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
82,SE Rutherford,SM Curran,SD Hope,1,0,1,93,39,30,23,3,5,-,14,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
83,SD Hope,SM Curran,SE Rutherford,1,0,1,94,38,19,28,3,6,-,14,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
84,SD Hope,AU Rashid,SE Rutherford,1,0,1,95,37,20,29,3,1,-,15,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
85,SE Rutherford,AU Rashid,SD Hope,0,0,0,95,37,30,24,4,2,-,15,caught,SE Rutherford,SM Curran,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
86,R Powell,AU Rashid,SD Hope,0,0,0,95,37,0,1,4,3,-,15,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
87,R Powell,AU Rashid,SD Hope,1,0,1,96,36,1,2,4,4,-,15,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
88,SD Hope,AU Rashid,R Powell,2,0,2,98,34,22,30,4,5,-,15,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
89,SD Hope,AU Rashid,R Powell,1,0,1,99,33,23,31,4,6,-,15,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
90,SD Hope,Rehan Ahmed,R Powell,4,0,4,103,29,27,32,4,1,-,16,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
91,SD Hope,Rehan Ahmed,R Powell,1,0,1,104,28,28,33,4,2,-,16,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
92,R Powell,Rehan Ahmed,SD Hope,6,0,6,110,22,7,3,4,3,-,16,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
93,R Powell,Rehan Ahmed,SD Hope,1,0,1,111,21,8,4,4,4,-,16,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
94,SD Hope,Rehan Ahmed,R Powell,1,0,1,112,20,29,34,4,5,-,16,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
95,R Powell,Rehan Ahmed,SD Hope,0,0,0,112,20,8,5,4,6,-,16,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
96,SD Hope,RJW Topley,R Powell,0,0,0,112,20,29,35,4,1,-,17,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
97,SD Hope,RJW Topley,R Powell,1,0,1,113,19,30,36,4,2,-,17,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
98,R Powell,RJW Topley,SD Hope,0,0,0,113,19,8,6,5,3,-,17,caught,R Powell,AU Rashid,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
99,AD Russell,RJW Topley,SD Hope,0,0,0,113,19,0,1,5,4,-,17,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
100,AD Russell,RJW Topley,SD Hope,1,0,1,114,18,1,2,5,5,-,17,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
101,SD Hope,RJW Topley,AD Russell,0,0,0,114,18,30,37,5,6,-,17,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
102,AD Russell,Rehan Ahmed,SD Hope,0,0,0,114,18,1,3,5,1,-,18,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
103,AD Russell,Rehan Ahmed,SD Hope,1,0,1,115,17,2,4,5,2,-,18,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
104,SD Hope,Rehan Ahmed,AD Russell,1,0,1,116,16,31,38,5,3,-,18,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
105,AD Russell,Rehan Ahmed,SD Hope,1,0,1,117,15,3,5,5,4,-,18,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
106,SD Hope,Rehan Ahmed,AD Russell,4,0,4,121,11,35,39,5,5,-,18,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
107,SD Hope,Rehan Ahmed,AD Russell,1,0,1,122,10,36,40,5,6,-,18,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
108,SD Hope,SM Curran,AD Russell,0,0,0,122,10,36,41,5,1,-,19,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
109,SD Hope,SM Curran,AD Russell,1,0,1,123,9,37,42,5,2,-,19,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
110,AD Russell,SM Curran,SD Hope,0,0,0,123,9,3,6,5,3,-,19,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
111,AD Russell,SM Curran,SD Hope,0,0,0,123,9,3,7,5,4,-,19,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
112,AD Russell,SM Curran,SD Hope,0,0,0,123,9,3,8,6,5,-,19,caught,AD Russell,LS Livingstone,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
113,JO Holder,SM Curran,SD Hope,1,0,1,124,8,1,1,6,6,-,19,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
114,JO Holder,CR Woakes,SD Hope,3,0,3,127,5,4,2,6,1,-,20,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
115,SD Hope,CR Woakes,JO Holder,6,0,6,133,-1,43,43,6,2,-,20,0,,,,field,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,West Indies,England
