,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
17,Tamim Iqbal,DW Steyn,Junaid Siddique,0,0,0,19,99,12,17,0,3,-,3,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
18,Tamim Iqbal,DW Steyn,Junaid Siddique,2,0,2,21,97,14,18,0,4,-,3,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
19,Tamim Iqbal,DW Steyn,Junaid Siddique,4,0,4,25,93,18,19,0,5,-,3,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
20,Tamim Iqbal,DW Steyn,Junaid Siddique,0,0,0,25,93,18,20,0,6,-,3,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
21,Junaid Siddique,RK Kleinveldt,Tamim Iqbal,0,0,0,25,93,4,2,1,1,-,4,caught,Junaid Siddique,AB de Villiers,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
22,Mohammad Ashraful,RK Kleinveldt,Tamim Iqbal,0,1,1,26,92,0,1,1,2,wides,4,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
23,Mohammad Ashraful,RK Kleinveldt,Tamim Iqbal,4,0,4,30,88,4,2,1,3,-,4,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
24,Mohammad Ashraful,RK Kleinveldt,Tamim Iqbal,1,0,1,31,87,5,3,1,4,-,4,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
25,Tamim Iqbal,RK Kleinveldt,Mohammad Ashraful,0,5,5,36,82,18,21,1,5,wides,4,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
26,Tamim Iqbal,RK Kleinveldt,Mohammad Ashraful,1,0,1,37,81,19,22,1,6,-,4,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
27,Mohammad Ashraful,RK Kleinveldt,Tamim Iqbal,4,0,4,41,77,9,4,1,7,-,4,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
28,Mohammad Ashraful,RK Kleinveldt,Tamim Iqbal,4,0,4,45,73,13,5,1,8,-,4,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
29,Tamim Iqbal,M Morkel,Mohammad Ashraful,1,0,1,46,72,20,23,1,1,-,5,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
30,Mohammad Ashraful,M Morkel,Tamim Iqbal,4,0,4,50,68,17,6,1,2,-,5,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
31,Mohammad Ashraful,M Morkel,Tamim Iqbal,0,0,0,50,68,17,7,1,3,-,5,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
32,Mohammad Ashraful,M Morkel,Tamim Iqbal,4,0,4,54,64,21,8,1,4,-,5,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
33,Mohammad Ashraful,M Morkel,Tamim Iqbal,0,0,0,54,64,21,9,1,5,-,5,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
34,Mohammad Ashraful,M Morkel,Tamim Iqbal,0,1,1,55,63,21,10,1,6,wides,5,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
35,Mohammad Ashraful,M Morkel,Tamim Iqbal,0,1,1,56,62,21,11,1,7,legbyes,5,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
36,Mohammad Ashraful,J Botha,Tamim Iqbal,0,0,0,56,62,21,12,2,1,-,6,bowled,Mohammad Ashraful,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
37,Raqibul Hasan,J Botha,Tamim Iqbal,0,0,0,56,62,0,1,2,2,-,6,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
38,Raqibul Hasan,J Botha,Tamim Iqbal,1,0,1,57,61,1,2,2,3,-,6,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
39,Tamim Iqbal,J Botha,Raqibul Hasan,1,0,1,58,60,21,24,2,4,-,6,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
40,Raqibul Hasan,J Botha,Tamim Iqbal,1,0,1,59,59,2,3,2,5,-,6,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
41,Tamim Iqbal,J Botha,Raqibul Hasan,4,0,4,63,55,25,25,2,6,-,6,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
42,Raqibul Hasan,M Morkel,Tamim Iqbal,1,0,1,64,54,3,4,2,1,-,7,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
43,Tamim Iqbal,M Morkel,Raqibul Hasan,0,0,0,64,54,25,26,2,2,-,7,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
44,Tamim Iqbal,M Morkel,Raqibul Hasan,0,1,1,65,53,25,27,2,3,legbyes,7,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
45,Raqibul Hasan,M Morkel,Tamim Iqbal,0,0,0,65,53,3,5,3,4,-,7,caught,Raqibul Hasan,AB de Villiers,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
46,Shakib Al Hasan,M Morkel,Tamim Iqbal,0,0,0,65,53,0,1,3,5,-,7,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
47,Shakib Al Hasan,M Morkel,Tamim Iqbal,4,0,4,69,49,4,2,3,6,-,7,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
48,Tamim Iqbal,J Botha,Shakib Al Hasan,0,0,0,69,49,25,28,4,1,-,8,stumped,Tamim Iqbal,AB de Villiers,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
49,Naeem Islam,J Botha,Shakib Al Hasan,1,0,1,70,48,1,1,4,2,-,8,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
50,Shakib Al Hasan,J Botha,Naeem Islam,0,0,0,70,48,4,3,5,3,-,8,run out,Shakib Al Hasan,LE Bosman;J Botha,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
51,Naeem Islam,J Botha,Mushfiqur Rahim,1,0,1,71,47,2,2,5,4,-,8,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
52,Mushfiqur Rahim,J Botha,Naeem Islam,1,0,1,72,46,1,1,5,5,-,8,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
53,Naeem Islam,J Botha,Mushfiqur Rahim,2,0,2,74,44,4,3,5,6,-,8,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
54,Mushfiqur Rahim,JA Morkel,Naeem Islam,4,0,4,78,40,5,2,5,1,-,9,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
55,Mushfiqur Rahim,JA Morkel,Naeem Islam,0,1,1,79,39,5,3,5,2,legbyes,9,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
56,Naeem Islam,JA Morkel,Mushfiqur Rahim,4,0,4,83,35,8,4,5,3,-,9,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
57,Naeem Islam,JA Morkel,Mushfiqur Rahim,0,0,0,83,35,8,5,5,4,-,9,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
58,Naeem Islam,JA Morkel,Mushfiqur Rahim,0,0,0,83,35,8,6,5,5,-,9,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
59,Naeem Islam,JA Morkel,Mushfiqur Rahim,2,0,2,85,33,10,7,5,6,-,9,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
60,Mushfiqur Rahim,J Botha,Naeem Islam,0,0,0,85,33,5,4,5,1,-,10,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
61,Mushfiqur Rahim,J Botha,Naeem Islam,1,0,1,86,32,6,5,5,2,-,10,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
62,Naeem Islam,J Botha,Mushfiqur Rahim,1,0,1,87,31,11,8,5,3,-,10,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
63,Mushfiqur Rahim,J Botha,Naeem Islam,1,0,1,88,30,7,6,5,4,-,10,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
64,Naeem Islam,J Botha,Mushfiqur Rahim,0,0,0,88,30,11,9,5,5,-,10,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
65,Naeem Islam,J Botha,Mushfiqur Rahim,0,0,0,88,30,11,10,5,6,-,10,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
66,Mushfiqur Rahim,JA Morkel,Naeem Islam,4,0,4,92,26,11,7,5,1,-,11,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
67,Mushfiqur Rahim,JA Morkel,Naeem Islam,0,0,0,92,26,11,8,5,2,-,11,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
68,Mushfiqur Rahim,JA Morkel,Naeem Islam,1,0,1,93,25,12,9,5,3,-,11,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
69,Naeem Islam,JA Morkel,Mushfiqur Rahim,1,0,1,94,24,12,11,6,4,-,11,run out,Mushfiqur Rahim,J Botha;AB de Villiers,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
70,Mehrab Hossain jnr,JA Morkel,Naeem Islam,0,1,1,95,23,0,1,6,5,legbyes,11,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
71,Naeem Islam,JA Morkel,Mehrab Hossain jnr,2,0,2,97,21,14,12,6,6,-,11,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
72,Mehrab Hossain jnr,J Louw,Naeem Islam,1,0,1,98,20,1,2,6,1,-,12,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
73,Naeem Islam,J Louw,Mehrab Hossain jnr,0,0,0,98,20,14,13,6,2,-,12,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
74,Naeem Islam,J Louw,Mehrab Hossain jnr,1,0,1,99,19,15,14,6,3,-,12,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
75,Mehrab Hossain jnr,J Louw,Naeem Islam,1,0,1,100,18,2,3,6,4,-,12,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
76,Naeem Islam,J Louw,Mehrab Hossain jnr,0,0,0,100,18,15,15,6,5,-,12,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
77,Naeem Islam,J Louw,Mehrab Hossain jnr,0,0,0,100,18,15,16,6,6,-,12,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
78,Mehrab Hossain jnr,DW Steyn,Naeem Islam,1,0,1,101,17,3,4,6,1,-,13,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
79,Naeem Islam,DW Steyn,Mehrab Hossain jnr,0,0,0,101,17,15,17,7,2,-,13,bowled,Naeem Islam,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
80,Abdur Razzak,DW Steyn,Mehrab Hossain jnr,0,1,1,102,16,0,1,7,3,legbyes,13,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
81,Mehrab Hossain jnr,DW Steyn,Abdur Razzak,1,0,1,103,15,4,5,7,4,-,13,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
82,Abdur Razzak,DW Steyn,Mehrab Hossain jnr,0,0,0,103,15,0,2,8,5,-,13,bowled,Abdur Razzak,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
83,Shahadat Hossain,DW Steyn,Mehrab Hossain jnr,0,0,0,103,15,0,1,8,6,-,13,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
84,Mehrab Hossain jnr,J Louw,Shahadat Hossain,1,0,1,104,14,5,6,8,1,-,14,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
85,Shahadat Hossain,J Louw,Mehrab Hossain jnr,2,0,2,106,12,2,2,8,2,-,14,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
86,Shahadat Hossain,J Louw,Mehrab Hossain jnr,1,0,1,107,11,3,3,8,3,-,14,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
87,Mehrab Hossain jnr,J Louw,Shahadat Hossain,0,0,0,107,11,5,7,8,4,-,14,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
88,Mehrab Hossain jnr,J Louw,Shahadat Hossain,1,0,1,108,10,6,8,8,5,-,14,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
89,Shahadat Hossain,J Louw,Mehrab Hossain jnr,1,0,1,109,9,4,4,8,6,-,14,0,,,field,Bangladesh,2,New Wanderers Stadium,2008,11,South Africa_Bangladesh_2008-11-05,South Africa,Bangladesh,South Africa
