,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
26,Nazmul Hossain Shanto,JC Archer,Liton Das,2,0,2,40,116,6,4,1,2,5,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
27,Nazmul Hossain Shanto,JC Archer,Liton Das,3,0,3,43,113,9,5,1,3,5,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
28,Liton Das,JC Archer,Nazmul Hossain Shanto,0,0,0,43,113,12,10,1,4,5,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
29,Liton Das,JC Archer,Nazmul Hossain Shanto,0,0,0,43,113,12,11,2,5,5,-,,caught,Liton Das,CR Woakes,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
30,Towhid Hridoy,JC Archer,Nazmul Hossain Shanto,1,0,1,44,112,1,1,2,6,5,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
31,Towhid Hridoy,CR Woakes,Nazmul Hossain Shanto,1,0,1,45,111,2,2,2,1,6,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
32,Nazmul Hossain Shanto,CR Woakes,Towhid Hridoy,1,0,1,46,110,10,6,2,2,6,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
33,Towhid Hridoy,CR Woakes,Nazmul Hossain Shanto,0,0,0,46,110,2,3,2,3,6,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
34,Towhid Hridoy,CR Woakes,Nazmul Hossain Shanto,0,0,0,46,110,2,4,2,4,6,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
35,Towhid Hridoy,CR Woakes,Nazmul Hossain Shanto,4,0,4,50,106,6,5,2,5,6,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
36,Towhid Hridoy,CR Woakes,Nazmul Hossain Shanto,4,0,4,54,102,10,6,2,6,6,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
37,Nazmul Hossain Shanto,MA Wood,Towhid Hridoy,4,0,4,58,98,14,7,2,1,7,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
38,Nazmul Hossain Shanto,MA Wood,Towhid Hridoy,4,0,4,62,94,18,8,2,2,7,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
39,Nazmul Hossain Shanto,MA Wood,Towhid Hridoy,4,0,4,66,90,22,9,2,3,7,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
40,Nazmul Hossain Shanto,MA Wood,Towhid Hridoy,4,0,4,70,86,26,10,2,4,7,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
41,Nazmul Hossain Shanto,MA Wood,Towhid Hridoy,0,0,0,70,86,26,11,2,5,7,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
42,Nazmul Hossain Shanto,MA Wood,Towhid Hridoy,1,0,1,71,85,27,12,2,6,7,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
43,Nazmul Hossain Shanto,AU Rashid,Towhid Hridoy,0,0,0,71,85,27,13,2,1,8,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
44,Nazmul Hossain Shanto,AU Rashid,Towhid Hridoy,4,0,4,75,81,31,14,2,2,8,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
45,Nazmul Hossain Shanto,AU Rashid,Towhid Hridoy,2,0,2,77,79,33,15,2,3,8,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
46,Nazmul Hossain Shanto,AU Rashid,Towhid Hridoy,1,0,1,78,78,34,16,2,4,8,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
47,Towhid Hridoy,AU Rashid,Nazmul Hossain Shanto,2,0,2,80,76,12,7,2,5,8,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
48,Towhid Hridoy,AU Rashid,Nazmul Hossain Shanto,2,0,2,82,74,14,8,2,6,8,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
49,Nazmul Hossain Shanto,SM Curran,Towhid Hridoy,1,0,1,83,73,35,17,2,1,9,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
50,Towhid Hridoy,SM Curran,Nazmul Hossain Shanto,0,0,0,83,73,14,9,2,2,9,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
51,Towhid Hridoy,SM Curran,Nazmul Hossain Shanto,1,0,1,84,72,15,10,2,3,9,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
52,Nazmul Hossain Shanto,SM Curran,Towhid Hridoy,4,0,4,88,68,39,18,2,4,9,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
53,Nazmul Hossain Shanto,SM Curran,Towhid Hridoy,1,0,1,89,67,40,19,2,5,9,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
54,Towhid Hridoy,SM Curran,Nazmul Hossain Shanto,1,0,1,90,66,16,11,2,6,9,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
55,Towhid Hridoy,MM Ali,Nazmul Hossain Shanto,0,0,0,90,66,16,12,2,1,10,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
56,Towhid Hridoy,MM Ali,Nazmul Hossain Shanto,1,0,1,91,65,17,13,2,2,10,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
57,Nazmul Hossain Shanto,MM Ali,Towhid Hridoy,2,0,2,93,63,42,20,2,3,10,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
58,Nazmul Hossain Shanto,MM Ali,Towhid Hridoy,4,0,4,97,59,46,21,2,4,10,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
59,Nazmul Hossain Shanto,MM Ali,Towhid Hridoy,0,0,0,97,59,46,22,2,5,10,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
60,Nazmul Hossain Shanto,MM Ali,Towhid Hridoy,1,0,1,98,58,47,23,2,6,10,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
61,Nazmul Hossain Shanto,AU Rashid,Towhid Hridoy,1,0,1,99,57,48,24,2,1,11,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
62,Towhid Hridoy,AU Rashid,Nazmul Hossain Shanto,0,0,0,99,57,17,14,2,2,11,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
63,Towhid Hridoy,AU Rashid,Nazmul Hossain Shanto,6,0,6,105,51,23,15,2,3,11,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
64,Towhid Hridoy,AU Rashid,Nazmul Hossain Shanto,1,0,1,106,50,24,16,2,4,11,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
65,Nazmul Hossain Shanto,AU Rashid,Towhid Hridoy,0,0,0,106,50,48,25,2,5,11,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
66,Nazmul Hossain Shanto,AU Rashid,Towhid Hridoy,1,0,1,107,49,49,26,2,6,11,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
67,Nazmul Hossain Shanto,MM Ali,Towhid Hridoy,1,0,1,108,48,50,27,2,1,12,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
68,Towhid Hridoy,MM Ali,Nazmul Hossain Shanto,0,0,0,108,48,24,17,3,2,12,-,,caught,Towhid Hridoy,SM Curran,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
69,Shakib Al Hasan,MM Ali,Nazmul Hossain Shanto,1,0,1,109,47,1,1,3,3,12,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
70,Nazmul Hossain Shanto,MM Ali,Shakib Al Hasan,0,0,0,109,47,50,28,3,4,12,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
71,Nazmul Hossain Shanto,MM Ali,Shakib Al Hasan,1,0,1,110,46,51,29,3,5,12,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
72,Shakib Al Hasan,MM Ali,Nazmul Hossain Shanto,1,0,1,111,45,2,2,3,6,12,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
73,Shakib Al Hasan,MA Wood,Nazmul Hossain Shanto,1,0,1,112,44,3,3,3,1,13,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
74,Nazmul Hossain Shanto,MA Wood,Shakib Al Hasan,0,0,0,112,44,51,30,4,2,13,-,,bowled,Nazmul Hossain Shanto,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
75,Afif Hossain,MA Wood,Shakib Al Hasan,1,0,1,113,43,1,1,4,3,13,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
76,Shakib Al Hasan,MA Wood,Afif Hossain,1,0,1,114,42,4,4,4,4,13,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
77,Afif Hossain,MA Wood,Shakib Al Hasan,4,0,4,118,38,5,2,4,5,13,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
78,Afif Hossain,MA Wood,Shakib Al Hasan,0,0,0,118,38,5,3,4,6,13,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
79,Shakib Al Hasan,MM Ali,Afif Hossain,0,0,0,118,38,4,5,4,1,14,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
80,Shakib Al Hasan,MM Ali,Afif Hossain,4,0,4,122,34,8,6,4,2,14,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
81,Shakib Al Hasan,MM Ali,Afif Hossain,0,0,0,122,34,8,7,4,3,14,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
82,Shakib Al Hasan,MM Ali,Afif Hossain,1,0,1,123,33,9,8,4,4,14,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
83,Afif Hossain,MM Ali,Shakib Al Hasan,0,0,0,123,33,5,4,4,5,14,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
84,Afif Hossain,MM Ali,Shakib Al Hasan,0,0,0,123,33,5,5,4,6,14,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
85,Shakib Al Hasan,CJ Jordan,Afif Hossain,4,0,4,127,29,13,9,4,1,15,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
86,Shakib Al Hasan,CJ Jordan,Afif Hossain,0,0,0,127,29,13,10,4,2,15,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
87,Shakib Al Hasan,CJ Jordan,Afif Hossain,0,0,0,127,29,13,11,4,3,15,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
88,Shakib Al Hasan,CJ Jordan,Afif Hossain,0,0,0,127,29,13,12,4,4,15,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
89,Shakib Al Hasan,CJ Jordan,Afif Hossain,1,0,1,128,28,14,13,4,5,15,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
90,Afif Hossain,CJ Jordan,Shakib Al Hasan,0,0,0,128,28,5,6,4,6,15,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
91,Shakib Al Hasan,MM Ali,Afif Hossain,0,0,0,128,28,14,14,4,1,16,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
92,Shakib Al Hasan,MM Ali,Afif Hossain,1,0,1,129,27,15,15,4,2,16,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
93,Afif Hossain,MM Ali,Shakib Al Hasan,1,0,1,130,26,6,7,4,3,16,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
94,Shakib Al Hasan,MM Ali,Afif Hossain,4,0,4,134,22,19,16,4,4,16,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
95,Shakib Al Hasan,MM Ali,Afif Hossain,4,0,4,138,18,23,17,4,5,16,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
96,Shakib Al Hasan,MM Ali,Afif Hossain,0,0,0,138,18,23,18,4,6,16,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
97,Afif Hossain,JC Archer,Shakib Al Hasan,1,0,1,139,17,7,8,4,1,17,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
98,Shakib Al Hasan,JC Archer,Afif Hossain,1,0,1,140,16,24,19,4,2,17,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
99,Afif Hossain,JC Archer,Shakib Al Hasan,1,0,1,141,15,8,9,4,3,17,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
100,Shakib Al Hasan,JC Archer,Afif Hossain,1,0,1,142,14,25,20,4,4,17,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
101,Afif Hossain,JC Archer,Shakib Al Hasan,4,0,4,146,10,12,10,4,5,17,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
102,Afif Hossain,JC Archer,Shakib Al Hasan,1,0,1,147,9,13,11,4,6,17,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
103,Afif Hossain,CJ Jordan,Shakib Al Hasan,1,0,1,148,8,14,12,4,1,18,-,,0,,,field,Bangladesh,2,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,England_Bangladesh_2023-03-09,Bangladesh,Bangladesh,England
