,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
10,AJ Finch,TA Boult,MS Wade,0,0,0,18,,4,4,0,5,1,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
11,AJ Finch,TA Boult,MS Wade,0,0,0,18,,4,5,0,6,1,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
12,MS Wade,MJ Santner,AJ Finch,0,0,0,18,,14,8,0,1,2,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
13,MS Wade,MJ Santner,AJ Finch,0,0,0,18,,14,9,0,2,2,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
14,MS Wade,MJ Santner,AJ Finch,0,0,0,18,,14,10,1,3,2,caught,MS Wade,IS Sodhi,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
15,JR Philippe,MJ Santner,AJ Finch,0,0,0,18,,0,1,1,4,2,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
16,JR Philippe,MJ Santner,AJ Finch,1,0,1,19,,1,2,1,5,2,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
17,AJ Finch,MJ Santner,JR Philippe,0,0,0,19,,4,6,1,6,2,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
18,JR Philippe,KA Jamieson,AJ Finch,0,0,0,19,,1,3,1,1,3,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
19,JR Philippe,KA Jamieson,AJ Finch,1,0,1,20,,2,4,1,2,3,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
20,AJ Finch,KA Jamieson,JR Philippe,0,0,0,20,,4,7,1,3,3,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
21,AJ Finch,KA Jamieson,JR Philippe,4,0,4,24,,8,8,1,4,3,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
22,AJ Finch,KA Jamieson,JR Philippe,4,0,4,28,,12,9,1,5,3,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
23,AJ Finch,KA Jamieson,JR Philippe,0,0,0,28,,12,10,1,6,3,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
24,JR Philippe,MJ Santner,AJ Finch,3,0,3,31,,5,5,1,1,4,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
25,AJ Finch,MJ Santner,JR Philippe,0,0,0,31,,12,11,1,2,4,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
26,AJ Finch,MJ Santner,JR Philippe,1,0,1,32,,13,12,1,3,4,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
27,JR Philippe,MJ Santner,AJ Finch,0,0,0,32,,5,6,1,4,4,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
28,JR Philippe,MJ Santner,AJ Finch,1,0,1,33,,6,7,1,5,4,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
29,AJ Finch,MJ Santner,JR Philippe,0,0,0,33,,13,13,1,6,4,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
30,JR Philippe,TG Southee,AJ Finch,0,0,0,33,,6,8,1,1,5,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
31,JR Philippe,TG Southee,AJ Finch,0,0,0,33,,6,9,1,2,5,0,,,"{'by': 'Australia', 'umpire': 'CM Brown', 'batter': 'JR Philippe', 'decision': 'upheld'}",-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
32,JR Philippe,TG Southee,AJ Finch,0,0,0,33,,6,10,1,3,5,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
33,JR Philippe,TG Southee,AJ Finch,4,0,4,37,,10,11,1,4,5,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
34,JR Philippe,TG Southee,AJ Finch,0,0,0,37,,10,12,1,5,5,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
35,JR Philippe,TG Southee,AJ Finch,1,0,1,38,,11,13,1,6,5,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
36,JR Philippe,IS Sodhi,AJ Finch,0,0,0,38,,11,14,1,1,6,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
37,JR Philippe,IS Sodhi,AJ Finch,1,0,1,39,,12,15,1,2,6,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
38,AJ Finch,IS Sodhi,JR Philippe,1,0,1,40,,14,14,1,3,6,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
39,JR Philippe,IS Sodhi,AJ Finch,1,0,1,41,,13,16,1,4,6,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
40,AJ Finch,IS Sodhi,JR Philippe,1,0,1,42,,15,15,1,5,6,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
41,JR Philippe,IS Sodhi,AJ Finch,0,0,0,42,,13,17,2,6,6,caught,JR Philippe,TG Southee,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
42,GJ Maxwell,KA Jamieson,AJ Finch,1,0,1,43,,1,1,2,1,7,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
43,AJ Finch,KA Jamieson,GJ Maxwell,0,0,0,43,,15,16,2,2,7,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
44,AJ Finch,KA Jamieson,GJ Maxwell,1,0,1,44,,16,17,2,3,7,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
45,GJ Maxwell,KA Jamieson,AJ Finch,0,1,1,45,,1,2,2,4,7,0,,,,wides,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
46,GJ Maxwell,KA Jamieson,AJ Finch,1,0,1,46,,2,3,2,5,7,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
47,AJ Finch,KA Jamieson,GJ Maxwell,1,0,1,47,,17,18,2,6,7,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
48,GJ Maxwell,KA Jamieson,AJ Finch,0,1,1,48,,2,4,2,7,7,0,,,,wides,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
49,GJ Maxwell,KA Jamieson,AJ Finch,0,0,0,48,,2,5,2,8,7,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
50,AJ Finch,IS Sodhi,GJ Maxwell,0,0,0,48,,17,19,2,1,8,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
51,AJ Finch,IS Sodhi,GJ Maxwell,2,0,2,50,,19,20,2,2,8,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
52,AJ Finch,IS Sodhi,GJ Maxwell,1,0,1,51,,20,21,2,3,8,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
53,GJ Maxwell,IS Sodhi,AJ Finch,0,0,0,51,,2,6,2,4,8,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
54,GJ Maxwell,IS Sodhi,AJ Finch,4,0,4,55,,6,7,2,5,8,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
55,GJ Maxwell,IS Sodhi,AJ Finch,6,0,6,61,,12,8,2,6,8,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
56,AJ Finch,TA Boult,GJ Maxwell,1,0,1,62,,21,22,2,1,9,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
57,GJ Maxwell,TA Boult,AJ Finch,2,0,2,64,,14,9,2,2,9,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
58,GJ Maxwell,TA Boult,AJ Finch,4,0,4,68,,18,10,2,3,9,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
59,GJ Maxwell,TA Boult,AJ Finch,0,0,0,68,,18,11,3,4,9,caught,GJ Maxwell,MJ Guptill,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
60,MP Stoinis,TA Boult,AJ Finch,0,0,0,68,,0,1,3,5,9,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
61,MP Stoinis,TA Boult,AJ Finch,2,0,2,70,,2,2,3,6,9,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
62,AJ Finch,MJ Santner,MP Stoinis,1,0,1,71,,22,23,3,1,10,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
63,MP Stoinis,MJ Santner,AJ Finch,4,0,4,75,,6,3,3,2,10,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
64,MP Stoinis,MJ Santner,AJ Finch,0,0,0,75,,6,4,3,3,10,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
65,MP Stoinis,MJ Santner,AJ Finch,1,0,1,76,,7,5,3,4,10,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
66,AJ Finch,MJ Santner,MP Stoinis,0,0,0,76,,22,24,3,5,10,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
67,AJ Finch,MJ Santner,MP Stoinis,1,0,1,77,,23,25,3,6,10,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
68,AJ Finch,KA Jamieson,MP Stoinis,1,0,1,78,,24,26,3,1,11,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
69,MP Stoinis,KA Jamieson,AJ Finch,0,0,0,78,,7,6,3,2,11,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
70,MP Stoinis,KA Jamieson,AJ Finch,0,0,0,78,,7,7,3,3,11,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
71,MP Stoinis,KA Jamieson,AJ Finch,6,0,6,84,,13,8,3,4,11,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
72,MP Stoinis,KA Jamieson,AJ Finch,1,0,1,85,,14,9,3,5,11,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
73,AJ Finch,KA Jamieson,MP Stoinis,0,0,0,85,,24,27,3,6,11,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
74,MP Stoinis,IS Sodhi,AJ Finch,1,0,1,86,,15,10,3,1,12,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
75,AJ Finch,IS Sodhi,MP Stoinis,2,0,2,88,,26,28,3,2,12,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
76,AJ Finch,IS Sodhi,MP Stoinis,1,0,1,89,,27,29,3,3,12,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
77,MP Stoinis,IS Sodhi,AJ Finch,0,0,0,89,,15,11,3,4,12,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
78,MP Stoinis,IS Sodhi,AJ Finch,4,0,4,93,,19,12,3,5,12,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
79,MP Stoinis,IS Sodhi,AJ Finch,0,0,0,93,,19,13,4,6,12,caught,MP Stoinis,KS Williamson,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
80,AJ Finch,TA Boult,AC Agar,2,0,2,95,,29,30,4,1,13,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
81,AJ Finch,TA Boult,AC Agar,0,0,0,95,,29,31,4,2,13,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
82,AJ Finch,TA Boult,AC Agar,1,0,1,96,,30,32,4,3,13,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
83,AC Agar,TA Boult,AJ Finch,0,0,0,96,,0,1,4,4,13,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
84,AC Agar,TA Boult,AJ Finch,0,1,1,97,,0,2,4,5,13,0,,,,wides,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
85,AC Agar,TA Boult,AJ Finch,0,0,0,97,,0,3,4,6,13,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
86,AC Agar,TA Boult,AJ Finch,0,0,0,97,,0,4,5,7,13,bowled,AC Agar,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
87,AJ Finch,MJ Santner,MR Marsh,1,0,1,98,,31,33,5,1,14,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
88,MR Marsh,MJ Santner,AJ Finch,1,0,1,99,,1,1,5,2,14,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
89,AJ Finch,MJ Santner,MR Marsh,0,0,0,99,,31,34,5,3,14,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
90,AJ Finch,MJ Santner,MR Marsh,0,0,0,99,,31,35,5,4,14,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
91,AJ Finch,MJ Santner,MR Marsh,1,0,1,100,,32,36,5,5,14,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
92,MR Marsh,MJ Santner,AJ Finch,0,0,0,100,,1,2,5,6,14,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
93,AJ Finch,TG Southee,MR Marsh,1,0,1,101,,33,37,5,1,15,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
94,MR Marsh,TG Southee,AJ Finch,0,0,0,101,,1,3,5,2,15,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
95,MR Marsh,TG Southee,AJ Finch,4,0,4,105,,5,4,5,3,15,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
96,MR Marsh,TG Southee,AJ Finch,1,0,1,106,,6,5,5,4,15,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
97,AJ Finch,TG Southee,MR Marsh,2,0,2,108,,35,38,5,5,15,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
98,AJ Finch,TG Southee,MR Marsh,1,0,1,109,,36,39,5,6,15,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
99,AJ Finch,IS Sodhi,MR Marsh,4,0,4,113,,40,40,5,1,16,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
100,AJ Finch,IS Sodhi,MR Marsh,1,0,1,114,,41,41,5,2,16,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
101,MR Marsh,IS Sodhi,AJ Finch,0,0,0,114,,6,6,6,3,16,caught,MR Marsh,TG Southee,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
102,JA Richardson,IS Sodhi,AJ Finch,0,0,0,114,,0,1,6,4,16,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
103,JA Richardson,IS Sodhi,AJ Finch,0,0,0,114,,0,2,6,5,16,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
104,JA Richardson,IS Sodhi,AJ Finch,2,0,2,116,,2,3,6,6,16,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
105,AJ Finch,TA Boult,JA Richardson,1,0,1,117,,42,42,6,1,17,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
106,JA Richardson,TA Boult,AJ Finch,0,0,0,117,,2,4,6,2,17,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
107,JA Richardson,TA Boult,AJ Finch,1,0,1,118,,3,5,6,3,17,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
108,AJ Finch,TA Boult,JA Richardson,4,0,4,122,,46,43,6,4,17,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
109,AJ Finch,TA Boult,JA Richardson,1,0,1,123,,47,44,6,5,17,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
110,JA Richardson,TA Boult,AJ Finch,0,0,0,123,,3,6,6,6,17,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
111,AJ Finch,TG Southee,JA Richardson,1,0,1,124,,48,45,6,1,18,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
112,JA Richardson,TG Southee,AJ Finch,1,0,1,125,,4,7,6,2,18,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
113,AJ Finch,TG Southee,JA Richardson,0,0,0,125,,48,46,6,3,18,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
114,AJ Finch,TG Southee,JA Richardson,2,0,2,127,,50,47,6,4,18,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
115,AJ Finch,TG Southee,JA Richardson,2,0,2,129,,52,48,6,5,18,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
116,AJ Finch,TG Southee,JA Richardson,1,0,1,130,,53,49,6,6,18,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
117,AJ Finch,KA Jamieson,JA Richardson,2,0,2,132,,55,50,6,1,19,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
118,AJ Finch,KA Jamieson,JA Richardson,6,0,6,138,,61,51,6,2,19,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
119,AJ Finch,KA Jamieson,JA Richardson,6,0,6,144,,67,52,6,3,19,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
120,AJ Finch,KA Jamieson,JA Richardson,6,0,6,150,,73,53,6,4,19,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
121,AJ Finch,KA Jamieson,JA Richardson,0,0,0,150,,73,54,6,5,19,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
122,AJ Finch,KA Jamieson,JA Richardson,6,0,6,156,,79,55,6,6,19,0,,,,-,bat,Australia,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-05,Australia,Australia,New Zealand,True,156
