,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
11,KL Rahul,JO Holder,RG Sharma,0,0,0,14,156,8,5,0,6,1,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
12,RG Sharma,SS Cottrell,KL Rahul,6,0,6,20,150,12,8,0,1,2,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
13,RG Sharma,SS Cottrell,KL Rahul,4,0,4,24,146,16,9,0,2,2,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
14,RG Sharma,SS Cottrell,KL Rahul,1,0,1,25,145,17,10,0,3,2,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
15,KL Rahul,SS Cottrell,RG Sharma,1,0,1,26,144,9,6,0,4,2,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
16,RG Sharma,SS Cottrell,KL Rahul,0,0,0,26,144,17,11,0,5,2,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
17,RG Sharma,SS Cottrell,KL Rahul,4,0,4,30,140,21,12,0,6,2,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
18,KL Rahul,JO Holder,RG Sharma,2,0,2,32,138,11,7,0,1,3,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
19,KL Rahul,JO Holder,RG Sharma,0,0,0,32,138,11,8,0,2,3,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
20,KL Rahul,JO Holder,RG Sharma,2,0,2,34,136,13,9,0,3,3,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
21,KL Rahul,JO Holder,RG Sharma,0,0,0,34,136,13,10,0,4,3,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
22,KL Rahul,JO Holder,RG Sharma,4,0,4,38,132,17,11,0,5,3,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
23,KL Rahul,JO Holder,RG Sharma,6,0,6,44,126,23,12,0,6,3,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
24,RG Sharma,K Pierre,KL Rahul,6,0,6,50,120,27,13,0,1,4,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
25,RG Sharma,K Pierre,KL Rahul,2,0,2,52,118,29,14,0,2,4,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
26,RG Sharma,K Pierre,KL Rahul,4,0,4,56,114,33,15,0,3,4,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
27,RG Sharma,K Pierre,KL Rahul,1,0,1,57,113,34,16,0,4,4,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
28,KL Rahul,K Pierre,RG Sharma,1,0,1,58,112,24,13,0,5,4,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
29,RG Sharma,K Pierre,KL Rahul,0,0,0,58,112,34,17,0,6,4,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
30,KL Rahul,KOK Williams,RG Sharma,4,0,4,62,108,28,14,0,1,5,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
31,KL Rahul,KOK Williams,RG Sharma,6,0,6,68,102,34,15,0,2,5,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
32,KL Rahul,KOK Williams,RG Sharma,4,0,4,72,98,38,16,0,3,5,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
33,KL Rahul,KOK Williams,RG Sharma,0,0,0,72,98,38,17,0,4,5,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
34,KL Rahul,KOK Williams,RG Sharma,0,0,0,72,98,38,18,0,5,5,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
35,KL Rahul,KOK Williams,RG Sharma,0,0,0,72,98,38,19,0,6,5,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
36,RG Sharma,HR Walsh,KL Rahul,2,0,2,74,96,36,18,0,1,6,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
37,RG Sharma,HR Walsh,KL Rahul,1,0,1,75,95,37,19,0,2,6,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
38,KL Rahul,HR Walsh,RG Sharma,0,0,0,75,95,38,20,0,3,6,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
39,KL Rahul,HR Walsh,RG Sharma,4,0,4,79,91,42,21,0,4,6,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
40,KL Rahul,HR Walsh,RG Sharma,1,0,1,80,90,43,22,0,5,6,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
41,RG Sharma,HR Walsh,KL Rahul,1,0,1,81,89,38,20,0,6,6,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
42,RG Sharma,K Pierre,KL Rahul,1,0,1,82,88,39,21,0,1,7,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
43,KL Rahul,K Pierre,RG Sharma,0,1,1,83,87,43,23,0,2,7,wides,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
44,KL Rahul,K Pierre,RG Sharma,2,0,2,85,85,45,24,0,3,7,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
45,KL Rahul,K Pierre,RG Sharma,1,0,1,86,84,46,25,0,4,7,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
46,RG Sharma,K Pierre,KL Rahul,6,0,6,92,78,45,22,0,5,7,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
47,RG Sharma,K Pierre,KL Rahul,6,0,6,98,72,51,23,0,6,7,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
48,RG Sharma,K Pierre,KL Rahul,4,0,4,102,68,55,24,0,7,7,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
49,KL Rahul,HR Walsh,RG Sharma,0,0,0,102,68,46,26,0,1,8,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
50,KL Rahul,HR Walsh,RG Sharma,1,0,1,103,67,47,27,0,2,8,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
51,RG Sharma,HR Walsh,KL Rahul,1,0,1,104,66,56,25,0,3,8,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
52,KL Rahul,HR Walsh,RG Sharma,1,0,1,105,65,48,28,0,4,8,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
53,RG Sharma,HR Walsh,KL Rahul,1,0,1,106,64,57,26,0,5,8,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
54,KL Rahul,HR Walsh,RG Sharma,1,0,1,107,63,49,29,0,6,8,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
55,KL Rahul,JO Holder,RG Sharma,1,0,1,108,62,50,30,0,1,9,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
56,RG Sharma,JO Holder,KL Rahul,1,0,1,109,61,58,27,0,2,9,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
57,KL Rahul,JO Holder,RG Sharma,0,0,0,109,61,50,31,0,3,9,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
58,KL Rahul,JO Holder,RG Sharma,1,0,1,110,60,51,32,0,4,9,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
59,RG Sharma,JO Holder,KL Rahul,4,0,4,114,56,62,28,0,5,9,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
60,RG Sharma,JO Holder,KL Rahul,0,1,1,115,55,62,29,0,6,9,wides,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
61,RG Sharma,JO Holder,KL Rahul,1,0,1,116,54,63,30,0,7,9,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
62,RG Sharma,HR Walsh,KL Rahul,6,0,6,122,48,69,31,0,1,10,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
63,RG Sharma,HR Walsh,KL Rahul,0,0,0,122,48,69,32,0,2,10,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
64,RG Sharma,HR Walsh,KL Rahul,1,0,1,123,47,70,33,0,3,10,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
65,KL Rahul,HR Walsh,RG Sharma,4,0,4,127,43,55,33,0,4,10,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
66,KL Rahul,HR Walsh,RG Sharma,4,0,4,131,39,59,34,0,5,10,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
67,KL Rahul,HR Walsh,RG Sharma,1,0,1,132,38,60,35,0,6,10,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
68,KL Rahul,KOK Williams,RG Sharma,1,0,1,133,37,61,36,0,1,11,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
69,RG Sharma,KOK Williams,KL Rahul,1,0,1,134,36,71,34,0,2,11,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
70,KL Rahul,KOK Williams,RG Sharma,1,0,1,135,35,62,37,0,3,11,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
71,RG Sharma,KOK Williams,KL Rahul,0,0,0,135,35,71,35,1,4,11,-,caught,RG Sharma,HR Walsh,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
72,KL Rahul,KOK Williams,RR Pant,1,0,1,136,34,63,38,1,5,11,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
73,RR Pant,KOK Williams,KL Rahul,0,0,0,136,34,0,1,1,6,11,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
74,KL Rahul,KA Pollard,RR Pant,0,1,1,137,33,63,39,1,1,12,wides,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
75,KL Rahul,KA Pollard,RR Pant,1,0,1,138,32,64,40,1,2,12,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
76,RR Pant,KA Pollard,KL Rahul,0,0,0,138,32,0,2,2,3,12,-,caught,RR Pant,JO Holder,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
77,V Kohli,KA Pollard,KL Rahul,1,0,1,139,31,1,1,2,4,12,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
78,KL Rahul,KA Pollard,V Kohli,1,0,1,140,30,65,41,2,5,12,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
79,V Kohli,KA Pollard,KL Rahul,1,0,1,141,29,2,2,2,6,12,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
80,KL Rahul,KA Pollard,V Kohli,1,0,1,142,28,66,42,2,7,12,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
81,KL Rahul,HR Walsh,V Kohli,1,0,1,143,27,67,43,2,1,13,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
82,V Kohli,HR Walsh,KL Rahul,0,1,1,144,26,2,3,2,2,13,byes,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
83,KL Rahul,HR Walsh,V Kohli,0,0,0,144,26,67,44,2,3,13,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
84,KL Rahul,HR Walsh,V Kohli,1,0,1,145,25,68,45,2,4,13,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
85,V Kohli,HR Walsh,KL Rahul,0,0,0,145,25,2,4,2,5,13,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
86,V Kohli,HR Walsh,KL Rahul,6,0,6,151,19,8,5,2,6,13,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
87,KL Rahul,JO Holder,V Kohli,6,0,6,157,13,74,46,2,1,14,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
88,KL Rahul,JO Holder,V Kohli,1,0,1,158,12,75,47,2,2,14,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
89,V Kohli,JO Holder,KL Rahul,4,0,4,162,8,12,6,2,3,14,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
90,V Kohli,JO Holder,KL Rahul,6,0,6,168,2,18,7,2,4,14,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
91,V Kohli,JO Holder,KL Rahul,4,0,4,172,-2,22,8,2,5,14,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
92,V Kohli,JO Holder,KL Rahul,1,0,1,173,-3,23,9,2,6,14,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
93,V Kohli,KOK Williams,KL Rahul,0,0,0,173,-3,23,10,2,1,15,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
94,V Kohli,KOK Williams,KL Rahul,0,0,0,173,-3,23,11,2,2,15,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
95,V Kohli,KOK Williams,KL Rahul,1,0,1,174,-4,24,12,2,3,15,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
96,KL Rahul,KOK Williams,V Kohli,0,0,0,174,-4,75,48,2,4,15,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
97,KL Rahul,KOK Williams,V Kohli,1,0,1,175,-5,76,49,2,5,15,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
98,V Kohli,KOK Williams,KL Rahul,1,0,1,176,-6,25,13,2,6,15,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
99,V Kohli,SS Cottrell,KL Rahul,1,0,1,177,-7,26,14,2,1,16,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
100,KL Rahul,SS Cottrell,V Kohli,0,0,0,177,-7,76,50,2,2,16,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
101,KL Rahul,SS Cottrell,V Kohli,1,0,1,178,-8,77,51,2,3,16,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
102,V Kohli,SS Cottrell,KL Rahul,4,0,4,182,-12,30,15,2,4,16,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
103,V Kohli,SS Cottrell,KL Rahul,1,0,1,183,-13,31,16,2,5,16,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
104,KL Rahul,SS Cottrell,V Kohli,4,0,4,187,-17,81,52,2,6,16,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
105,V Kohli,KOK Williams,KL Rahul,0,1,1,188,-18,31,17,2,1,17,legbyes,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
106,KL Rahul,KOK Williams,V Kohli,6,0,6,194,-24,87,53,2,2,17,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
107,KL Rahul,KOK Williams,V Kohli,1,0,1,195,-25,88,54,2,3,17,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
108,V Kohli,KOK Williams,KL Rahul,6,0,6,201,-31,37,18,2,4,17,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
109,V Kohli,KOK Williams,KL Rahul,1,0,1,202,-32,38,19,2,5,17,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
110,KL Rahul,KOK Williams,V Kohli,2,0,2,204,-34,90,55,2,6,17,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
111,V Kohli,KA Pollard,KL Rahul,6,0,6,210,-40,44,20,2,1,18,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
112,V Kohli,KA Pollard,KL Rahul,6,0,6,216,-46,50,21,2,2,18,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
113,V Kohli,KA Pollard,KL Rahul,2,1,3,219,-49,52,22,2,3,18,noballs,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
114,V Kohli,KA Pollard,KL Rahul,4,0,4,223,-53,56,23,2,4,18,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
115,V Kohli,KA Pollard,KL Rahul,1,0,1,224,-54,57,24,2,5,18,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
116,KL Rahul,KA Pollard,V Kohli,1,0,1,225,-55,91,56,2,6,18,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
117,V Kohli,KA Pollard,KL Rahul,6,0,6,231,-61,63,25,2,7,18,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
118,KL Rahul,SS Cottrell,V Kohli,0,1,1,232,-62,91,57,2,1,19,legbyes,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
119,V Kohli,SS Cottrell,KL Rahul,0,0,0,232,-62,63,26,2,2,19,-,0,,,"{'by': 'India', 'umpire': 'Nitin Menon', 'batter': 'V Kohli', 'decision': 'upheld'}",field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
120,V Kohli,SS Cottrell,KL Rahul,1,0,1,233,-63,64,27,2,3,19,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
121,KL Rahul,SS Cottrell,V Kohli,0,0,0,233,-63,91,58,3,4,19,-,caught,KL Rahul,N Pooran,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
122,V Kohli,SS Cottrell,SS Iyer,0,0,0,233,-63,64,28,3,5,19,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
123,V Kohli,SS Cottrell,SS Iyer,0,1,1,234,-64,64,29,3,6,19,wides,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
124,V Kohli,SS Cottrell,SS Iyer,6,0,6,240,-70,70,30,3,7,19,-,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,240
