,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
36,RG Sharma,HR Walsh,KL Rahul,2,0,2,74,,36,18,0,-,1.0,6,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
37,RG Sharma,HR Walsh,KL Rahul,1,0,1,75,,37,19,0,-,2.0,6,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
38,KL Rahul,HR Walsh,RG Sharma,0,0,0,75,,38,20,0,-,3.0,6,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
39,KL Rahul,HR Walsh,RG Sharma,4,0,4,79,,42,21,0,-,4.0,6,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
40,KL Rahul,HR Walsh,RG Sharma,1,0,1,80,,43,22,0,-,5.0,6,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
41,RG Sharma,HR Walsh,KL Rahul,1,0,1,81,,38,20,0,-,6.0,6,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
42,RG Sharma,K Pierre,KL Rahul,1,0,1,82,,39,21,0,-,1.0,7,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
43,KL Rahul,K Pierre,RG Sharma,0,1,1,83,,43,23,0,wides,1.0,7,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
44,KL Rahul,K Pierre,RG Sharma,2,0,2,85,,45,24,0,-,2.0,7,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
45,KL Rahul,K Pierre,RG Sharma,1,0,1,86,,46,25,0,-,3.0,7,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
46,RG Sharma,K Pierre,KL Rahul,6,0,6,92,,45,22,0,-,4.0,7,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
47,RG Sharma,K Pierre,KL Rahul,6,0,6,98,,51,23,0,-,5.0,7,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
48,RG Sharma,K Pierre,KL Rahul,4,0,4,102,,55,24,0,-,6.0,7,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
49,KL Rahul,HR Walsh,RG Sharma,0,0,0,102,,46,26,0,-,1.0,8,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
50,KL Rahul,HR Walsh,RG Sharma,1,0,1,103,,47,27,0,-,2.0,8,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
51,RG Sharma,HR Walsh,KL Rahul,1,0,1,104,,56,25,0,-,3.0,8,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
52,KL Rahul,HR Walsh,RG Sharma,1,0,1,105,,48,28,0,-,4.0,8,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
53,RG Sharma,HR Walsh,KL Rahul,1,0,1,106,,57,26,0,-,5.0,8,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
54,KL Rahul,HR Walsh,RG Sharma,1,0,1,107,,49,29,0,-,6.0,8,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
55,KL Rahul,JO Holder,RG Sharma,1,0,1,108,,50,30,0,-,1.0,9,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
56,RG Sharma,JO Holder,KL Rahul,1,0,1,109,,58,27,0,-,2.0,9,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
57,KL Rahul,JO Holder,RG Sharma,0,0,0,109,,50,31,0,-,3.0,9,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
58,KL Rahul,JO Holder,RG Sharma,1,0,1,110,,51,32,0,-,4.0,9,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
59,RG Sharma,JO Holder,KL Rahul,4,0,4,114,,62,28,0,-,5.0,9,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
60,RG Sharma,JO Holder,KL Rahul,0,1,1,115,,62,29,0,wides,5.0,9,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
61,RG Sharma,JO Holder,KL Rahul,1,0,1,116,,63,30,0,-,6.0,9,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
62,RG Sharma,HR Walsh,KL Rahul,6,0,6,122,,69,31,0,-,1.0,10,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
63,RG Sharma,HR Walsh,KL Rahul,0,0,0,122,,69,32,0,-,2.0,10,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
64,RG Sharma,HR Walsh,KL Rahul,1,0,1,123,,70,33,0,-,3.0,10,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
65,KL Rahul,HR Walsh,RG Sharma,4,0,4,127,,55,33,0,-,4.0,10,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
66,KL Rahul,HR Walsh,RG Sharma,4,0,4,131,,59,34,0,-,5.0,10,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
67,KL Rahul,HR Walsh,RG Sharma,1,0,1,132,,60,35,0,-,6.0,10,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
68,KL Rahul,KOK Williams,RG Sharma,1,0,1,133,,61,36,0,-,1.0,11,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
69,RG Sharma,KOK Williams,KL Rahul,1,0,1,134,,71,34,0,-,2.0,11,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
70,KL Rahul,KOK Williams,RG Sharma,1,0,1,135,,62,37,0,-,3.0,11,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
71,RG Sharma,KOK Williams,KL Rahul,0,0,0,135,,71,35,1,-,4.0,11,caught,RG Sharma,HR Walsh,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
72,KL Rahul,KOK Williams,RR Pant,1,0,1,136,,63,38,1,-,5.0,11,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
73,RR Pant,KOK Williams,KL Rahul,0,0,0,136,,0,1,1,-,6.0,11,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
74,KL Rahul,KA Pollard,RR Pant,0,1,1,137,,63,39,1,wides,0.0,12,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
75,KL Rahul,KA Pollard,RR Pant,1,0,1,138,,64,40,1,-,1.0,12,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
76,RR Pant,KA Pollard,KL Rahul,0,0,0,138,,0,2,2,-,2.0,12,caught,RR Pant,JO Holder,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
77,V Kohli,KA Pollard,KL Rahul,1,0,1,139,,1,1,2,-,3.0,12,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
78,KL Rahul,KA Pollard,V Kohli,1,0,1,140,,65,41,2,-,4.0,12,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
79,V Kohli,KA Pollard,KL Rahul,1,0,1,141,,2,2,2,-,5.0,12,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
80,KL Rahul,KA Pollard,V Kohli,1,0,1,142,,66,42,2,-,6.0,12,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
81,KL Rahul,HR Walsh,V Kohli,1,0,1,143,,67,43,2,-,1.0,13,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
82,V Kohli,HR Walsh,KL Rahul,0,1,1,144,,2,3,2,byes,2.0,13,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
83,KL Rahul,HR Walsh,V Kohli,0,0,0,144,,67,44,2,-,3.0,13,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
84,KL Rahul,HR Walsh,V Kohli,1,0,1,145,,68,45,2,-,4.0,13,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
85,V Kohli,HR Walsh,KL Rahul,0,0,0,145,,2,4,2,-,5.0,13,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
86,V Kohli,HR Walsh,KL Rahul,6,0,6,151,,8,5,2,-,6.0,13,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
87,KL Rahul,JO Holder,V Kohli,6,0,6,157,,74,46,2,-,1.0,14,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
88,KL Rahul,JO Holder,V Kohli,1,0,1,158,,75,47,2,-,2.0,14,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
89,V Kohli,JO Holder,KL Rahul,4,0,4,162,,12,6,2,-,3.0,14,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
90,V Kohli,JO Holder,KL Rahul,6,0,6,168,,18,7,2,-,4.0,14,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
91,V Kohli,JO Holder,KL Rahul,4,0,4,172,,22,8,2,-,5.0,14,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
92,V Kohli,JO Holder,KL Rahul,1,0,1,173,,23,9,2,-,6.0,14,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
93,V Kohli,KOK Williams,KL Rahul,0,0,0,173,,23,10,2,-,1.0,15,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
94,V Kohli,KOK Williams,KL Rahul,0,0,0,173,,23,11,2,-,2.0,15,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
95,V Kohli,KOK Williams,KL Rahul,1,0,1,174,,24,12,2,-,3.0,15,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
96,KL Rahul,KOK Williams,V Kohli,0,0,0,174,,75,48,2,-,4.0,15,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
97,KL Rahul,KOK Williams,V Kohli,1,0,1,175,,76,49,2,-,5.0,15,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
98,V Kohli,KOK Williams,KL Rahul,1,0,1,176,,25,13,2,-,6.0,15,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
99,V Kohli,SS Cottrell,KL Rahul,1,0,1,177,,26,14,2,-,1.0,16,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
100,KL Rahul,SS Cottrell,V Kohli,0,0,0,177,,76,50,2,-,2.0,16,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
101,KL Rahul,SS Cottrell,V Kohli,1,0,1,178,,77,51,2,-,3.0,16,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
102,V Kohli,SS Cottrell,KL Rahul,4,0,4,182,,30,15,2,-,4.0,16,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
103,V Kohli,SS Cottrell,KL Rahul,1,0,1,183,,31,16,2,-,5.0,16,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
104,KL Rahul,SS Cottrell,V Kohli,4,0,4,187,,81,52,2,-,6.0,16,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
105,V Kohli,KOK Williams,KL Rahul,0,1,1,188,,31,17,2,legbyes,1.0,17,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
106,KL Rahul,KOK Williams,V Kohli,6,0,6,194,,87,53,2,-,2.0,17,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
107,KL Rahul,KOK Williams,V Kohli,1,0,1,195,,88,54,2,-,3.0,17,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
108,V Kohli,KOK Williams,KL Rahul,6,0,6,201,,37,18,2,-,4.0,17,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
109,V Kohli,KOK Williams,KL Rahul,1,0,1,202,,38,19,2,-,5.0,17,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
110,KL Rahul,KOK Williams,V Kohli,2,0,2,204,,90,55,2,-,6.0,17,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
111,V Kohli,KA Pollard,KL Rahul,6,0,6,210,,44,20,2,-,1.0,18,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
112,V Kohli,KA Pollard,KL Rahul,6,0,6,216,,50,21,2,-,2.0,18,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
113,V Kohli,KA Pollard,KL Rahul,2,1,3,219,,52,22,2,noballs,2.0,18,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
114,V Kohli,KA Pollard,KL Rahul,4,0,4,223,,56,23,2,-,3.0,18,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
115,V Kohli,KA Pollard,KL Rahul,1,0,1,224,,57,24,2,-,4.0,18,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
116,KL Rahul,KA Pollard,V Kohli,1,0,1,225,,91,56,2,-,5.0,18,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
117,V Kohli,KA Pollard,KL Rahul,6,0,6,231,,63,25,2,-,6.0,18,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
118,KL Rahul,SS Cottrell,V Kohli,0,1,1,232,,91,57,2,legbyes,1.0,19,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
119,V Kohli,SS Cottrell,KL Rahul,0,0,0,232,,63,26,2,-,2.0,19,0,,,"{'by': 'India', 'umpire': 'Nitin Menon', 'batter': 'V Kohli', 'decision': 'upheld'}",field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
120,V Kohli,SS Cottrell,KL Rahul,1,0,1,233,,64,27,2,-,3.0,19,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
121,KL Rahul,SS Cottrell,V Kohli,0,0,0,233,,91,58,3,-,4.0,19,caught,KL Rahul,N Pooran,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
122,V Kohli,SS Cottrell,SS Iyer,0,0,0,233,,64,28,3,-,5.0,19,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
123,V Kohli,SS Cottrell,SS Iyer,0,1,1,234,,64,29,3,wides,5.0,19,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
124,V Kohli,SS Cottrell,SS Iyer,6,0,6,240,,70,30,3,-,6.0,19,0,,,,field,West Indies,1,Wankhede Stadium,2019,12,India_West Indies_2019-12-11,India,India,West Indies,True,240
