,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
34,HM Amla,SR Watson,JP Duminy,0,0,0,33,96,17,14,2,4,0,,,6,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
35,HM Amla,SR Watson,JP Duminy,0,0,0,33,96,17,15,3,5,caught,HM Amla,MS Wade,6,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
36,AB de Villiers,SR Watson,JP Duminy,1,0,1,34,95,1,1,3,6,0,,,6,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
37,AB de Villiers,PJ Cummins,JP Duminy,0,0,0,34,95,1,2,3,1,0,,,7,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
38,AB de Villiers,PJ Cummins,JP Duminy,0,0,0,34,95,1,3,3,2,0,,,7,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
39,AB de Villiers,PJ Cummins,JP Duminy,0,1,1,35,94,1,4,3,3,0,,,7,wides,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
40,AB de Villiers,PJ Cummins,JP Duminy,1,0,1,36,93,2,5,3,4,0,,,7,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
41,JP Duminy,PJ Cummins,AB de Villiers,4,0,4,40,89,13,12,3,5,0,,,7,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
42,JP Duminy,PJ Cummins,AB de Villiers,1,0,1,41,88,14,13,3,6,0,,,7,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
43,AB de Villiers,PJ Cummins,JP Duminy,1,0,1,42,87,3,6,3,7,0,,,7,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
44,AB de Villiers,GB Hogg,JP Duminy,1,0,1,43,86,4,7,3,1,0,,,8,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
45,JP Duminy,GB Hogg,AB de Villiers,4,0,4,47,82,18,14,3,2,0,,,8,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
46,JP Duminy,GB Hogg,AB de Villiers,1,0,1,48,81,19,15,3,3,0,,,8,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
47,AB de Villiers,GB Hogg,JP Duminy,1,0,1,49,80,5,8,3,4,0,,,8,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
48,JP Duminy,GB Hogg,AB de Villiers,0,0,0,49,80,19,16,3,5,0,,,8,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
49,JP Duminy,GB Hogg,AB de Villiers,0,0,0,49,80,19,17,3,6,0,,,8,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
50,AB de Villiers,SR Watson,JP Duminy,1,0,1,50,79,6,9,3,1,0,,,9,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
51,JP Duminy,SR Watson,AB de Villiers,0,0,0,50,79,19,18,3,2,0,,,9,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
52,JP Duminy,SR Watson,AB de Villiers,4,0,4,54,75,23,19,3,3,0,,,9,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
53,JP Duminy,SR Watson,AB de Villiers,1,0,1,55,74,24,20,3,4,0,,,9,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
54,AB de Villiers,SR Watson,JP Duminy,1,0,1,56,73,7,10,3,5,0,,,9,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
55,JP Duminy,SR Watson,AB de Villiers,1,0,1,57,72,25,21,3,6,0,,,9,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
56,JP Duminy,GJ Maxwell,AB de Villiers,2,0,2,59,70,27,22,3,1,0,,,10,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
57,JP Duminy,GJ Maxwell,AB de Villiers,1,0,1,60,69,28,23,3,2,0,,,10,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
58,AB de Villiers,GJ Maxwell,JP Duminy,1,0,1,61,68,8,11,3,3,0,,,10,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
59,JP Duminy,GJ Maxwell,AB de Villiers,1,0,1,62,67,29,24,3,4,0,,,10,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
60,AB de Villiers,GJ Maxwell,JP Duminy,1,0,1,63,66,9,12,3,5,0,,,10,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
61,JP Duminy,GJ Maxwell,AB de Villiers,1,0,1,64,65,30,25,3,6,0,,,10,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
62,JP Duminy,XJ Doherty,AB de Villiers,0,0,0,64,65,30,26,4,1,stumped,JP Duminy,MS Wade,11,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
63,F Behardien,XJ Doherty,AB de Villiers,1,0,1,65,64,1,1,4,2,0,,,11,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
64,AB de Villiers,XJ Doherty,F Behardien,1,0,1,66,63,10,13,4,3,0,,,11,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
65,F Behardien,XJ Doherty,AB de Villiers,0,0,0,66,63,1,2,4,4,0,,,11,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
66,F Behardien,XJ Doherty,AB de Villiers,0,0,0,66,63,1,3,4,5,0,,,11,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
67,F Behardien,XJ Doherty,AB de Villiers,0,0,0,66,63,1,4,4,6,0,,,11,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
68,AB de Villiers,GB Hogg,F Behardien,2,0,2,68,61,12,14,4,1,0,,,12,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
69,AB de Villiers,GB Hogg,F Behardien,1,0,1,69,60,13,15,4,2,0,,,12,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
70,F Behardien,GB Hogg,AB de Villiers,1,0,1,70,59,2,5,4,3,0,,,12,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
71,AB de Villiers,GB Hogg,F Behardien,1,0,1,71,58,14,16,4,4,0,,,12,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
72,F Behardien,GB Hogg,AB de Villiers,1,0,1,72,57,3,6,4,5,0,,,12,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
73,AB de Villiers,GB Hogg,F Behardien,1,0,1,73,56,15,17,4,6,0,,,12,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
74,AB de Villiers,MA Starc,F Behardien,1,0,1,74,55,16,18,4,1,0,,,13,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
75,F Behardien,MA Starc,AB de Villiers,1,0,1,75,54,4,7,4,2,0,,,13,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
76,AB de Villiers,MA Starc,F Behardien,2,0,2,77,52,18,19,4,3,0,,,13,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
77,AB de Villiers,MA Starc,F Behardien,0,0,0,77,52,18,20,4,4,0,,,13,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
78,AB de Villiers,MA Starc,F Behardien,0,0,0,77,52,18,21,4,5,0,,,13,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
79,AB de Villiers,MA Starc,F Behardien,1,0,1,78,51,19,22,4,6,0,,,13,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
80,AB de Villiers,XJ Doherty,F Behardien,0,2,2,80,49,19,23,4,1,0,,,14,wides,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
81,F Behardien,XJ Doherty,AB de Villiers,2,0,2,82,47,6,8,4,2,0,,,14,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
82,F Behardien,XJ Doherty,AB de Villiers,0,0,0,82,47,6,9,4,3,0,,,14,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
83,F Behardien,XJ Doherty,AB de Villiers,1,0,1,83,46,7,10,4,4,0,,,14,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
84,AB de Villiers,XJ Doherty,F Behardien,1,0,1,84,45,20,24,4,5,0,,,14,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
85,F Behardien,XJ Doherty,AB de Villiers,1,0,1,85,44,8,11,4,6,0,,,14,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
86,AB de Villiers,XJ Doherty,F Behardien,1,0,1,86,43,21,25,4,7,0,,,14,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
87,AB de Villiers,SR Watson,F Behardien,0,0,0,86,43,21,26,5,1,caught,AB de Villiers,GJ Bailey,15,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
88,RJ Peterson,SR Watson,F Behardien,1,0,1,87,42,1,1,5,2,0,,,15,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
89,F Behardien,SR Watson,RJ Peterson,0,0,0,87,42,8,12,5,3,0,,,15,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
90,F Behardien,SR Watson,RJ Peterson,4,0,4,91,38,12,13,5,4,0,,,15,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
91,F Behardien,SR Watson,RJ Peterson,0,0,0,91,38,12,14,5,5,0,,,15,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
92,F Behardien,SR Watson,RJ Peterson,1,0,1,92,37,13,15,5,6,0,,,15,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
93,F Behardien,GB Hogg,RJ Peterson,0,2,2,94,35,13,16,5,1,0,,,16,wides,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
94,RJ Peterson,GB Hogg,F Behardien,4,0,4,98,31,5,2,5,2,0,,,16,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
95,RJ Peterson,GB Hogg,F Behardien,1,0,1,99,30,6,3,5,3,0,,,16,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
96,F Behardien,GB Hogg,RJ Peterson,0,0,0,99,30,13,17,5,4,0,,,16,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
97,F Behardien,GB Hogg,RJ Peterson,0,0,0,99,30,13,18,5,5,0,,,16,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
98,F Behardien,GB Hogg,RJ Peterson,1,0,1,100,29,14,19,5,6,0,,,16,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
99,RJ Peterson,GB Hogg,F Behardien,4,0,4,104,25,10,4,5,7,0,,,16,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
100,F Behardien,PJ Cummins,RJ Peterson,1,0,1,105,24,15,20,5,1,0,,,17,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
101,RJ Peterson,PJ Cummins,F Behardien,0,0,0,105,24,10,5,5,2,0,,,17,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
102,RJ Peterson,PJ Cummins,F Behardien,0,0,0,105,24,10,6,5,3,0,,,17,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
103,RJ Peterson,PJ Cummins,F Behardien,0,0,0,105,24,10,7,5,4,0,,,17,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
104,RJ Peterson,PJ Cummins,F Behardien,1,0,1,106,23,11,8,5,5,0,,,17,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
105,F Behardien,PJ Cummins,RJ Peterson,1,0,1,107,22,16,21,5,6,0,,,17,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
106,F Behardien,SR Watson,RJ Peterson,1,0,1,108,21,17,22,5,1,0,,,18,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
107,RJ Peterson,SR Watson,F Behardien,1,0,1,109,20,12,9,5,2,0,,,18,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
108,F Behardien,SR Watson,RJ Peterson,0,1,1,110,19,17,23,5,3,0,,,18,wides,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
109,F Behardien,SR Watson,RJ Peterson,1,0,1,111,18,18,24,5,4,0,,,18,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
110,RJ Peterson,SR Watson,F Behardien,4,0,4,115,14,16,10,5,5,0,,,18,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
111,RJ Peterson,SR Watson,F Behardien,1,0,1,116,13,17,11,5,6,0,,,18,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
112,F Behardien,SR Watson,RJ Peterson,2,0,2,118,11,20,25,5,7,0,,,18,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
113,RJ Peterson,PJ Cummins,F Behardien,0,0,0,118,11,17,12,5,1,0,,,19,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
114,RJ Peterson,PJ Cummins,F Behardien,2,0,2,120,9,19,13,5,2,0,,,19,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
115,RJ Peterson,PJ Cummins,F Behardien,1,0,1,121,8,20,14,5,3,0,,,19,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
116,F Behardien,PJ Cummins,RJ Peterson,4,0,4,125,4,24,26,5,4,0,,,19,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
117,F Behardien,PJ Cummins,RJ Peterson,0,0,0,125,4,24,27,5,5,0,,,19,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
118,F Behardien,PJ Cummins,RJ Peterson,0,1,1,126,3,24,28,5,6,0,,,19,wides,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
119,F Behardien,PJ Cummins,RJ Peterson,6,0,6,132,-3,30,29,5,7,0,,,19,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
120,RJ Peterson,MA Starc,F Behardien,4,0,4,136,-7,24,15,5,1,0,,,20,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
121,RJ Peterson,MA Starc,F Behardien,4,0,4,140,-11,28,16,5,2,0,,,20,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
122,RJ Peterson,MA Starc,F Behardien,0,0,0,140,-11,28,17,5,3,0,,,20,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
123,RJ Peterson,MA Starc,F Behardien,4,0,4,144,-15,32,18,5,4,0,,,20,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
124,RJ Peterson,MA Starc,F Behardien,0,1,1,145,-16,32,19,5,5,0,,,20,byes,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
125,F Behardien,MA Starc,RJ Peterson,1,0,1,146,-17,31,30,5,6,0,,,20,-,field,Australia,1,R Premadasa Stadium,2012,09,Australia_South Africa_2012-09-30,Australia,South Africa,Australia
