,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
30,KIC Asalanka,JR Hazlewood,MDKJ Perera,0,0,0,41,83,20,13,1,4,-,5,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
31,KIC Asalanka,JR Hazlewood,MDKJ Perera,4,0,4,45,79,24,14,1,5,-,5,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
32,KIC Asalanka,JR Hazlewood,MDKJ Perera,1,0,1,46,78,25,15,1,6,-,5,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
33,KIC Asalanka,PJ Cummins,MDKJ Perera,0,0,0,46,78,25,16,1,1,-,6,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
34,KIC Asalanka,PJ Cummins,MDKJ Perera,0,0,0,46,78,25,17,1,2,-,6,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
35,KIC Asalanka,PJ Cummins,MDKJ Perera,1,0,1,47,77,26,18,1,3,-,6,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
36,MDKJ Perera,PJ Cummins,KIC Asalanka,4,0,4,51,73,11,10,1,4,-,6,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
37,MDKJ Perera,PJ Cummins,KIC Asalanka,1,0,1,52,72,12,11,1,5,-,6,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
38,KIC Asalanka,PJ Cummins,MDKJ Perera,1,0,1,53,71,27,19,1,6,-,6,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
39,KIC Asalanka,MP Stoinis,MDKJ Perera,1,0,1,54,70,28,20,1,1,-,7,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
40,MDKJ Perera,MP Stoinis,KIC Asalanka,2,0,2,56,68,14,12,1,2,-,7,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
41,MDKJ Perera,MP Stoinis,KIC Asalanka,1,0,1,57,67,15,13,1,3,-,7,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
42,KIC Asalanka,MP Stoinis,MDKJ Perera,2,0,2,59,65,30,21,1,4,-,7,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
43,KIC Asalanka,MP Stoinis,MDKJ Perera,1,0,1,60,64,31,22,1,5,-,7,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
44,MDKJ Perera,MP Stoinis,KIC Asalanka,0,0,0,60,64,15,14,1,6,-,7,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
45,KIC Asalanka,A Zampa,MDKJ Perera,1,0,1,61,63,32,23,1,1,-,8,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
46,MDKJ Perera,A Zampa,KIC Asalanka,0,0,0,61,63,15,15,1,2,-,8,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
47,MDKJ Perera,A Zampa,KIC Asalanka,0,0,0,61,63,15,16,1,3,-,8,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
48,MDKJ Perera,A Zampa,KIC Asalanka,1,0,1,62,62,16,17,1,4,-,8,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
49,KIC Asalanka,A Zampa,MDKJ Perera,1,0,1,63,61,33,24,1,5,-,8,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
50,MDKJ Perera,A Zampa,KIC Asalanka,1,0,1,64,60,17,18,1,6,-,8,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
51,MDKJ Perera,MP Stoinis,KIC Asalanka,1,0,1,65,59,18,19,1,1,-,9,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
52,KIC Asalanka,MP Stoinis,MDKJ Perera,0,0,0,65,59,33,25,1,2,-,9,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
53,KIC Asalanka,MP Stoinis,MDKJ Perera,1,0,1,66,58,34,26,1,3,-,9,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
54,MDKJ Perera,MP Stoinis,KIC Asalanka,4,0,4,70,54,22,20,1,4,-,9,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
55,MDKJ Perera,MP Stoinis,KIC Asalanka,4,0,4,74,50,26,21,1,5,-,9,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
56,MDKJ Perera,MP Stoinis,KIC Asalanka,1,0,1,75,49,27,22,1,6,-,9,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
57,MDKJ Perera,A Zampa,KIC Asalanka,1,0,1,76,48,28,23,1,1,-,10,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
58,KIC Asalanka,A Zampa,MDKJ Perera,1,0,1,77,47,35,27,1,2,-,10,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
59,MDKJ Perera,A Zampa,KIC Asalanka,1,0,1,78,46,29,24,1,3,-,10,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
60,KIC Asalanka,A Zampa,MDKJ Perera,0,0,0,78,46,35,28,2,4,-,10,caught,KIC Asalanka,SPD Smith,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
61,WIA Fernando,A Zampa,MDKJ Perera,0,0,0,78,46,0,1,2,5,-,10,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
62,WIA Fernando,A Zampa,MDKJ Perera,1,0,1,79,45,1,2,2,6,-,10,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
63,WIA Fernando,MA Starc,MDKJ Perera,1,0,1,80,44,2,3,2,1,-,11,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
64,MDKJ Perera,MA Starc,WIA Fernando,6,0,6,86,38,35,25,2,2,-,11,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
65,MDKJ Perera,MA Starc,WIA Fernando,0,0,0,86,38,35,26,3,3,-,11,bowled,MDKJ Perera,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
66,PBB Rajapaksa,MA Starc,WIA Fernando,1,0,1,87,37,1,1,3,4,-,11,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
67,WIA Fernando,MA Starc,PBB Rajapaksa,1,0,1,88,36,3,4,3,5,-,11,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
68,PBB Rajapaksa,MA Starc,WIA Fernando,0,0,0,88,36,1,2,3,6,-,11,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
69,WIA Fernando,A Zampa,PBB Rajapaksa,0,0,0,88,36,3,5,3,1,-,12,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
70,WIA Fernando,A Zampa,PBB Rajapaksa,1,0,1,89,35,4,6,3,2,-,12,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
71,PBB Rajapaksa,A Zampa,WIA Fernando,0,0,0,89,35,1,3,3,3,-,12,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
72,PBB Rajapaksa,A Zampa,WIA Fernando,1,0,1,90,34,2,4,3,4,-,12,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
73,WIA Fernando,A Zampa,PBB Rajapaksa,0,0,0,90,34,4,7,4,5,-,12,caught,WIA Fernando,SPD Smith,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
74,PBB Rajapaksa,A Zampa,PWH de Silva,0,0,0,90,34,2,5,4,6,-,12,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
75,PWH de Silva,MA Starc,PBB Rajapaksa,4,0,4,94,30,4,1,4,1,-,13,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
76,PWH de Silva,MA Starc,PBB Rajapaksa,0,0,0,94,30,4,2,5,2,-,13,caught,PWH de Silva,MS Wade,"{'by': 'Sri Lanka', 'umpire': 'Aleem Dar', 'batter': 'PWH de Silva', 'decision': 'struck down'}",field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
77,MD Shanaka,MA Starc,PBB Rajapaksa,0,0,0,94,30,0,1,5,3,-,13,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
78,MD Shanaka,MA Starc,PBB Rajapaksa,0,0,0,94,30,0,2,5,4,-,13,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
79,MD Shanaka,MA Starc,PBB Rajapaksa,0,0,0,94,30,0,3,5,5,-,13,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
80,MD Shanaka,MA Starc,PBB Rajapaksa,1,0,1,95,29,1,4,5,6,-,13,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
81,MD Shanaka,A Zampa,PBB Rajapaksa,0,0,0,95,29,1,5,5,1,-,14,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
82,MD Shanaka,A Zampa,PBB Rajapaksa,0,0,0,95,29,1,6,5,2,-,14,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
83,MD Shanaka,A Zampa,PBB Rajapaksa,0,0,0,95,29,1,7,5,3,-,14,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
84,MD Shanaka,A Zampa,PBB Rajapaksa,0,0,0,95,29,1,8,5,4,-,14,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
85,MD Shanaka,A Zampa,PBB Rajapaksa,1,0,1,96,28,2,9,5,5,-,14,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
86,PBB Rajapaksa,A Zampa,MD Shanaka,1,0,1,97,27,3,6,5,6,-,14,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
87,PBB Rajapaksa,JR Hazlewood,MD Shanaka,0,0,0,97,27,3,7,5,1,-,15,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
88,PBB Rajapaksa,JR Hazlewood,MD Shanaka,2,0,2,99,25,5,8,5,2,-,15,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
89,PBB Rajapaksa,JR Hazlewood,MD Shanaka,4,0,4,103,21,9,9,5,3,-,15,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
90,PBB Rajapaksa,JR Hazlewood,MD Shanaka,1,0,1,104,20,10,10,5,4,-,15,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
91,MD Shanaka,JR Hazlewood,PBB Rajapaksa,0,0,0,104,20,2,10,5,5,-,15,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
92,MD Shanaka,JR Hazlewood,PBB Rajapaksa,1,0,1,105,19,3,11,5,6,-,15,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
93,MD Shanaka,PJ Cummins,PBB Rajapaksa,0,0,0,105,19,3,12,5,1,-,16,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
94,MD Shanaka,PJ Cummins,PBB Rajapaksa,2,0,2,107,17,5,13,5,2,-,16,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
95,MD Shanaka,PJ Cummins,PBB Rajapaksa,1,0,1,108,16,6,14,5,3,-,16,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
96,PBB Rajapaksa,PJ Cummins,MD Shanaka,0,0,0,108,16,10,11,5,4,-,16,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
97,PBB Rajapaksa,PJ Cummins,MD Shanaka,1,0,1,109,15,11,12,5,5,-,16,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
98,MD Shanaka,PJ Cummins,PBB Rajapaksa,0,1,1,110,14,6,15,5,6,wides,16,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
99,MD Shanaka,PJ Cummins,PBB Rajapaksa,1,0,1,111,13,7,16,5,7,-,16,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
100,MD Shanaka,MP Stoinis,PBB Rajapaksa,1,0,1,112,12,8,17,5,1,-,17,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
101,PBB Rajapaksa,MP Stoinis,MD Shanaka,4,0,4,116,8,15,13,5,2,-,17,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
102,PBB Rajapaksa,MP Stoinis,MD Shanaka,4,0,4,120,4,19,14,5,3,-,17,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
103,PBB Rajapaksa,MP Stoinis,MD Shanaka,6,0,6,126,-2,25,15,5,4,-,17,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
104,PBB Rajapaksa,MP Stoinis,MD Shanaka,0,0,0,126,-2,25,16,5,5,-,17,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
105,PBB Rajapaksa,MP Stoinis,MD Shanaka,0,1,1,127,-3,25,17,5,6,wides,17,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
106,PBB Rajapaksa,MP Stoinis,MD Shanaka,1,0,1,128,-4,26,18,5,7,-,17,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
107,PBB Rajapaksa,PJ Cummins,MD Shanaka,0,1,1,129,-5,26,19,5,1,wides,18,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
108,PBB Rajapaksa,PJ Cummins,MD Shanaka,1,0,1,130,-6,27,20,5,2,-,18,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
109,MD Shanaka,PJ Cummins,PBB Rajapaksa,0,0,0,130,-6,8,18,5,3,-,18,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
110,MD Shanaka,PJ Cummins,PBB Rajapaksa,4,0,4,134,-10,12,19,5,4,-,18,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
111,MD Shanaka,PJ Cummins,PBB Rajapaksa,0,0,0,134,-10,12,20,6,5,-,18,caught,MD Shanaka,MS Wade,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
112,PBB Rajapaksa,PJ Cummins,C Karunaratne,0,0,0,134,-10,27,21,6,6,-,18,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
113,PBB Rajapaksa,PJ Cummins,C Karunaratne,1,0,1,135,-11,28,22,6,7,-,18,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
114,PBB Rajapaksa,MA Starc,C Karunaratne,0,1,1,136,-12,28,23,6,1,legbyes,19,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
115,C Karunaratne,MA Starc,PBB Rajapaksa,4,0,4,140,-16,4,1,6,2,-,19,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia
