,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
88,AL Phehlukwayo,DJ Willey,M Mosehle,2,0,2,102,79,2,3,6,-,3.0,14,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
89,AL Phehlukwayo,DJ Willey,M Mosehle,4,0,4,106,75,6,4,6,-,4.0,14,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
90,AL Phehlukwayo,DJ Willey,M Mosehle,4,0,4,110,71,10,5,6,-,5.0,14,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
91,AL Phehlukwayo,DJ Willey,M Mosehle,1,0,1,111,70,11,6,6,-,6.0,14,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
92,AL Phehlukwayo,LE Plunkett,M Mosehle,0,0,0,111,70,11,7,6,-,1.0,15,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
93,AL Phehlukwayo,LE Plunkett,M Mosehle,1,0,1,112,69,12,8,6,-,2.0,15,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
94,M Mosehle,LE Plunkett,AL Phehlukwayo,0,2,2,114,67,10,9,6,legbyes,3.0,15,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
95,M Mosehle,LE Plunkett,AL Phehlukwayo,1,0,1,115,66,11,10,6,-,4.0,15,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
96,AL Phehlukwayo,LE Plunkett,M Mosehle,0,0,0,115,66,12,9,6,-,5.0,15,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
97,AL Phehlukwayo,LE Plunkett,M Mosehle,0,0,0,115,66,12,10,6,-,6.0,15,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
98,M Mosehle,TK Curran,AL Phehlukwayo,0,0,0,115,66,11,11,6,-,1.0,16,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
99,M Mosehle,TK Curran,AL Phehlukwayo,0,0,0,115,66,11,12,6,-,2.0,16,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
100,M Mosehle,TK Curran,AL Phehlukwayo,0,0,0,115,66,11,13,6,-,3.0,16,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
101,M Mosehle,TK Curran,AL Phehlukwayo,6,0,6,121,60,17,14,6,-,4.0,16,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
102,M Mosehle,TK Curran,AL Phehlukwayo,1,0,1,122,59,18,15,6,-,5.0,16,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
103,AL Phehlukwayo,TK Curran,M Mosehle,0,0,0,122,59,12,11,6,-,6.0,16,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
104,M Mosehle,DJ Willey,AL Phehlukwayo,6,0,6,128,53,24,16,6,-,1.0,17,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
105,M Mosehle,DJ Willey,AL Phehlukwayo,6,0,6,134,47,30,17,6,-,2.0,17,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
106,M Mosehle,DJ Willey,AL Phehlukwayo,1,0,1,135,46,31,18,6,-,3.0,17,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
107,AL Phehlukwayo,DJ Willey,M Mosehle,2,0,2,137,44,14,12,6,-,4.0,17,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
108,AL Phehlukwayo,DJ Willey,M Mosehle,1,0,1,138,43,15,13,6,-,5.0,17,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
109,M Mosehle,DJ Willey,AL Phehlukwayo,0,0,0,138,43,31,19,6,-,6.0,17,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
110,AL Phehlukwayo,TK Curran,M Mosehle,0,0,0,138,43,15,14,6,-,1.0,18,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
111,AL Phehlukwayo,TK Curran,M Mosehle,0,1,1,139,42,15,15,6,legbyes,2.0,18,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
112,M Mosehle,TK Curran,AL Phehlukwayo,1,0,1,140,41,32,20,6,-,3.0,18,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
113,AL Phehlukwayo,TK Curran,M Mosehle,1,0,1,141,40,16,16,6,-,4.0,18,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
114,M Mosehle,TK Curran,AL Phehlukwayo,4,0,4,145,36,36,21,6,-,5.0,18,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
115,M Mosehle,TK Curran,AL Phehlukwayo,0,0,0,145,36,36,22,7,-,6.0,18,caught,M Mosehle,SW Billings,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
116,M Morkel,CJ Jordan,AL Phehlukwayo,1,0,1,146,35,1,1,7,-,1.0,19,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
117,AL Phehlukwayo,CJ Jordan,M Morkel,4,0,4,150,31,20,17,7,-,2.0,19,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
118,AL Phehlukwayo,CJ Jordan,M Morkel,4,0,4,154,27,24,18,7,-,3.0,19,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
119,AL Phehlukwayo,CJ Jordan,M Morkel,2,0,2,156,25,26,19,7,-,4.0,19,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
120,AL Phehlukwayo,CJ Jordan,M Morkel,0,1,1,157,24,26,20,7,noballs,4.0,19,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
121,AL Phehlukwayo,CJ Jordan,M Morkel,1,0,1,158,23,27,21,7,-,5.0,19,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
122,M Morkel,CJ Jordan,AL Phehlukwayo,4,0,4,162,19,5,2,7,-,6.0,19,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England,False,162
