,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
17,RG Sharma,MM Ali,Ishan Kishan,0,0,0,29,,24,15,1,5,2,-,caught,RG Sharma,JC Buttler,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
18,DJ Hooda,MM Ali,Ishan Kishan,0,0,0,29,,0,1,1,6,2,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
19,Ishan Kishan,RJW Topley,DJ Hooda,0,0,0,29,,4,4,1,1,3,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
20,Ishan Kishan,RJW Topley,DJ Hooda,0,0,0,29,,4,5,1,2,3,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
21,Ishan Kishan,RJW Topley,DJ Hooda,2,0,2,31,,6,6,1,3,3,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
22,Ishan Kishan,RJW Topley,DJ Hooda,0,0,0,31,,6,7,1,4,3,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
23,Ishan Kishan,RJW Topley,DJ Hooda,2,0,2,33,,8,8,1,5,3,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
24,Ishan Kishan,RJW Topley,DJ Hooda,0,0,0,33,,8,9,1,6,3,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
25,DJ Hooda,MM Ali,Ishan Kishan,6,0,6,39,,6,2,1,1,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
26,DJ Hooda,MM Ali,Ishan Kishan,6,0,6,45,,12,3,1,2,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
27,DJ Hooda,MM Ali,Ishan Kishan,0,0,0,45,,12,4,1,3,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
28,DJ Hooda,MM Ali,Ishan Kishan,1,0,1,46,,13,5,1,4,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
29,Ishan Kishan,MM Ali,DJ Hooda,0,0,0,46,,8,10,2,5,4,-,caught,Ishan Kishan,MW Parkinson,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
30,SA Yadav,MM Ali,DJ Hooda,4,0,4,50,,4,1,2,6,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
31,DJ Hooda,RJW Topley,SA Yadav,0,0,0,50,,13,6,2,1,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
32,DJ Hooda,RJW Topley,SA Yadav,4,0,4,54,,17,7,2,2,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
33,DJ Hooda,RJW Topley,SA Yadav,2,0,2,56,,19,8,2,3,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
34,DJ Hooda,RJW Topley,SA Yadav,4,0,4,60,,23,9,2,4,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
35,DJ Hooda,RJW Topley,SA Yadav,2,0,2,62,,25,10,2,5,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
36,DJ Hooda,RJW Topley,SA Yadav,4,0,4,66,,29,11,2,6,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
37,SA Yadav,TS Mills,DJ Hooda,0,0,0,66,,4,2,2,1,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
38,SA Yadav,TS Mills,DJ Hooda,6,0,6,72,,10,3,2,2,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
39,SA Yadav,TS Mills,DJ Hooda,0,0,0,72,,10,4,2,3,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
40,SA Yadav,TS Mills,DJ Hooda,1,0,1,73,,11,5,2,4,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
41,DJ Hooda,TS Mills,SA Yadav,0,0,0,73,,29,12,2,5,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
42,DJ Hooda,TS Mills,SA Yadav,2,0,2,75,,31,13,2,6,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
43,SA Yadav,MW Parkinson,DJ Hooda,4,0,4,79,,15,6,2,1,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
44,SA Yadav,MW Parkinson,DJ Hooda,1,0,1,80,,16,7,2,2,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
45,DJ Hooda,MW Parkinson,SA Yadav,0,0,0,80,,31,14,2,3,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
46,DJ Hooda,MW Parkinson,SA Yadav,1,0,1,81,,32,15,2,4,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
47,SA Yadav,MW Parkinson,DJ Hooda,4,0,4,85,,20,8,2,5,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
48,SA Yadav,MW Parkinson,DJ Hooda,1,0,1,86,,21,9,2,6,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
49,SA Yadav,CJ Jordan,DJ Hooda,1,0,1,87,,22,10,2,1,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
50,DJ Hooda,CJ Jordan,SA Yadav,1,0,1,88,,33,16,2,2,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
51,SA Yadav,CJ Jordan,DJ Hooda,1,0,1,89,,23,11,2,3,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
52,DJ Hooda,CJ Jordan,SA Yadav,0,0,0,89,,33,17,3,4,8,-,caught,DJ Hooda,TS Mills,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
53,HH Pandya,CJ Jordan,SA Yadav,1,0,1,90,,1,1,3,5,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
54,SA Yadav,CJ Jordan,HH Pandya,1,0,1,91,,24,12,3,6,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
55,SA Yadav,MW Parkinson,HH Pandya,1,0,1,92,,25,13,3,1,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
56,HH Pandya,MW Parkinson,SA Yadav,4,0,4,96,,5,2,3,2,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
57,HH Pandya,MW Parkinson,SA Yadav,0,0,0,96,,5,3,3,3,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
58,HH Pandya,MW Parkinson,SA Yadav,0,1,1,97,,5,4,3,4,9,wides,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
59,HH Pandya,MW Parkinson,SA Yadav,4,0,4,101,,9,5,3,5,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
60,HH Pandya,MW Parkinson,SA Yadav,0,1,1,102,,9,6,3,6,9,wides,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
61,HH Pandya,MW Parkinson,SA Yadav,1,0,1,103,,10,7,3,7,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
62,SA Yadav,MW Parkinson,HH Pandya,2,0,2,105,,27,14,3,8,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
63,HH Pandya,TS Mills,SA Yadav,0,1,1,106,,10,8,3,1,10,wides,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
64,HH Pandya,TS Mills,SA Yadav,4,0,4,110,,14,9,3,2,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
65,HH Pandya,TS Mills,SA Yadav,2,0,2,112,,16,10,3,3,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
66,HH Pandya,TS Mills,SA Yadav,1,0,1,113,,17,11,3,4,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
67,SA Yadav,TS Mills,HH Pandya,6,0,6,119,,33,15,3,5,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
68,SA Yadav,TS Mills,HH Pandya,1,0,1,120,,34,16,3,6,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
69,HH Pandya,TS Mills,SA Yadav,0,0,0,120,,17,12,3,7,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
70,SA Yadav,CJ Jordan,HH Pandya,4,0,4,124,,38,17,3,1,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
71,SA Yadav,CJ Jordan,HH Pandya,1,0,1,125,,39,18,3,2,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
72,HH Pandya,CJ Jordan,SA Yadav,1,0,1,126,,18,13,3,3,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
73,SA Yadav,CJ Jordan,HH Pandya,0,0,0,126,,39,19,4,4,11,-,caught,SA Yadav,JC Buttler,"{'by': 'England', 'umpire': 'DJ Millns', 'batter': 'SA Yadav', 'decision': 'upheld'}",bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
74,AR Patel,CJ Jordan,HH Pandya,0,0,0,126,,0,1,4,5,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
75,AR Patel,CJ Jordan,HH Pandya,0,0,0,126,,0,2,4,6,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
76,HH Pandya,LS Livingstone,AR Patel,4,0,4,130,,22,14,4,1,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
77,HH Pandya,LS Livingstone,AR Patel,4,0,4,134,,26,15,4,2,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
78,HH Pandya,LS Livingstone,AR Patel,1,0,1,135,,27,16,4,3,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
79,AR Patel,LS Livingstone,HH Pandya,4,0,4,139,,4,3,4,4,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
80,AR Patel,LS Livingstone,HH Pandya,1,0,1,140,,5,4,4,5,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
81,HH Pandya,LS Livingstone,AR Patel,1,0,1,141,,28,17,4,6,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
82,HH Pandya,SM Curran,AR Patel,1,0,1,142,,29,18,4,1,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
83,AR Patel,SM Curran,HH Pandya,1,0,1,143,,6,5,4,2,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
84,HH Pandya,SM Curran,AR Patel,4,0,4,147,,33,19,4,3,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
85,HH Pandya,SM Curran,AR Patel,1,0,1,148,,34,20,4,4,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
86,AR Patel,SM Curran,HH Pandya,1,0,1,149,,7,6,4,5,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
87,HH Pandya,SM Curran,AR Patel,1,0,1,150,,35,21,4,6,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
88,HH Pandya,MW Parkinson,AR Patel,2,0,2,152,,37,22,4,1,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
89,HH Pandya,MW Parkinson,AR Patel,0,1,1,153,,37,23,4,2,14,legbyes,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
90,AR Patel,MW Parkinson,HH Pandya,1,0,1,154,,8,7,4,3,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
91,HH Pandya,MW Parkinson,AR Patel,2,0,2,156,,39,24,4,4,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
92,HH Pandya,MW Parkinson,AR Patel,0,0,0,156,,39,25,4,5,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
93,HH Pandya,MW Parkinson,AR Patel,1,0,1,157,,40,26,4,6,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
94,HH Pandya,CJ Jordan,AR Patel,0,0,0,157,,40,27,4,1,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
95,HH Pandya,CJ Jordan,AR Patel,1,0,1,158,,41,28,4,2,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
96,AR Patel,CJ Jordan,HH Pandya,0,0,0,158,,8,8,4,3,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
97,AR Patel,CJ Jordan,HH Pandya,0,1,1,159,,8,9,4,4,15,wides,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
98,AR Patel,CJ Jordan,HH Pandya,4,0,4,163,,12,10,4,5,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
99,AR Patel,CJ Jordan,HH Pandya,1,0,1,164,,13,11,4,6,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
100,HH Pandya,CJ Jordan,AR Patel,1,0,1,165,,42,29,4,7,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
101,HH Pandya,MW Parkinson,AR Patel,0,0,0,165,,42,30,4,1,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
102,HH Pandya,MW Parkinson,AR Patel,1,0,1,166,,43,31,4,2,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
103,AR Patel,MW Parkinson,HH Pandya,0,1,1,167,,13,12,4,3,16,wides,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
104,AR Patel,MW Parkinson,HH Pandya,4,0,4,171,,17,13,4,4,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
105,AR Patel,MW Parkinson,HH Pandya,0,0,0,171,,17,14,5,5,16,-,caught,AR Patel,JJ Roy,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
106,HH Pandya,MW Parkinson,KD Karthik,6,0,6,177,,49,32,5,6,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
107,HH Pandya,MW Parkinson,KD Karthik,1,0,1,178,,50,33,5,7,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
108,HH Pandya,RJW Topley,KD Karthik,0,0,0,178,,50,34,5,1,17,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
109,HH Pandya,RJW Topley,KD Karthik,1,0,1,179,,51,35,5,2,17,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
110,KD Karthik,RJW Topley,HH Pandya,0,1,1,180,,0,1,5,3,17,legbyes,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
111,HH Pandya,RJW Topley,KD Karthik,0,0,0,180,,51,36,6,4,17,-,caught,HH Pandya,HC Brook,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
112,HV Patel,RJW Topley,KD Karthik,1,0,1,181,,1,1,6,5,17,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
113,KD Karthik,RJW Topley,HV Patel,1,0,1,182,,1,2,6,6,17,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
114,KD Karthik,CJ Jordan,HV Patel,1,0,1,183,,2,3,6,1,18,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
115,HV Patel,CJ Jordan,KD Karthik,0,0,0,183,,1,2,6,2,18,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
116,HV Patel,CJ Jordan,KD Karthik,0,0,0,183,,1,3,6,3,18,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
117,HV Patel,CJ Jordan,KD Karthik,0,1,1,184,,1,4,6,4,18,byes,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
118,KD Karthik,CJ Jordan,HV Patel,1,0,1,185,,3,4,6,5,18,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
119,HV Patel,CJ Jordan,KD Karthik,2,0,2,187,,3,5,6,6,18,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
120,KD Karthik,TS Mills,HV Patel,4,0,4,191,,7,5,6,1,19,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
121,KD Karthik,TS Mills,HV Patel,4,0,4,195,,11,6,6,2,19,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
122,KD Karthik,TS Mills,HV Patel,0,0,0,195,,11,7,7,3,19,-,caught,KD Karthik,SM Curran,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
123,HV Patel,TS Mills,B Kumar,0,0,0,195,,3,6,8,4,19,-,run out,HV Patel,JC Buttler,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
124,B Kumar,TS Mills,Arshdeep Singh,1,0,1,196,,1,1,8,5,19,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
125,Arshdeep Singh,TS Mills,B Kumar,2,0,2,198,,2,1,8,6,19,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England,True,198
