,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
15,RG Sharma,MM Ali,Ishan Kishan,4,0,4,25,147,20,13,0,3,3,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
16,RG Sharma,MM Ali,Ishan Kishan,4,0,4,29,143,24,14,0,4,3,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
17,RG Sharma,MM Ali,Ishan Kishan,0,0,0,29,143,24,15,1,5,3,-,caught,RG Sharma,JC Buttler,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
18,DJ Hooda,MM Ali,Ishan Kishan,0,0,0,29,143,0,1,1,6,3,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
19,Ishan Kishan,RJW Topley,DJ Hooda,0,0,0,29,143,4,4,1,1,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
20,Ishan Kishan,RJW Topley,DJ Hooda,0,0,0,29,143,4,5,1,2,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
21,Ishan Kishan,RJW Topley,DJ Hooda,2,0,2,31,141,6,6,1,3,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
22,Ishan Kishan,RJW Topley,DJ Hooda,0,0,0,31,141,6,7,1,4,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
23,Ishan Kishan,RJW Topley,DJ Hooda,2,0,2,33,139,8,8,1,5,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
24,Ishan Kishan,RJW Topley,DJ Hooda,0,0,0,33,139,8,9,1,6,4,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
25,DJ Hooda,MM Ali,Ishan Kishan,6,0,6,39,133,6,2,1,1,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
26,DJ Hooda,MM Ali,Ishan Kishan,6,0,6,45,127,12,3,1,2,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
27,DJ Hooda,MM Ali,Ishan Kishan,0,0,0,45,127,12,4,1,3,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
28,DJ Hooda,MM Ali,Ishan Kishan,1,0,1,46,126,13,5,1,4,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
29,Ishan Kishan,MM Ali,DJ Hooda,0,0,0,46,126,8,10,2,5,5,-,caught,Ishan Kishan,MW Parkinson,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
30,SA Yadav,MM Ali,DJ Hooda,4,0,4,50,122,4,1,2,6,5,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
31,DJ Hooda,RJW Topley,SA Yadav,0,0,0,50,122,13,6,2,1,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
32,DJ Hooda,RJW Topley,SA Yadav,4,0,4,54,118,17,7,2,2,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
33,DJ Hooda,RJW Topley,SA Yadav,2,0,2,56,116,19,8,2,3,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
34,DJ Hooda,RJW Topley,SA Yadav,4,0,4,60,112,23,9,2,4,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
35,DJ Hooda,RJW Topley,SA Yadav,2,0,2,62,110,25,10,2,5,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
36,DJ Hooda,RJW Topley,SA Yadav,4,0,4,66,106,29,11,2,6,6,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
37,SA Yadav,TS Mills,DJ Hooda,0,0,0,66,106,4,2,2,1,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
38,SA Yadav,TS Mills,DJ Hooda,6,0,6,72,100,10,3,2,2,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
39,SA Yadav,TS Mills,DJ Hooda,0,0,0,72,100,10,4,2,3,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
40,SA Yadav,TS Mills,DJ Hooda,1,0,1,73,99,11,5,2,4,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
41,DJ Hooda,TS Mills,SA Yadav,0,0,0,73,99,29,12,2,5,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
42,DJ Hooda,TS Mills,SA Yadav,2,0,2,75,97,31,13,2,6,7,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
43,SA Yadav,MW Parkinson,DJ Hooda,4,0,4,79,93,15,6,2,1,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
44,SA Yadav,MW Parkinson,DJ Hooda,1,0,1,80,92,16,7,2,2,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
45,DJ Hooda,MW Parkinson,SA Yadav,0,0,0,80,92,31,14,2,3,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
46,DJ Hooda,MW Parkinson,SA Yadav,1,0,1,81,91,32,15,2,4,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
47,SA Yadav,MW Parkinson,DJ Hooda,4,0,4,85,87,20,8,2,5,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
48,SA Yadav,MW Parkinson,DJ Hooda,1,0,1,86,86,21,9,2,6,8,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
49,SA Yadav,CJ Jordan,DJ Hooda,1,0,1,87,85,22,10,2,1,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
50,DJ Hooda,CJ Jordan,SA Yadav,1,0,1,88,84,33,16,2,2,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
51,SA Yadav,CJ Jordan,DJ Hooda,1,0,1,89,83,23,11,2,3,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
52,DJ Hooda,CJ Jordan,SA Yadav,0,0,0,89,83,33,17,3,4,9,-,caught,DJ Hooda,TS Mills,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
53,HH Pandya,CJ Jordan,SA Yadav,1,0,1,90,82,1,1,3,5,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
54,SA Yadav,CJ Jordan,HH Pandya,1,0,1,91,81,24,12,3,6,9,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
55,SA Yadav,MW Parkinson,HH Pandya,1,0,1,92,80,25,13,3,1,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
56,HH Pandya,MW Parkinson,SA Yadav,4,0,4,96,76,5,2,3,2,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
57,HH Pandya,MW Parkinson,SA Yadav,0,0,0,96,76,5,3,3,3,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
58,HH Pandya,MW Parkinson,SA Yadav,0,1,1,97,75,5,4,3,4,10,wides,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
59,HH Pandya,MW Parkinson,SA Yadav,4,0,4,101,71,9,5,3,5,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
60,HH Pandya,MW Parkinson,SA Yadav,0,1,1,102,70,9,6,3,6,10,wides,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
61,HH Pandya,MW Parkinson,SA Yadav,1,0,1,103,69,10,7,3,7,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
62,SA Yadav,MW Parkinson,HH Pandya,2,0,2,105,67,27,14,3,8,10,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
63,HH Pandya,TS Mills,SA Yadav,0,1,1,106,66,10,8,3,1,11,wides,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
64,HH Pandya,TS Mills,SA Yadav,4,0,4,110,62,14,9,3,2,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
65,HH Pandya,TS Mills,SA Yadav,2,0,2,112,60,16,10,3,3,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
66,HH Pandya,TS Mills,SA Yadav,1,0,1,113,59,17,11,3,4,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
67,SA Yadav,TS Mills,HH Pandya,6,0,6,119,53,33,15,3,5,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
68,SA Yadav,TS Mills,HH Pandya,1,0,1,120,52,34,16,3,6,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
69,HH Pandya,TS Mills,SA Yadav,0,0,0,120,52,17,12,3,7,11,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
70,SA Yadav,CJ Jordan,HH Pandya,4,0,4,124,48,38,17,3,1,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
71,SA Yadav,CJ Jordan,HH Pandya,1,0,1,125,47,39,18,3,2,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
72,HH Pandya,CJ Jordan,SA Yadav,1,0,1,126,46,18,13,3,3,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
73,SA Yadav,CJ Jordan,HH Pandya,0,0,0,126,46,39,19,4,4,12,-,caught,SA Yadav,JC Buttler,"{'by': 'England', 'umpire': 'DJ Millns', 'batter': 'SA Yadav', 'decision': 'upheld'}",bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
74,AR Patel,CJ Jordan,HH Pandya,0,0,0,126,46,0,1,4,5,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
75,AR Patel,CJ Jordan,HH Pandya,0,0,0,126,46,0,2,4,6,12,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
76,HH Pandya,LS Livingstone,AR Patel,4,0,4,130,42,22,14,4,1,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
77,HH Pandya,LS Livingstone,AR Patel,4,0,4,134,38,26,15,4,2,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
78,HH Pandya,LS Livingstone,AR Patel,1,0,1,135,37,27,16,4,3,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
79,AR Patel,LS Livingstone,HH Pandya,4,0,4,139,33,4,3,4,4,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
80,AR Patel,LS Livingstone,HH Pandya,1,0,1,140,32,5,4,4,5,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
81,HH Pandya,LS Livingstone,AR Patel,1,0,1,141,31,28,17,4,6,13,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
82,HH Pandya,SM Curran,AR Patel,1,0,1,142,30,29,18,4,1,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
83,AR Patel,SM Curran,HH Pandya,1,0,1,143,29,6,5,4,2,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
84,HH Pandya,SM Curran,AR Patel,4,0,4,147,25,33,19,4,3,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
85,HH Pandya,SM Curran,AR Patel,1,0,1,148,24,34,20,4,4,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
86,AR Patel,SM Curran,HH Pandya,1,0,1,149,23,7,6,4,5,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
87,HH Pandya,SM Curran,AR Patel,1,0,1,150,22,35,21,4,6,14,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
88,HH Pandya,MW Parkinson,AR Patel,2,0,2,152,20,37,22,4,1,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
89,HH Pandya,MW Parkinson,AR Patel,0,1,1,153,19,37,23,4,2,15,legbyes,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
90,AR Patel,MW Parkinson,HH Pandya,1,0,1,154,18,8,7,4,3,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
91,HH Pandya,MW Parkinson,AR Patel,2,0,2,156,16,39,24,4,4,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
92,HH Pandya,MW Parkinson,AR Patel,0,0,0,156,16,39,25,4,5,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
93,HH Pandya,MW Parkinson,AR Patel,1,0,1,157,15,40,26,4,6,15,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
94,HH Pandya,CJ Jordan,AR Patel,0,0,0,157,15,40,27,4,1,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
95,HH Pandya,CJ Jordan,AR Patel,1,0,1,158,14,41,28,4,2,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
96,AR Patel,CJ Jordan,HH Pandya,0,0,0,158,14,8,8,4,3,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
97,AR Patel,CJ Jordan,HH Pandya,0,1,1,159,13,8,9,4,4,16,wides,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
98,AR Patel,CJ Jordan,HH Pandya,4,0,4,163,9,12,10,4,5,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
99,AR Patel,CJ Jordan,HH Pandya,1,0,1,164,8,13,11,4,6,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
100,HH Pandya,CJ Jordan,AR Patel,1,0,1,165,7,42,29,4,7,16,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
101,HH Pandya,MW Parkinson,AR Patel,0,0,0,165,7,42,30,4,1,17,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
102,HH Pandya,MW Parkinson,AR Patel,1,0,1,166,6,43,31,4,2,17,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
103,AR Patel,MW Parkinson,HH Pandya,0,1,1,167,5,13,12,4,3,17,wides,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
104,AR Patel,MW Parkinson,HH Pandya,4,0,4,171,1,17,13,4,4,17,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
105,AR Patel,MW Parkinson,HH Pandya,0,0,0,171,1,17,14,5,5,17,-,caught,AR Patel,JJ Roy,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
106,HH Pandya,MW Parkinson,KD Karthik,6,0,6,177,-5,49,32,5,6,17,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
107,HH Pandya,MW Parkinson,KD Karthik,1,0,1,178,-6,50,33,5,7,17,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
108,HH Pandya,RJW Topley,KD Karthik,0,0,0,178,-6,50,34,5,1,18,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
109,HH Pandya,RJW Topley,KD Karthik,1,0,1,179,-7,51,35,5,2,18,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
110,KD Karthik,RJW Topley,HH Pandya,0,1,1,180,-8,0,1,5,3,18,legbyes,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
111,HH Pandya,RJW Topley,KD Karthik,0,0,0,180,-8,51,36,6,4,18,-,caught,HH Pandya,HC Brook,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
112,HV Patel,RJW Topley,KD Karthik,1,0,1,181,-9,1,1,6,5,18,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
113,KD Karthik,RJW Topley,HV Patel,1,0,1,182,-10,1,2,6,6,18,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
114,KD Karthik,CJ Jordan,HV Patel,1,0,1,183,-11,2,3,6,1,19,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
115,HV Patel,CJ Jordan,KD Karthik,0,0,0,183,-11,1,2,6,2,19,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
116,HV Patel,CJ Jordan,KD Karthik,0,0,0,183,-11,1,3,6,3,19,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
117,HV Patel,CJ Jordan,KD Karthik,0,1,1,184,-12,1,4,6,4,19,byes,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
118,KD Karthik,CJ Jordan,HV Patel,1,0,1,185,-13,3,4,6,5,19,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
119,HV Patel,CJ Jordan,KD Karthik,2,0,2,187,-15,3,5,6,6,19,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
120,KD Karthik,TS Mills,HV Patel,4,0,4,191,-19,7,5,6,1,20,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
121,KD Karthik,TS Mills,HV Patel,4,0,4,195,-23,11,6,6,2,20,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
122,KD Karthik,TS Mills,HV Patel,0,0,0,195,-23,11,7,7,3,20,-,caught,KD Karthik,SM Curran,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
123,HV Patel,TS Mills,B Kumar,0,0,0,195,-23,3,6,8,4,20,-,run out,HV Patel,JC Buttler,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
124,B Kumar,TS Mills,Arshdeep Singh,1,0,1,196,-24,1,1,8,5,20,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
125,Arshdeep Singh,TS Mills,B Kumar,2,0,2,198,-26,2,1,8,6,20,-,0,,,,bat,India,1,"The Rose Bowl, Southampton",2022,07,India_England_2022-07-07,India,India,England
